"PREPRINT_DOI","ARTICLE_DOI","COUNTRYCODE"
"10.1101/107250","10.1186/s12918-017-0426-0","CHN"
"10.1101/107276","10.1093/bioinformatics/btx339","CHN"
"10.1101/107284","10.1016/j.actbio.2017.05.041","CHN"
"10.1101/107300","10.1016/j.cmi.2017.04.027","CHE"
"10.1101/107334","10.1016/j.bpj.2017.06.013","USA"
"10.1101/107367","10.1094/phyto-02-17-0073-r","USA"
"10.1101/107383","10.1038/oncsis.2017.22","CAN"
"10.1101/107417","10.3389/fgene.2017.00077","USA"
"10.1101/107524","10.1073/pnas.1700248114","USA"
"10.1101/107565","10.1073/pnas.1620431114","USA"
"10.1101/107599","10.1261/rna.060996.117","GBR"
"10.1101/107649","10.1111/jnc.14135","USA"
"10.1101/107664","10.1007/s00265-017-2318-0","SRB"
"10.1101/107722","10.1073/pnas.1701201114","ISR"
"10.1101/107797","10.1128/mcb.00398-17","AUT"
"10.1101/107821","10.1093/bioinformatics/btx286","ISR"
"10.1101/107870","10.1242/jcs.197236","SWE"
"10.1101/107888","10.1002/hbm.23567","USA"
"10.1101/107961","10.1111/mec.14264","CAN"
"10.1101/108043","10.1016/j.cell.2017.08.027","AUS"
"10.1101/108092","10.1128/mbio.02238-16","USA"
"10.1101/108142","10.1038/ismej.2017.93","USA"
"10.1101/108175","10.1016/j.ecolmodel.2017.12.003","FRA"
"10.1101/108175","10.1016/j.ecolmodel.2017.12.003","ZAF"
"10.1101/108191","10.1128/jb.00267-17","USA"
"10.1101/108209","10.15252/embr.201744140","GBR"
"10.1101/108233","10.15252/embr.201643723","CZE"
"10.1101/108282","10.1016/j.dadm.2017.03.005","NLD"
"10.1101/108332","10.1007/s00294-017-0768-6","NLD"
"10.1101/108464","10.1016/j.bbrc.2017.03.015","MEX"
"10.1101/108498","10.1371/journal.pgen.1006873","USA"
"10.1101/108530","10.1093/gigascience/gix076","CHN"
"10.1101/108555","10.1371/journal.pcbi.1005790","USA"
"10.1101/108589","10.1111/jeb.13235","CHE"
"10.1101/108597","10.1371/journal.pcbi.1005825","GBR"
"10.1101/108647","10.1371/journal.pgen.1006789","GBR"
"10.1101/108662","10.3835/plantgenome2017.03.0025","USA"
"10.1101/108688","10.1534/genetics.116.196873","AUS"
"10.1101/108704","10.1016/j.bbr.2017.04.013","USA"
"10.1101/108746","10.1371/journal.ppat.1006506","USA"
"10.1101/108753","10.1073/pnas.1701129114","USA"
"10.1101/108761","10.1534/g3.117.300133","USA"
"10.1101/108779","10.1016/j.biocel.2017.12.018","ESP"
"10.1101/108845","10.1016/j.stemcr.2017.11.018","GBR"
"10.1101/108845","10.1016/j.stemcr.2017.11.018","NLD"
"10.1101/108878","10.1073/pnas.1713085114","SWE"
"10.1101/108886","10.1111/oik.04751","CHN"
"10.1101/108902","10.1080/15476286.2017.1411461","CHN"
"10.1101/108928","10.1016/j.tpb.2017.08.002","AUT"
"10.1101/108936","10.3847/1538-4357/aa6f08","CHE"
"10.1101/108985","10.1073/pnas.1708618114","USA"
"10.1101/109082","10.1186/s13059-017-1288-x","USA"
"10.1101/109124","10.1002/ajmg.a.38559","ITA"
"10.1101/109140","10.1093/nar/gkx359","GBR"
"10.1101/109157","10.1038/ismej.2017.153","CHE"
"10.1101/109207","10.1038/nmeth.4388","USA"
"10.1101/109223","10.1371/journal.pntd.0005977","KEN"
"10.1101/109223","10.1371/journal.pntd.0005977","DEU"
"10.1101/109256","10.1162/jocn_a_01136","FRA"
"10.1101/109264","10.1074/jbc.m117.813139","HUN"
"10.1101/109272","10.1093/nar/gkx360","DEU"
"10.1101/109306","10.1021/acssynbio.7b00011","USA"
"10.1101/109363","10.1101/gr.213348.116","USA"
"10.1101/109397","10.1073/pnas.1713112114","FRA"
"10.1101/109470","10.1016/j.biosystems.2017.03.005","KOR"
"10.1101/109488","10.1007/s12668-017-0428-9","RUS"
"10.1101/109488","10.1007/s12668-017-0428-9","FIN"
"10.1101/109512","10.1016/j.jbiotec.2017.08.015","IRN"
"10.1101/109520","10.1038/sdata.2017.182","USA"
"10.1101/109587","10.1103/physreve.95.043201","CAN"
"10.1101/109603","10.1186/s13059-017-1310-3","USA"
"10.1101/109629","10.1186/s13059-017-1209-z","AUT"
"10.1101/109678","10.1017/thg.2017.35","SWE"
"10.1101/109686","10.1016/j.ophtha.2017.04.014","USA"
"10.1101/109728","10.1186/s12859-017-1640-x","KOR"
"10.1101/109777","10.1016/j.gdata.2017.09.004","IND"
"10.1101/109793","10.1007/s12041-017-0795-6","IND"
"10.1101/109876","10.1016/j.ajhg.2017.05.009","GBR"
"10.1101/109884","10.1111/mmi.13768","USA"
"10.1101/109975","10.1242/jcs.208520","GBR"
"10.1101/110064","10.1371/journal.pgen.1006641","GBR"
"10.1101/110148","10.3389/fgene.2017.00053","DEU"
"10.1101/110213","10.1093/bioinformatics/btx157","JPN"
"10.1101/110221","10.1098/rspb.2017.0778","AUS"
"10.1101/110262","10.1093/bioinformatics/btx322","DEU"
"10.1101/110288","10.1177/1176935117703389","USA"
"10.1101/110296","10.1093/sysbio/syx051","GBR"
"10.1101/110338","10.1016/j.bbrc.2017.03.014","JPN"
"10.1101/110346","10.1038/nmeth.4392","DEU"
"10.1101/110387","10.1101/gr.226050.117","USA"
"10.1101/110437","10.5599/admet.5.2.387","USA"
"10.1101/110593","10.1111/tpj.13790","CHN"
"10.1101/110643","10.1093/cercor/bhx128","USA"
"10.1101/110668","10.1038/nmeth.4405","USA"
"10.1101/110692","10.1242/dev.154013","JPN"
"10.1101/110700","10.1083/jcb.201610070","AUT"
"10.1101/110742","10.1088/1478-3975/aa7afc","SGP"
"10.1101/110759","10.1186/s13073-017-0505-2","NLD"
"10.1101/110833","10.1161/hypertensionaha.117.09091","USA"
"10.1101/110858","10.1128/mbio.00561-17","USA"
"10.1101/110924","10.1152/jn.00758.2016","KOR"
"10.1101/110932","10.3389/fncom.2017.00069","DNK"
"10.1101/110940","10.1128/mbio.01038-17","USA"
"10.1101/110965","10.1038/nnano.2017.128","CHN"
"10.1101/110965","10.1038/nnano.2017.128","USA"
"10.1101/110973","10.1002/ece3.3314","USA"
"10.1101/111005","10.1104/pp.17.00791","HUN"
"10.1101/111039","10.1016/j.ajhg.2017.04.002","USA"
"10.1101/111054","10.1093/bioinformatics/btx477","GBR"
"10.1101/111120","10.1186/s13062-017-0192-3","HUN"
"10.1101/111138","10.1038/ng.3868","BEL"
"10.1101/111146","10.1111/1365-2656.12771","USA"
"10.1101/111179","10.1016/j.bpj.2017.08.017","SVN"
"10.1101/111203","10.1534/genetics.116.199687","USA"
"10.1101/111237","10.1105/tpc.17.00047","USA"
"10.1101/111278","10.1016/j.bpsc.2017.05.001","DEU"
"10.1101/111278","10.1016/j.bpsc.2017.05.001","NLD"
"10.1101/111377","10.1534/g3.117.044669","JPN"
"10.1101/111500","10.1093/ije/dyx185","CAN"
"10.1101/111526","10.3390/v9040083","DEU"
"10.1101/111542","10.1083/jcb.201607074","FRA"
"10.1101/111559","10.3389/fmicb.2017.01446","IND"
"10.1101/111609","10.1038/tp.2017.173","JPN"
"10.1101/111666","10.1007/s00239-017-9820-x","USA"
"10.1101/111773","10.1038/nsmb.3398","USA"
"10.1101/111823","10.1152/jn.00529.2017","DEU"
"10.1101/111898","10.1016/j.neuropsychologia.2017.07.023","USA"
"10.1101/111922","10.1094/phyto-05-17-0178-r","USA"
"10.1101/111930","10.1111/jeb.13088","CAN"
"10.1101/111955","10.1186/s12864-017-3867-3","GBR"
"10.1101/111971","10.1016/j.bpj.2017.06.020","FRA"
"10.1101/112011","10.1371/journal.pgen.1006887","USA"
"10.1101/112045","10.1111/gcb.13852","CAN"
"10.1101/112086","10.1074/jbc.m117.783019","IND"
"10.1101/112094","10.1534/genetics.117.201913","USA"
"10.1101/112110","10.1021/acssynbio.7b00148","CHN"
"10.1101/112227","10.1021/acs.nanolett.7b03184","FRA"
"10.1101/112276","10.1016/j.stemcr.2017.09.021","JPN"
"10.1101/112284","10.3389/fncir.2017.00059","USA"
"10.1101/112334","10.1091/mbc.e16-12-0825","SGP"
"10.1101/112334","10.1091/mbc.e16-12-0825","ITA"
"10.1101/112391","10.1038/ismej.2017.109","CAN"
"10.1101/112433","10.1016/j.cortex.2017.10.002","AUS"
"10.1101/112524","10.1126/science.aam5852","USA"
"10.1101/112532","10.1016/j.cell.2017.07.032","USA"
"10.1101/112557","10.1038/nchembio.2422","GBR"
"10.1101/112581","10.1093/sysbio/syx068","CAN"
"10.1101/112599","10.1073/pnas.1620562114","USA"
"10.1101/112607","10.3390/antibiotics6010009","GBR"
"10.1101/112730","10.1016/j.ecolmodel.2017.02.011","USA"
"10.1101/112748","10.1103/physreve.95.062308","USA"
"10.1101/112797","10.1016/j.ympev.2017.08.011","DNK"
"10.1101/112862","10.1093/toxsci/kfx090","GBR"
"10.1101/112979","10.1186/s12864-017-3896-y","CHN"
"10.1101/112987","10.1128/jb.00357-17","IND"
"10.1101/113001","10.1186/s12918-017-0497-y","USA"
"10.1101/113019","10.3389/fncir.2017.00035","RUS"
"10.1101/113027","10.1098/rspb.2016.2799","BEL"
"10.1101/113068","10.1038/nmeth.4364","USA"
"10.1101/113191","10.1016/j.bpj.2017.08.010","AUS"
"10.1101/113225","10.3389/fevo.2017.00029","DEU"
"10.1101/113266","10.1186/s13148-017-0363-1","JPN"
"10.1101/113274","10.1093/beheco/arx168","FIN"
"10.1101/113340","10.1098/rsif.2016.0898","DEU"
"10.1101/113365","10.1128/msphere.00245-17","USA"
"10.1101/113373","10.3389/fnhum.2017.00475","ITA"
"10.1101/113423","10.1038/s41525-017-0032-5","USA"
"10.1101/113456","10.1002/art.40386","USA"
"10.1101/113597","10.1038/ismej.2017.82","NOR"
"10.1101/113605","10.1016/j.tpb.2017.08.004","CAN"
"10.1101/113613","10.1016/j.ydbio.2017.08.026","USA"
"10.1101/113621","10.1007/s00894-017-3373-1","CHN"
"10.1101/113654","10.1128/mbio.00928-17","JPN"
"10.1101/113696","10.1073/pnas.1706040114","USA"
"10.1101/113712","10.1016/j.intell.2017.04.006",NA
"10.1101/113712","10.1016/j.intell.2017.04.006","ITA"
"10.1101/113720","10.1093/sysbio/syx075","USA"
"10.1101/113746","10.1073/pnas.1708205114","DEU"
"10.1101/113779","10.1534/genetics.117.300468","USA"
"10.1101/113845","10.1038/nchembio.2509","CAN"
"10.1101/113878","10.1093/eurheartj/ehx395","USA"
"10.1101/113969","10.1111/mec.14439","SWE"
"10.1101/113985","10.1098/rsob.170104","USA"
"10.1101/114025","10.1093/bfgp/elx019","IND"
"10.1101/114116","10.1093/jac/dkx342","GBR"
"10.1101/114157","10.1016/j.jclepro.2017.10.169","IRL"
"10.1101/114165","10.1186/s13059-017-1359-z","USA"
"10.1101/114215","10.1186/s13059-017-1322-z","CHN"
"10.1101/114256","10.1093/jee/tox244","USA"
"10.1101/114314","10.3389/fcimb.2017.00171","CHN"
"10.1101/114322","10.1088/1478-3975/aa7f30","FRA"
"10.1101/114330","10.1111/jeb.13191","USA"
"10.1101/114348","10.1371/journal.pgen.1006787","USA"
"10.1101/114355","10.15252/msb.20177754","GBR"
"10.1101/114355","10.15252/msb.20177754","DEU"
"10.1101/114397","10.1186/s12859-017-1893-4","USA"
"10.1101/114413","10.1371/journal.pmed.1002363","IND"
"10.1101/114413","10.1371/journal.pmed.1002363","USA"
"10.1101/114470","10.1534/g3.117.300152","SWE"
"10.1101/114561","10.1016/j.ajhg.2017.12.002","CHE"
"10.1101/114579","10.1186/s13059-017-1342-8","CHN"
"10.1101/114587","10.1111/2041-210x.12781","ESP"
"10.1101/114603","10.2144/000114606","DEU"
"10.1101/114611","10.1002/cam4.1223","USA"
"10.1101/114629","10.1242/dmm.030767","USA"
"10.1101/114660","10.1093/jhered/esx054","ARG"
"10.1101/114678","10.3389/fncel.2017.00280","SWE"
"10.1101/114751","10.1016/j.trac.2017.02.013","HUN"
"10.1101/114801","10.1242/dev.147942","GBR"
"10.1101/114835","10.1016/j.yhbeh.2017.06.011","BEL"
"10.1101/114884","10.1142/s0219720017500160","IND"
"10.1101/114918","10.1128/aem.01297-17","USA"
"10.1101/114959","10.1534/g3.117.040907","USA"
"10.1101/114967","10.1038/s41588-017-0002-y","USA"
"10.1101/114983","10.3389/fcimb.2017.00165","USA"
"10.1101/115048","10.1016/j.jtbi.2017.10.001","DEU"
"10.1101/115055","10.1371/journal.pgen.1006961","USA"
"10.1101/115097","10.1002/da.22634","USA"
"10.1101/115105","10.1242/dev.149542","JPN"
"10.1101/115188","10.1088/1741-2552/aa7a25","USA"
"10.1101/115196","10.1038/nmeth.4395","USA"
"10.1101/115246","10.1111/nph.14642","DEU"
"10.1101/115287","10.1016/j.fcr.2017.05.007","PHL"
"10.1101/115295","10.1187/cbe.17-05-0085","USA"
"10.1101/115345","10.1186/s12859-017-1933-0","IND"
"10.1101/115410","10.1186/s13059-017-1348-2","ESP"
"10.1101/115444","10.1073/pnas.1713343114","FRA"
"10.1101/115451","10.1186/s13073-017-0496-z","USA"
"10.1101/115477","10.1371/journal.pcbi.1005567","USA"
"10.1101/115493","10.1093/nar/gkx308","GBR"
"10.1101/115501","10.1038/ng.3859","USA"
"10.1101/115519","10.1534/g3.117.300341","DNK"
"10.1101/115568","10.1038/s41437-017-0005-6","FRA"
"10.1101/115600","10.1176/appi.ajp.2017.17030298","USA"
"10.1101/115667","10.1534/genetics.117.300198","CHN"
"10.1101/115675","10.1152/jn.00014.2017","USA"
"10.1101/115709","10.3389/fmicb.2017.01533","DEU"
"10.1101/115741","10.3732/ajb.1700078","JPN"
"10.1101/115816","10.1016/j.softx.2017.07.005","BRA"
"10.1101/115824","10.1094/mpmi-05-17-0104-r","BEL"
"10.1101/115832","10.1016/j.physa.2017.10.026","USA"
"10.1101/116004","10.1007/s00705-017-3454-6","CHN"
"10.1101/116020","10.1111/mec.14177","PRT"
"10.1101/116038","10.1128/mbio.01382-17","USA"
"10.1101/116046","10.1002/sta4.145",NA
"10.1101/116046","10.1002/sta4.145","ITA"
"10.1101/116145","10.1186/s13075-017-1443-5","BRA"
"10.1101/116152","10.1186/s13059-017-1272-5","USA"
"10.1101/116186","10.1073/pnas.1712901115","USA"
"10.1101/116194","10.1016/j.jtbi.2017.09.013","PAK"
"10.1101/116251","10.1038/nmeth.4256","USA"
"10.1101/116277","10.1242/jcs.197210","GBR"
"10.1101/116301","10.1186/s12711-017-0369-3","NOR"
"10.1101/116319","10.1371/journal.pcbi.1005820","USA"
"10.1101/116335","10.1261/rna.060954.117","USA"
"10.1101/116418","10.3897/bdj.5.e12012","BRA"
"10.1101/116426","10.1088/1478-3975/aa6e5a","USA"
"10.1101/116509","10.1093/sysbio/syx061","GBR"
"10.1101/116517","10.1073/pnas.1616572114","DNK"
"10.1101/116517","10.1073/pnas.1616572114","NOR"
"10.1101/116541","10.1016/j.neuroimage.2017.08.034","GBR"
"10.1101/116566","10.1371/journal.pcbi.1005881","ESP"
"10.1101/116665","10.1186/s13613-017-0257-6","GBR"
"10.1101/116764","10.1021/acs.jcim.7b00225","CHN"
"10.1101/116780","10.1016/j.jtbi.2017.09.024","USA"
"10.1101/116798","10.1080/15384101.2017.1380131","SWE"
"10.1101/116822","10.1083/jcb.201709056","GBR"
"10.1101/116897","10.1111/nph.14553","GBR"
"10.1101/116939","10.1093/nar/gkx907","USA"
"10.1101/116954","10.1128/jb.00246-17","USA"
"10.1101/116962","10.1093/gigascience/gix047","GBR"
"10.1101/117044","10.1016/j.anbehav.2017.09.008","AUS"
"10.1101/117069","10.1186/s12864-017-4053-3","CHN"
"10.1101/117085","10.1073/pnas.1705689114","CHN"
"10.1101/117093","10.1371/journal.pcbi.1005724","CAN"
"10.1101/117101","10.1371/journal.pgen.1007104","IRL"
"10.1101/117101","10.1371/journal.pgen.1007104","USA"
"10.1101/117135","10.1016/j.neuropsychologia.2017.08.009","GBR"
"10.1101/117184","10.1093/nar/gkx795","USA"
"10.1101/117192","10.1111/evo.13271","AUS"
"10.1101/117325","10.1534/genetics.117.201913","USA"
"10.1101/117374","10.1186/s12864-017-3941-x","DEU"
"10.1101/117382","10.1126/science.aan6747","USA"
"10.1101/117390","10.1183/13993003.02265-2016","USA"
"10.1101/117408","10.1016/j.cortex.2017.07.018","GBR"
"10.1101/117424","10.1007/s10530-017-1542-x","USA"
"10.1101/117432","10.1016/j.neuroimage.2017.12.017","CHE"
"10.1101/117473","10.1214/17-aoas1029","FIN"
"10.1101/117515","10.1371/journal.pgen.1007087","USA"
"10.1101/117531","10.1093/bioinformatics/btx297","USA"
"10.1101/117564","10.1186/s13326-017-0159-4","GBR"
"10.1101/117572","10.1038/nmat5025","GBR"
"10.1101/117580","10.1073/pnas.1706371114","USA"
"10.1101/117622","10.1080/1747423x.2017.1331274","CAN"
"10.1101/117630","10.1002/cmdc.201700621","CHL"
"10.1101/117648","10.1093/gbe/evx223","CHN"
"10.1101/117663","10.1186/s12864-017-4252-y","CHN"
"10.1101/117705","10.1016/j.chom.2017.05.009","USA"
"10.1101/117762","10.1091/mbc.e17-03-0133","CHL"
"10.1101/117796","10.1038/s41398-017-0011-8","DNK"
"10.1101/117846","10.1534/genetics.116.198838","USA"
"10.1101/117887","10.1128/mbio.00968-17","GBR"
"10.1101/117895","10.1371/journal.pgen.1006985","ESP"
"10.1101/117903","10.1007/s11064-017-2364-z","CHN"
"10.1101/117929","10.1053/j.gastro.2017.11.017","CAN"
"10.1101/117937","10.1111/nph.14654","USA"
"10.1101/118026","10.1128/jcm.00169-17","JPN"
"10.1101/118059","10.1038/ismej.2017.142","SAU"
"10.1101/118067","10.1038/s41559-017-0430-1","GBR"
"10.1101/118125","10.1128/jb.00037-17","USA"
"10.1101/118133","10.1007/s00125-017-4426-9","HRV"
"10.1101/118141","10.1242/jeb.159459","CAN"
"10.1101/118307","10.1007/s10863-017-9704-1","USA"
"10.1101/118315","10.1242/dmm.029165","FIN"
"10.1101/118323","10.1101/gr.211649.116","KOR"
"10.1101/118372","10.1111/mec.14138","DNK"
"10.1101/118463","10.1103/physreve.95.042131","SRB"
"10.1101/118539","10.1007/s00251-017-1026-2","PRT"
"10.1101/118554","10.1038/ncb3565","USA"
"10.1101/118752","10.1093/nar/gkx604","AUT"
"10.1101/118778","10.1038/nbt.4048","USA"
"10.1101/118810","10.1038/s41588-017-0006-7","NLD"
"10.1101/118901","10.1002/pmic.201700401","PRT"
"10.1101/118950","10.1111/age.12575","CHN"
"10.1101/118968","10.1016/j.neuroimage.2017.05.063","USA"
"10.1101/118976","10.1186/s12916-017-0874-9","GBR"
"10.1101/119032","10.1098/rspb.2017.1127","SWE"
"10.1101/119073","10.1073/pnas.1705957114","CAN"
"10.1101/119115","10.1242/jcs.208520","GBR"
"10.1101/119131","10.1186/s12859-017-1758-x","CAN"
"10.1101/119156","10.1111/mec.14248","CHE"
"10.1101/119206","10.1186/s13059-017-1194-2","USA"
"10.1101/119339","10.15252/embr.201744334","DEU"
"10.1101/119420","10.1186/s12862-017-1024-x","USA"
"10.1101/119446","10.1002/ecy.1934","CHN"
"10.1101/119545","10.1093/bioinformatics/btx624","SAU"
"10.1101/119560","10.1111/jeb.13133","USA"
"10.1101/119578","10.1534/genetics.117.300288","USA"
"10.1101/119586","10.1016/j.jtbi.2017.04.024","USA"
"10.1101/119669","10.1073/pnas.1711203114","USA"
"10.1101/119693","10.1155/2017/2416254","KOR"
"10.1101/119701","10.1021/acs.analchem.7b03806","FRA"
"10.1101/119727","10.1093/jxb/erx261","USA"
"10.1101/119735","10.1093/gbe/evx162","FRA"
"10.1101/119743","10.1534/genetics.117.202580","USA"
"10.1101/119776","10.1242/dev.148684","USA"
"10.1101/119834","10.15252/msb.20177701","DEU"
"10.1101/119941","10.1186/s12864-017-3864-6","USA"
"10.1101/119974","10.1371/journal.pgen.1007065","USA"
"10.1101/120048","10.1111/tpj.13567","FRA"
"10.1101/120071","10.1186/s13068-017-0850-9","USA"
"10.1101/120097","10.1371/journal.pcbi.1005834","POL"
"10.1101/120105","10.1016/j.neuroimage.2017.09.048","DEU"
"10.1101/120147","10.1186/s12864-017-3886-0","CHN"
"10.1101/120154","10.1186/s12864-017-3878-0","USA"
"10.1101/120261","10.1093/bioinformatics/btx589","KOR"
"10.1101/120303","10.1105/tpc.17.00044","CHN"
"10.1101/120360","10.1111/jeb.13227","CAN"
"10.1101/120394","10.1101/gr.215103.116","DEU"
"10.1101/120428","10.1016/j.molp.2017.05.008","CHN"
"10.1101/120451","10.3389/fnhum.2017.00574","USA"
"10.1101/120451","10.3389/fnhum.2017.00574","DEU"
"10.1101/120469","10.1534/genetics.117.300207","USA"
"10.1101/120493","10.1016/j.pbi.2017.04.015","USA"
"10.1101/120527","10.1128/jb.00127-17","JPN"
"10.1101/120600","10.1093/bioinformatics/btx365","USA"
"10.1101/120642","10.1016/j.jsb.2017.10.004","FRA"
"10.1101/120659","10.18632/aging.101224","CHN"
"10.1101/120733","10.1016/j.jtbi.2017.08.011","USA"
"10.1101/120758","10.1093/gbe/evx138","USA"
"10.1101/120808","10.1534/genetics.117.199950","USA"
"10.1101/120865","10.1534/genetics.117.300327","GRC"
"10.1101/121103","10.1016/j.fm.2017.09.015","USA"
"10.1101/121145","10.1093/ije/dyx092","FIN"
"10.1101/121228","10.1073/pnas.1700818114","USA"
"10.1101/121343","10.1093/sysbio/syx068","CAN"
"10.1101/121376","10.1128/aem.01046-17","NOR"
"10.1101/121400","10.1083/jcb.201704061","GBR"
"10.1101/121418","10.1371/journal.pmed.1002405","USA"
"10.1101/121426","10.1186/s12864-017-4193-5","ITA"
"10.1101/121517","10.1016/j.ymben.2017.07.002","DNK"
"10.1101/121608","10.1111/mec.14273","ESP"
"10.1101/121608","10.1111/mec.14273","NLD"
"10.1101/121822","10.1371/journal.pgen.1006969","GBR"
"10.1101/121871","10.1073/pnas.1709228114","USA"
"10.1101/121905","10.1021/acssynbio.7b00171","JPN"
"10.1101/121939","10.1093/bioinformatics/btx615","CHN"
"10.1101/121962","10.1111/2041-210x.12854","USA"
"10.1101/121988","10.1088/2050-6120/aa8d96","DEU"
"10.1101/122010","10.1016/j.semcdb.2017.06.005","HKG"
"10.1101/122010","10.1016/j.semcdb.2017.06.005","CHN"
"10.1101/122036","10.1002/1878-0261.12077","USA"
"10.1101/122051","10.1002/1878-0261.12081","USA"
"10.1101/122077","10.1093/bioinformatics/btx626","USA"
"10.1101/122085","10.1098/rsob.170122","CHN"
"10.1101/122093","10.1093/jhered/esx070","USA"
"10.1101/122119","10.1111/pce.13044","ISR"
"10.1101/122143","10.1073/pnas.1710455114","DEU"
"10.1101/122168","10.1093/jxb/erx314","CHN"
"10.1101/122184","10.1038/s41477-017-0035-3","NLD"
"10.1101/122200","10.1093/infdis/jix368","USA"
"10.1101/122275","10.1038/nnano.2017.113","CHN"
"10.1101/122275","10.1038/nnano.2017.113","USA"
"10.1101/122317","10.1016/j.ejmech.2017.08.040","ITA"
"10.1101/122374","10.1016/j.cels.2017.06.013","USA"
"10.1101/122390","10.4049/jimmunol.1601522","CHE"
"10.1101/122390","10.4049/jimmunol.1601522","FRA"
"10.1101/122408","10.1186/s13059-017-1275-2","KOR"
"10.1101/122416","10.1093/cid/cix632","USA"
"10.1101/122416","10.1093/cid/cix632","GRC"
"10.1101/122457","10.1007/s11692-017-9428-5","MEX"
"10.1101/122457","10.1007/s11692-017-9428-5","VEN"
"10.1101/122465","10.1128/mbio.00559-17","ARG"
"10.1101/122499","10.1128/mbio.00996-17","USA"
"10.1101/122549","10.1186/s12920-017-0306-x","CHN"
"10.1101/122564","10.1093/hmg/ddx240","GBR"
"10.1101/122655","10.1021/acssynbio.7b00124","JPN"
"10.1101/122689","10.1371/journal.pcbi.1005578","USA"
"10.1101/122838","10.1093/bioinformatics/btx298","USA"
"10.1101/122853","10.1073/pnas.1618765114","CHN"
"10.1101/122853","10.1073/pnas.1618765114","USA"
"10.1101/122895","10.1371/journal.pgen.1006952","CAN"
"10.1101/122937","10.1186/s13059-017-1368-y","ITA"
"10.1101/122960","10.1242/dev.151548","USA"
"10.1101/123034","10.1016/j.ympev.2017.07.011","NZL"
"10.1101/123042","10.1091/mbc.e17-02-0112","USA"
"10.1101/123141","10.1159/000480335","CHN"
"10.1101/123182","10.1038/npp.2017.207","CAN"
"10.1101/123273","10.1038/s41559-017-0372-7","CHN"
"10.1101/123281","10.1088/1741-2552/aa8b27","ITA"
"10.1101/123414","10.1016/j.csbj.2017.07.005","ITA"
"10.1101/123547","10.1242/jcs.211680","GBR"
"10.1101/123554","10.3390/e19120639","CHL"
"10.1101/123588","10.1109/tvcg.2017.2744418","AUS"
"10.1101/123612","10.1038/nbt.4006","CHE"
"10.1101/123620","10.1186/s12916-017-0893-6","ESP"
"10.1101/123620","10.1186/s12916-017-0893-6","MOZ"
"10.1101/123661","10.3897/subtbiol.24.20985","IRN"
"10.1101/123687","10.1534/g3.117.040345","SAU"
"10.1101/123687","10.1534/g3.117.040345","USA"
"10.1101/123745","10.1242/jeb.160721","GBR"
"10.1101/123802","10.18632/oncotarget.23501","BEL"
"10.1101/123828","10.1016/j.pbb.2017.10.009","USA"
"10.1101/123844","10.1186/s12859-017-1817-3","CHN"
"10.1101/123869","10.1093/bioinformatics/btx583","USA"
"10.1101/123877","10.1093/bioinformatics/btx443","TWN"
"10.1101/123901","10.1093/gbe/evx175","USA"
"10.1101/123968","10.1111/mec.14461","GBR"
"10.1101/123968","10.1111/mec.14461","ESP"
"10.1101/123976","10.1001/jamapsychiatry.2017.3572","USA"
"10.1101/124032","10.1128/jvi.00276-17","USA"
"10.1101/124073","10.1093/nar/gkx875","CHN"
"10.1101/124115","10.1534/genetics.117.300142","CAN"
"10.1101/124123","10.1016/j.neuroimage.2017.09.059","USA"
"10.1101/124172","10.1002/ajmg.a.38476","USA"
"10.1101/124255","10.1074/jbc.m117.790097","NLD"
"10.1101/124263","10.1186/s13148-017-0418-3","USA"
"10.1101/124263","10.1186/s13148-017-0418-3","GBR"
"10.1101/124271","10.1021/acssynbio.7b00163","USA"
"10.1101/124420","10.1016/j.str.2017.11.020","USA"
"10.1101/124446","10.15252/msb.20167461","USA"
"10.1101/124610","10.1093/sysbio/syx068","CAN"
"10.1101/124644","10.1371/journal.pgen.1006951","DEU"
"10.1101/124677","10.1002/hipo.22799","USA"
"10.1101/124719","10.1186/s13326-017-0129-x","POL"
"10.1101/124784","10.3354/meps12196","CAN"
"10.1101/124834","10.1093/molbev/msx305","CYP"
"10.1101/124842","10.1016/j.jtbi.2017.04.006","USA"
"10.1101/124875","10.3389/fnhum.2017.00486","DEU"
"10.1101/124875","10.3389/fnhum.2017.00486","USA"
"10.1101/124982","10.1093/molbev/msx332","ZAF"
"10.1101/125013","10.1002/cbic.201700107","NLD"
"10.1101/125047","10.1083/jcb.201604048","USA"
"10.1101/125070","10.1364/boe.8.004729","USA"
"10.1101/125161","10.1016/j.neuroimage.2017.12.024","FIN"
"10.1101/125187","10.1016/j.jcf.2017.08.003","AUS"
"10.1101/125203","10.1186/s12864-017-4167-7","USA"
"10.1101/125252","10.1093/infdis/jix571","GBR"
"10.1101/125260","10.1002/hipo.22742","DEU"
"10.1101/125369","10.1128/jcm.01569-17","USA"
"10.1101/125435","10.1038/s41559-017-0396-z","USA"
"10.1101/125492","10.1093/hmg/ddx283","DEU"
"10.1101/125518","10.1016/j.vaccine.2017.11.036","CHN"
"10.1101/125567","10.1371/journal.pgen.1006867","USA"
"10.1101/125609","10.1038/nm.4447","CHN"
"10.1101/125609","10.1038/nm.4447","USA"
"10.1101/125617","10.1016/j.bbrc.2017.12.097","CHN"
"10.1101/125641","10.1084/jem.20161451","FRA"
"10.1101/125658","10.1093/bioinformatics/btx475","ITA"
