"PREPRINT_DOI","PREPRINT_TITLE","PREPRINT_POSTED_DATE"
"10.1101/209593","division rate, cell size and proteome allocation: impact on gene expression noise and implications for the dynamics of genetic circuits",2017-10-26
"10.1101/209221","mak and ccrk kinases regulate kinesin-2 motility in c. elegans neuronal cilia",2017-10-26
"10.1101/209684","unbiased association and expression studies identify novel genes for tooth development",2017-10-26
"10.1101/209650","the dead box rna helicase ddx39a is essential for myocyte and lens development in zebrafish",2017-10-26
"10.1101/209346","interrelationship of photoperiod and feed utilization on growth and reproductive performance in the red eyed orange molly (poecilia sphenops)",2017-10-26
"10.1101/209072","n-acetyl-2-aminofluorene (aaf) processing in adult rat hepatocytes in primary culture occurs by high-affinity low-velocity and low-affinity high-velocity aaf metabolite-forming systems",2017-10-26
"10.1101/209718","nanopore sequencing reveals high-resolution structural variation in the cancer genome",2017-10-26
"10.1101/209676","synthesizing signaling pathways from temporal phosphoproteomic data",2017-10-26
"10.1101/209254","the dynamics of preferential host switching: host phylogeny as a key predictor of parasite prevalence and distribution",2017-10-26
"10.1101/209528","structural robustness of mammalian transcription factor networks reveals plasticity across development",2017-10-26
"10.1101/208769","controlling septin filament flexibility and bundling",2017-10-26
"10.1101/209262","prolif: a quantitative assay for investigating integrin cytoplasmic protein interactions and synergistic membrane effects on proteoliposomes",2017-10-26
"10.1101/208348","the radiation of alopiine clausiliids in the sicilian channel (central mediterranean): phylogeny, patterns of morphological diversification and implications for taxonomy and conservation ofmuticariaandlampedusa",2017-10-26
"10.1101/209437","preovulatory oocyte aging in mice affects fertilization rate and embryonic genome activation",2017-10-26
"10.1101/209379","adaptive feature detection from differential processing in parallel retinal pathways",2017-10-26
"10.1101/209387","identification of cell states using super-enhancer rna",2017-10-26
"10.1101/209478","robust identification of deletions in exome and genome sequence data based on clustering of mendelian errors",2017-10-26
"10.1101/209148","sensory detection of aversive and appetitive stimuli by crf neurons",2017-10-27
"10.1101/209874","simultaneous crispr/cas9-mediated editing of cassavaeif4eisoformsncbp-1andncbp-2reduces cassava brown streak disease symptom severity and incidence",2017-10-27
"10.1101/208546","rapid high-resolution measurement of dna replication timing by droplet digital pcr",2017-10-27
"10.1101/209635","heritability of hierarchical structural brain network",2017-10-27
"10.1101/209841","a novel feature selection for rna-seq analysis",2017-10-27
"10.1101/209924","single molecule sequencing of cell-free dna from maternal plasma for noninvasive trisomy detection",2017-10-27
"10.1101/210161","lineage specific histories of mycobacterium tuberculosis dispersal in africa and eurasia",2017-10-27
"10.1101/209973","fossilized microbial forms in baltic and goan amber - a comparative pioneer study",2017-10-27
"10.1101/209619","beyond bilingualism: multilingual experience correlates with caudate volume",2017-10-27
"10.1101/208835","a modeling of a diphtheria epidemic in the refugees camps",2017-10-27
"10.1101/210351","accounting for apparent deviations between calorimetric and van't hoff enthalpies",2017-10-27
"10.1101/210435","comparative analysis of gene expression identifies distinct molecular signatures of bone marrow- and periosteal-skeletal stem/progenitor cells",2017-10-27
"10.1101/210237","dna lesions proximity modulates damage tolerance pathways in escherichia coli",2017-10-27
"10.1101/209809","molecular basis for the recognition of the human aauaaa polyadenylation signal",2017-10-27
"10.1101/207340","gene-expression profiling of single cells from archival tissue with laser-capture microdissection and smart-3seq",2017-10-27
"10.1101/209213","a novel domain assembly routine for creating full-length models of membrane proteins from known domain structures",2017-10-27
"10.1101/209734","micloud: a plug and play, on-premises bioinformatics cloud, providing seamless integration with illumina genome sequencers",2017-10-27
"10.1101/210401","effects of mrna degradation and site-specific transcriptional pausing on protein expression noise",2017-10-27
"10.1101/209890","hypoxia in the grape berry linked to mesocarp cell death: the role of seed respiration and lenticels on the berry pedicel",2017-10-27
"10.1101/210088","spatial sorting as the spatial analogue of natural selection",2017-10-27
"10.1101/210138","the self-organization of plant microtubules in three dimensions enables stable cortical localization and sensitivity to external cues",2017-10-27
"10.1101/208876","dengue modeling in rural cambodia: statistical performance versus epidemiological relevance",2017-10-27
"10.1101/208793","longitudinal analysis of particulate air pollutants and adolescent delinquent behavior in southern california",2017-10-27
"10.1101/209916","robustness encoded across essential and accessory replicons in an ecologically versatile bacterium",2017-10-27
"10.1101/210328","an evolutionary switch in the specificity of an endosomal corvet tether underlies formation of regulated secretory vesicles in the ciliatetetrahymena thermophila",2017-10-27
"10.1101/210146","restriction of dietary protein leads to conditioned protein preference and elevated palatability of protein-containing food in rats.",2017-10-27
"10.1101/208025","genotype fingerprints enable fast and private comparison of genetic testing results for research and direct-to-consumer applications",2017-10-27
"10.1101/209759","optical excitation and detection of neuronal activity",2017-10-27
"10.1101/210104","growth hormone transgenesis disrupts immune function in muscle of coho salmon (oncorhynchus kisutch) impacting cross-talk with growth systems",2017-10-27
"10.1101/210120","prediction and interpretation of deleterious coding variants in terms of protein structural stability",2017-10-27
"10.1101/210294","gut microbiota has a widespread and modifiable effect on host gene regulation",2017-10-27
"10.1101/210153","deep-rbppred: predicting rna binding proteins in the proteome scale based on deep learning",2017-10-27
"10.1101/210054","modeling the growth and decline of pathogen effective population size provides insight into epidemic dynamics and drivers of antimicrobial resistance",2017-10-27
"10.1101/210013","subsurface zircons with presumptive ""biogenic"" inclusions as potentially useful proxies for studying precambrian bygone biospheres in goa",2017-10-27
"10.1101/210021","evolution of cold acclimation in temperate grasses (pooideae)",2017-10-27
"10.1101/210252","the evolution of the temporal program of genome replication",2017-10-27
"10.1101/209452","the spectral fingerprint of sleep problems in post-traumatic stress disorder",2017-10-27
"10.1101/210112","probabilistic graphical models relate immune status with response to neoadjuvant chemo-therapy in breast cancer",2017-10-27
"10.1101/210302","large-scale phenome-wide association study of pcsk9 loss-of-function variants demonstrates protection against ischemic stroke",2017-10-27
"10.1101/210419","racipe: a computational tool for modeling gene regulatory circuits using randomization",2017-10-27
"10.1101/209726","multi-modal brain fingerprinting: a manifold approximation based framework",2017-10-27
"10.1101/209866","network supporting contextual fear learning after dorsal hippocampal damage has increased dependence on retrosplenial cortex",2017-10-27
"10.1101/210195","the relationship between spatial configuration and functional connectivity of brain regions",2017-10-27
"10.1101/210278","in vivo rna targeting of point mutations via suppressor trnas and adenosine deaminases",2017-10-27
"10.1101/210005","partial selfing eliminates inbreeding depression while maintaining genetic diversity",2017-10-27
"10.1101/210286","effects of force fields on the conformational and dynamic properties of amyloid ß(1-40) dimer explored by replica exchange molecular dynamics simulations",2017-10-27
"10.1101/210443","redundancy principle for optimal random search in biology",2017-10-27
"10.1101/210377","variation in context dependent foraging behavior across pollinators",2017-10-27
"10.1101/210336","computational tools for the identification and interpretation of sequence motifs in immunopeptidomes",2017-10-27
"10.1101/210369","prophylactic vaccination protects against the development of oxycodone self-administration",2017-10-27
"10.1101/210310","summarizing performance for genome scale measurement of mirna: reference samples and metrics",2017-10-27
"10.1101/209932","molecular insights into the pathways underlying naked mole-rat eusociality",2017-10-27
"10.1101/210039","assigning enzyme sequences to orphan and novel reactions using knowledge of substrate reactive sites",2017-10-27
"10.1101/209940","a first global phylogeny ofmaize chlorotic mottle virus",2017-10-27
"10.1101/210690","an empirical test of the temperature dependence of carrying capacity",2017-10-28
"10.1101/210468","quantifying the effects of single mutations on viral escape from broad and narrow antibodies to an h1 influenza hemagglutinin",2017-10-28
"10.1101/210476","bayesian confidence intervals for multiplexed proteomics integrate ion-statistics with peptide quantification concordance",2017-10-28
"10.1101/210666","accelerated epigenetic ageing in major depressive disorder",2017-10-28
"10.1101/210716","sharing genetic admixture and diversity of public biomedical datasets",2017-10-28
"10.1101/210492","combinatorial drug discovery in nanoliter droplets",2017-10-28
"10.1101/210583","machine-assisted cultivation and analysis of biofilms",2017-10-28
"10.1101/208199","the multivariate normal distribution framework for analyzing association studies",2017-10-28
"10.1101/210187","a conserved maternal-specific repressive domain in zelda revealed by cas9-mediated mutagenesis indrosophila melanogaster",2017-10-28
"10.1101/209908","neurodevelopmental disease genes implicated by de novo mutation and cnv morbidity",2017-10-28
"10.1101/210500","the association of externalizing and internalizing problems with indicators of intelligence in a sample of at-risk children",2017-10-28
"10.1101/209957","automated microfluidic cell culture of stem cell derived dopaminergic neurons in parkinson's disease",2017-10-28
"10.1101/210450","effects of spatial heterogeneity on transmission potential in vectorial-contact networks: a comparison of three aedes aegypti control strategies",2017-10-28
"10.1101/210229","genomic characterisation and conservation genetics of the indigenous irish kerry cattle breed",2017-10-28
"10.1101/210542","distinct stimulatory mechanisms regulate the catalytic activity of polycomb repressive complex 2 (prc2)",2017-10-28
"10.1101/210674","a double error dynamic asymptote model of associative learning",2017-10-28
"10.1101/210682","runibic: a bioconductor package for parallel row-based biclustering of gene expression data",2017-10-28
"10.1101/210641","rolling a mycobiome down a hill: endophytes in the taiwanese cloud forest",2017-10-28
"10.1101/210070","forest dormouse (dryomys nitedula) populations in southern italy belong to a deeply divergent evolutionary lineage",2017-10-28
"10.1101/210211","bursts of amino acid replacements in protein evolution",2017-10-28
"10.1101/209460","hydraulic constraints of reproduction do not explain sexual dimorphism in the genus leucadendron (proteaceae)",2017-10-28
"10.1101/209429","applications of community detection techniques to brain graphs: algorithmic considerations and implications for neural function",2017-10-28
"10.1101/211060","active deep learning reduces annotation burden in automatic cell segmentation",2017-10-29
"10.1101/210591","a state representation for reinforcement learning and decision-making in the orbitofrontal cortex",2017-10-29
"10.1101/210823","auxiliary atp binding sites power rapid unwinding by recbcd",2017-10-29
"10.1101/210799","development of migrating entheses involves replacement of progenitor populations",2017-10-29
"10.1101/210765","heritable plant phenotypes track light and herbivory levels at fine spatial scales",2017-10-29
"10.1101/206367","chromatin histone modifications and rigidity affect nuclear morphology independent of lamins",2017-10-29
"10.1101/209858","white matter alterations in parkinson's disease mapped using tractometry",2017-10-29
"10.1101/210898","a 20s proteasome receptor for degradation of intrinsically disordered proteins",2017-10-29
"10.1101/210724","analysis of allelic series with transcriptomic phenotypes",2017-10-29
"10.1101/210963","molecular identification of stone loaches of choman river system, tigris basin, based on the cytochrome b gene with an overview of the cobitoidea superfamily",2017-10-29
"10.1101/210732","sequence transfer learning for neural decoding",2017-10-29
"10.1101/210781","fibernet 2.0: an automatic neural network based tool for clustering white matter fibers in the brain",2017-10-29
"10.1101/209882","identification and prioritisation of causal variants in human genetic disorders from exome or whole genome sequencing data",2017-10-29
"10.1101/211045","forced-rupture of cell-adhesion complexes reveals abrupt switch between two brittle states",2017-10-29
"10.1101/211029","microglial elimination of dopamine d1 receptors defines sex-specific changes in nucleus accumbens development and social play behavior during adolescence",2017-10-29
"10.1101/210989","a microbial perspective on the life-history evolution of marine invertebrate larvae: if, where, and when to feed",2017-10-29
"10.1101/210757","targeted deletion of nmnat1 in mouse retina leads to early severe retinal dystrophy",2017-10-29
"10.1101/210930","single cell rna-seq and atac-seq indicate critical roles of isl1 and nkx2-5 for cardiac progenitor cell transition states and lineage settlement",2017-10-29
"10.1101/210997","contextual regression: an accurate and conveniently interpretable nonlinear model for mining discovery from scientific data",2017-10-29
"10.1101/210708","hijacking of multiple phospholipid biosynthetic pathways and induction of membrane biogenesis by a picornaviral 3cd protein",2017-10-29
"10.1101/210856","bioassay of derived components from venom of iranian medically important scorpions to identify the bradykinin potentiating factors",2017-10-29
"10.1101/210815","distinct ‘safe zones’ at the nuclear envelope ensure robust replication of heterochromatic chromosome regions",2017-10-29
"10.1101/210906","listeria monocytogenes virulence factors are secreted in biologically active extracellular vesicles",2017-10-29
"10.1101/210617","ift172 conditional knockout mice exhibit rapid retinal degeneration and protein trafficking defects",2017-10-29
"10.1101/211474","blue light is a universal tactic signal for escherichia coli",2017-10-30
"10.1101/211573","pharaoh ant colonies dynamically regulate colony demography by culling young queen and male-destined larvae",2017-10-30
"10.1101/211144","evidence for convergent evolution of host parasitic manipulation in response to environmental conditions",2017-10-30
"10.1101/211151","dark selection for jak/stat-inhibitor resistance in chronic myelomonocytic leukemia",2017-10-30
"10.1101/211128","unsupervised discovery of demixed, low-dimensional neural dynamics across multiple timescales through tensor components analysis",2017-10-30
"10.1101/211292","contribution of non-coding mutations to rpgrip1-mediated inherited retinal degeneration.",2017-10-30
"10.1101/210096","alkals are in vivo ligands for alk family receptor tyrosine kinases in the neural crest and derived cells.",2017-10-30
"10.1101/211334","the bio::phylo libraries for phylogenetic data analysis, version 2.0",2017-10-30
"10.1101/211482","whole-genome sequencing of nicotiana glauca",2017-10-30
"10.1101/211318","single-molecule tracking in live yersinia enterocolitica reveals distinct cytosolic complexes of injectisome subunits",2017-10-30
"10.1101/211581","a longitudinal model of human neuronal differentiation for functional investigation of schizophrenia polygenic risk",2017-10-30
"10.1101/211201","a high-resolution probabilistic in vivo atlas of human subcortical brain nuclei",2017-10-30
"10.1101/202192","functional reorganisation and recovery following cortical lesions: a study in macaque monkeys",2017-10-30
"10.1101/210880","reproducibility and repeatability of six high-throughput 16s rdna sequencing protocols for microbiota profiling",2017-10-30
"10.1101/211516","clostridium difficilealters the structure and metabolism of distinct cecal microbiomes during initial infection to promote sustained colonization",2017-10-30
"10.1101/211557","the effect of strong purifying selection on genetic diversity",2017-10-30
"10.1101/211086","functional segregation of the human basal forebrain using resting state neuroimaging",2017-10-30
"10.1101/211490","protective role of the vulture facial and gut microbiomes aid adaptation to scavenging",2017-10-30
"10.1101/211664","learning the structure of the world: the adaptive nature of state-space and action representations in multi-stage decision-making",2017-10-30
"10.1101/211532","quantitative proteomic analysis of auxin signaling during seedling development",2017-10-30
"10.1101/211383","targeting the untargetable: predicting pramlintide resistance using a neural network based cellular automata",2017-10-30
"10.1101/211599","inferno - inferring the molecular mechanisms of noncoding genetic variants",2017-10-30
"10.1101/211458","spatial theta cells in competitive burst synchronization networks: reference frames from phase codes",2017-10-30
"10.1101/211607","connexin 43 k63-polyubiquitination on lysines 264 and 303 regulates gap junction internalization",2017-10-30
"10.1101/211367","assessing and characterising the repertoire of constitutive promoter elements in soil metagenomic libraries in escherichia coli",2017-10-30
"10.1101/211102","antiferromagnetic switch in serum",2017-10-30
"10.1101/211524","interplay between folding and binding modulates protein sequences, structures, functions and regulation",2017-10-30
"10.1101/211300","oncogenic addiction to high 26s proteasome levels",2017-10-30
"10.1101/210609","cross talk between photo-pigments and graphene electron cloud - designing a biodiode",2017-10-30
"10.1101/211243","analysis of the genomic basis of functional diversity in dinoflagellates using a transcriptome-based sequence similarity network",2017-10-30
"10.1101/211698","codex2: full-spectrum copy number variation detection by high-throughput dna sequencing",2017-10-30
"10.1101/211425","behavioral and neural evidence of the rewarding value of exercise behaviors: a systematic review",2017-10-30
"10.1101/211441","mmp10 is required for post-translational methylation of arginine at the active site of methyl-coenzyme m reductase",2017-10-30
"10.1101/209692","whole genomes define concordance of matched primary, xenograft, and organoid models of pancreas cancer",2017-10-30
"10.1101/204073","genetic locus modulating iop",2017-10-31
"10.1101/212043","hdac11 is a fatty-acid deacylase",2017-10-31
"10.1101/212142","c24 sphingolipids play a surprising and central role in governing cholesterol and lateral organization of the live cell plasma membrane",2017-10-31
"10.1101/211672","phosphorylation of the synaptonemal complex protein syp-1 promotes meiotic chromosome segregation",2017-10-31
"10.1101/210534","pathogen population structure can explain hospital outbreaks",2017-10-31
"10.1101/212100","fluid mediated self-organization of ventilation in honeybee nests",2017-10-31
"10.1101/211821","equivalence of ld-score regression and individual-level-data methods",2017-10-31
"10.1101/211771","the role of chromosomal inversions in speciation",2017-10-31
"10.1101/212084","quantitative firing pattern phenotyping of hippocampal neuron types",2017-10-31
"10.1101/211912","local and global cdc42 gefs for fission yeast cell polarity are coordinated by microtubules and the tea1/tea4/pom1 axis",2017-10-31
"10.1101/211904","successful aggregation of tau protein labelled on its native cysteines",2017-10-31
"10.1101/211797","lessons from simple marine models on the bacterial regulation of eukaryotic development",2017-10-31
"10.1101/212191","hypermethylation of human dna: fine-tuning transcription associated with development",2017-10-31
"10.1101/211946","two-photon photoactivated voltage imaging in tissue with an archaerhodopsin-derived reporter",2017-10-31
"10.1101/209791","morphological changes of plasma membrane and protein assembly during clathrin-mediated endocytosis",2017-10-31
"10.1101/210575","the trauma severity model: an ensemble learning approach to risk prediction",2017-10-31
"10.1101/211987","exploiting delayed transitions to sustain semiarid ecosystems after catastrophic shifts",2017-10-31
"10.1101/207746","genomic features and evolution of the conditionally dispensable chromosome in the tangerine pathotype ofalternaria alternata",2017-10-31
"10.1101/211326","pollinator traits and competitive context shape dynamic foraging behavior in bee communities.",2017-10-31
"10.1101/211656","lamins organize the global three-dimensional genome from the nuclear periphery",2017-10-31
"10.1101/211706","hdac11 regulates type i interferon signaling through defatty-acylation of shmt2",2017-10-31
"10.1101/211227","acute physical exercise of moderate intensity improves memory consolidation in humans via bdnf and endocannabinoid signaling: supplemental information",2017-10-31
"10.1101/212118","universal scaling across biochemical networks on earth",2017-10-31
"10.1101/211862","a neuronal mechanism underlying decision-making deficits during hyperdopaminergic states",2017-10-31
"10.1101/211870","epigenetic regulators modulate muscle damage in duchenne muscular dystrophy model",2017-10-31
"10.1101/211854","high-resolution modeling of thermal thresholds and multiple environmental influences on coral bleaching for regional and local reef managements",2017-10-31
"10.1101/211375","neural systems of cognitive demand avoidance",2017-10-31
"10.1101/211235","trends and variation in prescribing of low-priority medicines identified by nhs england: a cross-sectional study and interactive data tool in english primary care",2017-10-31
"10.1101/211961","beyond the michaelis-menten equation: accurate and efficient estimation of enzyme kinetic parameters",2017-10-31
"10.1101/209361","ithanet: information and database community portal for haemoglobinopathies",2017-10-31
"10.1101/211037","carry-over effects of larval microclimate on the transmission potential of a mosquito-borne pathogen",2017-10-31
"10.1101/210179","incipient signs of genetic differentiation among african elephant populations in fragmenting miombo ecosystems in south-western tanzania",2017-10-31
"10.1101/211953","c11orf70 mutations causing primary ciliary dyskinesia disrupt a conserved step in the intraflagellar transport-dependent assembly of multiple axonemal dyneins",2017-10-31
"10.1101/191650","getfep: a general transfer free energy profile of transmembrane proteins",2017-10-31
"10.1101/211979","fungal chromatin mapping identifies basr, as the regulatory node of bacteria-induced fungal secondary metabolism",2017-10-31
"10.1101/212183","ligand-mediated biofilm formation via enhanced physical interaction between a diguanylate cyclase and its receptor",2017-10-31
"10.1101/212167","planar cell polarity: the prickle gene acts independently on both the ds/ft and the stan systems",2017-10-31
"10.1101/212001","the frailty index is associated with the need for care in an aging swedish population",2017-10-31
"10.1101/211417","gpseudorank: a permutation sampler for single cell orderings",2017-10-31
"10.1101/211359","wormachine: machine learning-based phenotypic analysis tool for worms",2017-10-31
"10.1101/212068","phylopath: easy phylogenetic path analysis in r.",2017-10-31
"10.1101/212035","myc activity is required for maintenance of the neuromesodermal progenitor signalling network and for correct timing of segmentation clock gene oscillations",2017-10-31
"10.1101/211755","protein moonlighting revealed by non-catalytic phenotypes of yeast enzymes",2017-10-31
"10.1101/194902","structure of the fission yeast actomyosin ring during constriction",2017-10-31
"10.1101/212159","representation of speech in noise in the aging midbrain and cortex: aging may dominate over hearing-loss",2017-10-31
"10.1101/211649","stable isotope informed genome-resolved metagenomics reveals that saccharibacteria utilize microbially processed plant derived carbon",2017-10-31
"10.1101/211763","comparison of the 3d-ir-btfe method and the conventional method in the head mri contrast",2017-10-31
"10.1101/211284","the amyloidogenicity of the influenza virus pb1-derived peptide sheds light on its antiviral activity",2017-10-31
"10.1101/211896","genetic and environmental determinants of stressful life events and their overlap with depression and neuroticism",2017-10-31
"10.1101/211268","uneven data quality and the earliest occupation of europe: the case of untermassfeld (germany)",2017-10-31
"10.1101/211714","a size-invariant bud-duration timer enables robustness in yeast cell size control",2017-10-31
"10.1101/211623","mechanical strain can increase segment number in live chick embryos",2017-10-31
"10.1101/212233","near-atomic cryo-em imaging of a small protein displayed on a designed scaffolding system",2017-11-01
"10.1101/212522","junction-based lamellipodia drive endothelial cell rearrangements in vivo via a ve-cadherin/f-actin based oscillatory ratchet mechanism",2017-11-01
"10.1101/212258","a note on measuring natural selection on principal component scores",2017-11-01
"10.1101/180588","germline loss ofmbd4predisposes to leukaemia due to a mutagenic cascade driven by 5mc",2017-11-01
"10.1101/212670","membrane curvature and the tol-pal complex determine polar localization of the chemoreceptor tar in e. coli",2017-11-01
"10.1101/212241","a simulation and comparison of dynamic functional connectivity methods",2017-11-01
"10.1101/212480","context of psychotropic drug delivery modulates its neurobehavioral effects: the case of methylphenidate",2017-11-01
"10.1101/212514","evaluation of protein-ligand docking methods on peptide-ligand complexes for docking small ligands to peptides",2017-11-01
"10.1101/212076","axons from the trigeminal ganglia are the earliest afferent projections to the mouse cerebellum",2017-11-01
"10.1101/212431","genetic variation across the human olfactory receptor repertoire alters odor perception",2017-11-01
"10.1101/212589","functional categories in macaque frontal eye field",2017-11-01
"10.1101/212662","potential clinical benefits of cbd-rich cannabis extracts over purified cbd in treatment-resistant epilepsy: observational data meta-analysis",2017-11-01
"10.1101/211839","histone deacetylase 11 is an e-n-myristoyllysine hydrolase",2017-11-01
"10.1101/212530","omgene: mutual improvement of gene models through optimisation of evolutionary conservation",2017-11-01
"10.1101/212134","impact of sequence variant detection and bacterial dna extraction methods on the measurement of microbial community composition in human stool",2017-11-01
"10.1101/212472","variation in traction forces during cell cycle progression",2017-11-01
"10.1101/212324","morphological constraints on cerebellar granule cell combinatorial diversity",2017-11-01
"10.1101/212274","intermittent ca2+ signals mediated by orai1 regulate basal t cell motility",2017-11-01
"10.1101/212811","post-catalytic spliceosome structure reveals mechanism of 3'-splice site selection",2017-11-01
"10.1101/212548","perturbed mitochondrial metabolism in islets from donors with type-2 diabetes",2017-11-01
"10.1101/211805","finding domain-general metacognitive mechanisms requires using appropriate tasks",2017-11-01
"10.1101/212712","widespread dynamic and pleiotropic expression of the melanocortin-1-receptor (mc1r) system is conserved across chick, mouse and human embryonic development",2017-11-01
"10.1101/212779","nearly neutral evolution across the drosophila melanogaster genome",2017-11-01
"10.1101/212902","gene network analysis identifies a central post-transcriptional regulator of cellular stress survival",2017-11-01
"10.1101/212407","natural selection interacts with the local recombination rate to shape the evolution of hybrid genomes",2017-11-01
"10.1101/212175","detection of cytosolic shigella flexneri via a c-terminal triple-arginine motif of gbp1 inhibits actin-based motility",2017-11-01
"10.1101/212563","prediction of epileptic seizures based on mean phase coherence",2017-11-01
"10.1101/212316","inferring the evolutionary reduction of corm lobation in isoëtes using bayesian model-averaged ancestral state reconstruction",2017-11-01
"10.1101/212837","the molecular basis for pompe disease revealed by the structure of human acid a-glucosidase",2017-11-01
"10.1101/212423","functional connectomics from data: probabilistic graphical models for neuronal network of c. elegans",2017-11-01
"10.1101/212688","evaluation of trpm8 and trpa1 participation in dental pulp sensitivity to cold stimulation",2017-11-01
"10.1101/212704","coordination between discrete mitotic arrest deficient 1 (mad1) domains is required for efficient mitotic checkpoint signaling",2017-11-01
"10.1101/212373","effects of mutating a-tubulin lysine 40 on sensory dendrite development",2017-11-01
"10.1101/212605","genomic locus modulating corneal thickness in the mouse identifies pou6f2 as a potential risk of developing glaucoma",2017-11-01
"10.1101/212597","subsoil arbuscular mycorrhizal fungal communities in arable soil differ from those in topsoil",2017-11-01
"10.1101/211920","development of real-time polymerase chain reaction assays allowing molecular detection of echinococcus felidis, echinococcus granulosus sensu stricto, and echinococcus canadensis in carnivore feces samples, animal and human hydatid cyst material from uganda and kenya",2017-11-01
"10.1101/212555","equality between the sexes in plants for costs of reproduction; evidence from the dioecious cape genus leucadendron (proteaceae)",2017-11-01
"10.1101/211250","proteome-wide analysis of phospho-regulated pdz domain interactions through phosphomimetic proteomic peptide phage display",2017-11-01
"10.1101/212860","an automated statistical technique for counting distinct multiple sclerosis lesions can recover aspects of lesion history and provide relevant disease information",2017-11-01
"10.1101/212886","tracing the ancestry of operons in bacteria: supplemental material",2017-11-01
"10.1101/211615","size-reduced embryos reveal a gradient scaling based mechanism for zebrafish somite formation",2017-11-01
"10.1101/212449","processive movement of actin by biased polymerization: a new paradigm of axonal transport",2017-11-01
"10.1101/212647","duplication and divergence of sox genes in spiders",2017-11-01
"10.1101/212621","neural mechanisms of speed-accuracy tradeoff of visual search: saccade vigor, targeting errors, superior colliculus and frontal eye field",2017-11-01
"10.1101/211730","avian thermoregulation in the heat: phylogenetic variation among avian orders in evaporative cooling capacity and heat tolerance",2017-11-01
"10.1101/212852","head-direction drift in rat pups is consistent with an angular path-integration process",2017-11-01
"10.1101/212720","prefrontal control of visual distraction",2017-11-01
"10.1101/212381","determining the genetic basis of anthracycline-cardiotoxicity by molecular response qtl mapping in induced cardiomyocytes",2017-11-01
"10.1101/212456","the fluid membrane determines mechanics of red blood cell extracellular vesicles and is softened in hereditary spherocytosis",2017-11-01
"10.1101/212654","enhanced jbrowse plugins for epigenomics data visualization",2017-11-01
"10.1101/212209","within-infection diversity of plasmodium falciparum antigens reflects host-mediated selection",2017-11-01
"10.1101/212464","remap: an online remote sensing application for land cover classification and monitoring",2017-11-01
"10.1101/212308","identification of tumor-reactive b cells and systemic igg in breast cancer based on clonal frequency in the sentinel lymph node",2017-11-01
"10.1101/212225","clingen cancer somatic working group: standardizing and democratizing access to cancer molecular diagnostic data to drive translational research",2017-11-01
"10.1101/212696","species and cell-type properties of classically defined human and rodent neurons and glia",2017-11-01
"10.1101/212613","the effect of offspring number on the adaptation speed of a polygenic trait",2017-11-01
"10.1101/212217","scalable bayesian inference for high-dimensional neural receptive fields",2017-11-01
"10.1101/212340","an essential post-developmental role for lis1 in mice",2017-11-01
"10.1101/212506","metacompass: reference-guided assembly of metagenomes",2017-11-01
"10.1101/212753","genomic loci modulating retinal ganglion cell death following elevated iop in the mouse",2017-11-01
"10.1101/212910","a noninvasive molecular clock for fetal development predicts gestational age and preterm delivery",2017-11-01
"10.1101/212571","early subset of cerebellar nuclei neurons derived from mesencephalon in mice",2017-11-01
"10.1101/212357","efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies",2017-11-01
"10.1101/211540","voltage-dependent inward currents in smooth muscle cells of skeletal muscle arterioles",2017-11-01
"10.1101/212639","cross-site comparison of ribosomal depletion kits for illumina rnaseq library construction",2017-11-01
"10.1101/208330","germline determinants of the somatic mutation landscape in 2,642 cancer genomes",2017-11-01
"10.1101/213231","modelling g×e with historical weather information improves genomic prediction in new environments",2017-11-02
"10.1101/212951","testing the efforts model of simultaneous interpreting: an erp study",2017-11-02
"10.1101/213462","single-cell sequencing reveals aß chain pairing shapes the t cell repertoire",2017-11-02
"10.1101/211631","associations between sexual habits, menstrual hygiene practices, demographics and the vaginal microbiome as revealed by bayesian network analysis",2017-11-02
"10.1101/213264","the c-terminal extension landscape of naturally presented hla-i ligands",2017-11-02
"10.1101/212985","no kissing in the nucleus: unbiased analysis reveals no evidence of trans chromosomal regulation of mammalian immune development",2017-11-02
"10.1101/213025","an efficient gene regulatory network inference algorithm for early drosophila melanogaster embryogenesis",2017-11-02
"10.1101/213306","ultra-sensitive mutation detection and genome-wide dna copy number reconstruction by error corrected circulating tumour dna sequencing",2017-11-02
"10.1101/213314","revisiting criteria for plant mirna annotation in the era of big data",2017-11-02
"10.1101/213355","evidence that loss of consciousness under anesthesia is not associated with impaired stimulus representation in auditory cortex",2017-11-02
"10.1101/213108","population receptive field tuning properties of visual cortex during childhood",2017-11-02
"10.1101/213066","dna methylation regulates transcriptional homeostasis of algal endosymbiosis in the coral modelaiptasia",2017-11-02
"10.1101/213298","model reduction permits turing instability analysis of arbitrary reaction-diffusion models",2017-11-02
"10.1101/213223","the improvement of tsp fertilizer production & quality",2017-11-02
"10.1101/213249","evidence that pv+ cells enhance temporal population codes but not stimulus-related timing in auditory cortex",2017-11-02
"10.1101/212944","the myc antagonist mnt autoregulates its expression and supports proliferation in max deficient cells",2017-11-02
"10.1101/213082","a genetically encoded ca2+indicator based on circularly permutated sea anemone red fluorescent protein",2017-11-02
"10.1101/213173","effects of the veterinary anthelmintic moxidectin on dung beetle survival and ecosystem functioning",2017-11-02
