"PREPRINT_DOI","ARTICLE_DOI","ARTICLE_CREATED_DATE","ARTICLE_TITLE","SOURCETITLE","PAGE_CNT","PUBTYPE","DOCTYPE","AUTHOR_CNT","TYPE"
"10.1101/093583","10.1534/g3.117.300415",2017-11-21,"Genome-wide mapping of decay factor-mRNA interactions in yeast identifies nutrient-responsive transcripts as targets of the deadenylase Ccr4","g3: genes, genomes, genetics",16,"J","ar",6,"Control"
"10.1101/093609","10.1111/jeb.13040",2017-01-05,"Aphid specialization on different summer hosts is associated with strong genetic differentiation and unequal symbiont communities despite a common mating habitat","journal of evolutionary biology",11,"J","ar",3,"Control"
"10.1101/093617","10.1007/s00285-017-1142-5",2017-06-01,"Wolbachia spreading dynamics in mosquitoes with imperfect maternal transmission","journal of mathematical biology",29,"J","ar",4,"Control"
"10.1101/093658","10.1534/genetics.117.300139",2017-08-12,"Rhythmic behavior is controlled by the SRm160 splicing factor in Drosophila melanogaster","genetics",15,"J","ar",7,"Control"
"10.1101/093682","10.1105/tpc.17.00366",2017-08-31,"Plant-specific histone deacetylases HDT1/2 regulate GIBBERELLIN 2-OXIDASE2 expression to control arabidopsis root meristem cell number","plant cell",14,"J","ar",9,"Control"
"10.1101/093708","10.1128/mbio.00590-17",2017-05-24,"Kisameet glacial clay: An unexpected source of bacterial diversity","mbio",NA,"J","ar",6,"Control"
"10.1101/093740","10.1016/j.pedobi.2017.12.003",2017-12-24,"Responses of soil biota to non-inversion tillage and organic amendments: An analysis on European multiyear field experiments","pedobiologia",11,"J","re",12,"Control"
"10.1101/093757","10.1002/ece3.2959",2017-04-26,"Concentration and retention of chlorophyll around the extrafloral nectary of Mallotus japonicus","ecology and evolution",5,"J","ar",2,"Control"
"10.1101/093799","10.1016/j.pnpbp.2017.01.009",2017-01-27,"Reduced muscle mass in middle-aged depressed patients is associated with male gender and chronicity","progress in neuro-psychopharmacology and biological psychiatry",7,"J","ar",8,"Control"
"10.1101/093856","10.1093/gbe/evx237",2017-11-18,"The Diversity of REcent and Ancient huMan (DREAM): A New Microarray for Genetic Anthropology and Genealogy, Forensics, and Personalized Medicine","genome biology and evolution",13,"J","ar",11,"Control"
"10.1101/093880","10.1016/j.stemcr.2017.05.009",2017-06-08,"Lineage Reprogramming of Astroglial Cells from Different Origins into Distinct Neuronal Subtypes","stem cell reports",15,"J","ar",7,"Control"
"10.1101/093898","10.1089/cmb.2017.0064",2017-09-11,"The Application of the Weighted k-Partite Graph Problem to the Multiple Alignment for Metabolic Pathways","journal of computational biology",17,"J","ar",3,"Control"
"10.1101/093914","10.1105/tpc.16.00947",2017-04-04,"Bound by fate: The role of reactive oxygen species in receptor-like kinase signaling","plant cell",17,"J","re",4,"Control"
"10.1101/093955","10.1111/jen.12394",2017-03-03,"Olfactory host-finding behaviour of Oulema melanopus (Coleoptera: Chrysomelidae) and its parasitoid, Tetrastichus julis (Hymenoptera: Eulophidae)","journal of applied entomology",11,"J","ar",4,"Control"
"10.1101/093989","10.1371/journal.pgen.1006961",2017-08-21,"Positional cloning of quantitative trait nucleotides for blood pressure and cardiac QT-interval by targeted CRISPR/Cas9 editing of a novel long non-coding RNA","plos genetics",NA,"J","ar",6,"Control"
"10.1101/094003","10.1093/bioinformatics/btx670",2017-10-18,"PROSPERous: High-throughput prediction of substrate cleavage sites for 90 proteases with improved accuracy","bioinformatics",4,"J","ar",9,"Control"
"10.1101/094045","10.1080/20013078.2017.1333883",2017-06-20,"High throughput nanoparticle tracking analysis for monitoring outer membrane vesicle production","journal of extracellular vesicles",NA,"J","ar",4,"Control"
"10.1101/094060","10.1105/tpc.17.00364",2017-06-03,"Arabidopsis WRKY46, WRKY54, and WRKY70 transcription factors are involved in brassinosteroid-regulated plant growth and drought responses","plant cell",15,"J","ar",10,"Control"
"10.1101/094094","10.3389/fmicb.2017.01996",2017-10-17,"Physicochemical factors influence the abundance and culturability of human enteric pathogens and fecal indicator organisms in estuarine water and sediment","frontiers in microbiology",NA,"J","ar",10,"Control"
"10.1101/094102","10.1016/j.cobeha.2016.06.006",2016-06-24,"The neuroscience of emotion regulation development: Implications for education","current opinion in behavioral sciences",7,"J","re",2,"Control"
"10.1101/094151","10.1093/bioinformatics/btx436",2017-07-04,"An accurate algorithm for the detection of DNA fragments from dilution pool sequencing experiments","bioinformatics",8,"J","ar",1,"Control"
"10.1101/094169","10.1128/mbio.00473-17",2017-06-07,"A 6-Nucleotide regulatory motif within the AbcR Small RNAs of Brucella abortus mediates host-pathogen interactions","mbio",NA,"J","ar",2,"Control"
"10.1101/094177","10.1186/s12859-017-1778-6",2017-08-18,"SG-ADVISER mtDNA: A web server for mitochondrial DNA annotation with data from 200 samples of a healthy aging cohort","bmc bioinformatics",NA,"J","ar",2,"Control"
"10.1101/094276","10.1016/j.ekir.2017.01.009",2017-02-02,"The Obesity Paradox in Kidney Disease: How to Reconcile It With Obesity Management","kidney international reports",11,"J","re",7,"Control"
"10.1101/094284","10.1093/bioinformatics/btx216",2017-04-14,"ClusPro PeptiDock: Efficient global docking of peptide recognition motifs using FFT","bioinformatics",3,"J","ar",7,"Control"
"10.1101/094359","10.1016/j.neuroimage.2017.07.050",2017-07-26,"AV-1451 PET imaging of tau pathology in preclinical Alzheimer disease: Defining a summary measure","neuroimage",8,"J","ar",12,"Control"
"10.1101/094375","10.1007/s00285-016-1085-2",2016-12-24,"Hybrid Markov chain models of S?I?R disease dynamics","journal of mathematical biology",21,"J","ar",3,"Control"
"10.1101/094417","10.1111/mec.14108",2017-03-19,"Animal tracking meets migration genomics: transcriptomic analysis of a partially migratory bird species","molecular ecology",13,"J","ar",7,"Control"
"10.1101/094433","10.1534/genetics.117.201715",2017-05-23,"Gene introgression in weeds depends on initial gene location in the crop: Brassica napus-Raphanus raphanistrum Model","genetics",12,"J","ar",18,"Control"
"10.1101/094490","10.1088/1741-2552/aa6c6f",2017-04-11,"Effective brain network analysis with resting-state EEG data: A comparison between heroin abstinent and non-addicted subjects","journal of neural engineering",NA,"J","ar",6,"Control"
"10.1101/094532","10.1093/bioinformatics/btx356",2017-05-31,"Integrative analysis of multiple genomic variables using a hierarchical Bayesian model","bioinformatics",8,"J","ar",3,"Control"
"10.1101/094540","10.1371/journal.pntd.0005760",2017-07-17,"Zika virus alters the microRNA expression profile and elicits an RNAi response in Aedes aegypti mosquitoes","plos neglected tropical diseases",NA,"J","ar",8,"Control"
"10.1101/094557","10.1016/j.ecss.2017.10.018",2017-10-28,"Mercury biomagnification through food webs along a salinity gradient down-estuary from a biological hotspot","estuarine, coastal and shelf science",10,"J","ar",5,"Control"
"10.1101/094615","10.1021/acs.jproteome.6b01050",2017-07-26,"Statistical Models for the Analysis of Isobaric Tags Multiplexed Quantitative Proteomics","journal of proteome research",13,"J","ar",12,"Control"
"10.1101/094623","10.1016/j.jsb.2017.02.002",2017-02-09,"The crystal structure of the Hsp90 co-chaperone Cpr7 from Saccharomyces cerevisiae","journal of structural biology",9,"J","ar",8,"Control"
"10.1101/094755","10.1158/0008-5472.can-16-3403",2017-04-04,"Behind the scenes: Endo/exocytosis in the acquisition of metastatic traits","cancer research",5,"J","re",2,"Control"
"10.1101/094763","10.1534/g3.116.037622",2017-02-01,"Genomic regions associated with tolerance to freezing stress and snow mold in winter wheat","g3: genes, genomes, genetics",6,"J","ar",7,"Control"
"10.1101/094789","10.1128/jcm.02319-16",2017-03-02,"Real-time electronic tracking of diarrheal episodes and laxative therapy enables verification of Clostridium difficile clinical testing criteria and reduction of Clostridium difficile infection rates","journal of clinical microbiology",9,"J","ar",13,"Control"
"10.1101/094797","10.1105/tpc.17.00073",2017-08-15,"ePlant: Visualizing and exploring multiple levels of data for hypothesis generation in plant biology","plant cell",16,"J","ar",15,"Control"
"10.1101/094847","10.1128/msphere.00030-17",2017-02-16,"Piericidin A1 blocks Yersinia Ysc type III secretion system needle assembly","msphere",NA,"J","ar",11,"Control"
"10.1101/094862","10.3390/jpm7020004",2017-05-30,"Development and initial assessment of a patient education video about pharmacogenetics","journal of personalized medicine",NA,"J","ar",4,"Control"
"10.1101/094888","10.1038/ng.3875",2017-05-29,"Genetic association study of exfoliation syndrome identifies a protective rare variant at LOXL1 and five new susceptibility loci","nature genetics",12,"J","ar",289,"Control"
"10.1101/094912","10.1534/g3.117.041632",2017-05-13,"RNAi-mediated reverse genetic screen identified Drosophila chaperones regulating eye and neuromuscular junction morphology","g3: genes, genomes, genetics",16,"J","ar",6,"Control"
"10.1101/094946","10.1038/ncb3597",2017-08-21,"Early loss of Crebbp confers malignant stem cell properties on lymphoid progenitors","nature cell biology",12,"J","ar",31,"Control"
"10.1101/094961","10.1021/acs.jproteome.6b01048",2017-05-23,"Comparative Proteomics Reveals Timely Transport into Cilia of Regulators or Effectors as a Mechanism Underlying Ciliary Disassembly","journal of proteome research",9,"J","ar",6,"Control"
"10.1101/095018","10.1038/s41559-017-0233-4",2017-07-06,"Sex-specific evolution during the diversification of live-bearing fishes","nature ecology and evolution",7,"J","ar",2,"Control"
"10.1101/095034","10.1016/j.jsb.2017.02.004",2017-02-23,"A direct-imaging cryo-EM study of shedding extracellular vesicles from leukemic monocytes","journal of structural biology",9,"J","ar",5,"Control"
"10.1101/095067","10.1186/s13024-017-0194-8",2017-07-06,"TRPA1 channels promote astrocytic Ca2+ hyperactivity and synaptic dysfunction mediated by oligomeric forms of amyloid-? peptide","molecular neurodegeneration",NA,"J","ar",6,"Control"
"10.1101/095133","10.1371/journal.pcbi.1005600",2017-06-12,"Rosetta:MSF: a modular framework for multi-state computational protein design","plos computational biology",NA,"J","ar",5,"Control"
"10.1101/095182","10.1101/gr.223313.117",2017-10-14,"Single-cell gene expression analysis reveals regulators of distinct cell subpopulations among developing human neurons","genome research",12,"J","ar",8,"Control"
"10.1101/095216","10.1016/j.biocon.2017.06.041",2017-07-01,"Survey precision moderates the relationship between population size and stability","biological conservation",6,"J","ar",1,"Control"
"10.1101/095232","10.1093/cid/cix446",2017-05-30,"A population-based assessment of the impact of 7-And 13-valent pneumococcal conjugate vaccines on macrolide-resistant invasive pneumococcal disease: Emergence and decline of streptococcus pneumoniae serotype 19A (CC320) With dual macrolide resistance mechanisms","clinical infectious diseases",9,"J","ar",7,"Control"
"10.1101/095265","10.1534/g3.117.043331",2017-07-11,"Functional profiling of transcription factor genes in Neurospora crassa","g3: genes, genomes, genetics",12,"J","ar",18,"Control"
"10.1101/095273","10.1007/s00442-017-3900-x",2017-07-26,"What determines the importance of a species for ecosystem processes? Insights from tropical ant assemblages","oecologia",15,"J","ar",2,"Control"
"10.1101/095281","10.1016/j.stemcr.2017.05.005",2017-06-02,"Long Noncoding RNA Moderates MicroRNA Activity to Maintain Self-Renewal in Embryonic Stem Cells","stem cell reports",14,"J","ar",5,"Control"
"10.1101/095372","10.1534/g3.117.043810",2017-06-21,"Simple expression domains are regulated by discrete CRMs during Drosophila oogenesis","g3: genes, genomes, genetics",14,"J","ar",6,"Control"
"10.1101/095380","10.1111/acel.12621",2017-06-09,"Reprogramming progeria fibroblasts re-establishes a normal epigenetic landscape","aging cell",18,"J","ar",19,"Control"
"10.1101/095398","10.1534/genetics.116.197533",2017-02-04,"X-chromosome control of genome-scale recombination rates in house mice","genetics",8,"J","ar",1,"Control"
"10.1101/095414","10.1016/j.dsr.2017.05.009",2017-05-25,"First description of a Lophelia pertusa reef complex in Atlantic Canada","deep-sea research part i: oceanographic research papers",10,"J","ar",4,"Control"
"10.1101/095448","10.1016/j.chembiol.2017.07.010",2017-08-10,"Aggregation and Its Influence on the Immunomodulatory Activity of Synthetic Innate Defense Regulator Peptides","cell chemical biology",9799032,"J","ar",5,"Control"
"10.1101/095471","10.1128/mbio.00889-17",2017-09-20,"A perfect storm: Increased colonization and failure of vaccination leads to severe secondary bacterial infection in influenza virus-infected obese mice","mbio",NA,"J","ar",11,"Control"
"10.1101/095497","10.1073/pnas.1620457114",2017-04-05,"Delivering strong 1H nuclear hyperpolarization levels and long magnetic lifetimes through signal amplification by reversible exchange","proceedings of the national academy of sciences of the united states of america",7,"J","ar",9,"Control"
"10.1101/095547","10.1093/molbev/msx104",2017-03-07,"Stepwise evolution of a buried inhibitor peptide over 45 My","molecular biology and evolution",12,"J","ar",10,"Control"
"10.1101/095554","10.1016/j.ydbio.2017.09.024",2017-09-22,"Autonomous and non-autonomous roles for ephrin-B in interneuron migration","developmental biology",15,"J","ar",10,"Control"
"10.1101/095570","10.3389/fnhum.2017.00422",2017-08-25,"White matter injury after intracerebral hemorrhage: Pathophysiology and therapeutic strategies","frontiers in human neuroscience",NA,"J","re",4,"Control"
"10.1101/095620","10.1016/j.neuroimage.2017.07.017",2017-07-13,"Proton and multinuclear magnetic resonance spectroscopy in the human brain at ultra-high field strength: A review","neuroimage",18,"J","ar",1,"Control"
"10.1101/095638","10.1093/bioinformatics/btx376",2017-06-10,"Probability Map Viewer: near real-time probability map generator of serial block electron microscopy collections","bioinformatics",3,"J","ar",7,"Control"
"10.1101/095646","10.1073/pnas.1613786114",2017-05-17,"Looplessness in networks is linked to trophic coherence","proceedings of the national academy of sciences of the united states of america",6,"J","ar",2,"Control"
"10.1101/095695","10.1091/mbc.e16-10-0717",2017-01-19,"Phospholipase Lpl1 links lipid droplet function with quality control protein degradation","molecular biology of the cell",10,"J","ar",4,"Control"
"10.1101/095778","10.1016/j.neuroimage.2017.06.030",2017-06-21,"Autoreject: Automated artifact rejection for MEG and EEG data","neuroimage",13,"J","ar",5,"Control"
"10.1101/095802","10.1016/j.cell.2017.04.012",2017-05-04,"Regulation of Cerebral Cortex Folding by Controlling Neuronal Migration via FLRT Adhesion Molecules","cell",6.35e+18,"J","ar",7,"Control"
"10.1101/095828","10.1371/journal.pcbi.1005474",2017-04-04,"Geospatial characteristics of measles transmission in China during 2005?2014","plos computational biology",NA,"J","ar",6,"Control"
"10.1101/095851","10.1098/rsif.2017.0320",2017-09-20,"A computational multiscale agent-based model for simulating spatio-temporal tumour immune response to PD1 and PDL1 inhibition","journal of the royal society interface",NA,"J","ar",7,"Control"
"10.1101/095877","10.1016/j.ympev.2017.08.013",2017-08-30,"Conserved genomic collinearity as a source of broadly applicable, fast evolving, markers to resolve species complexes: A case study using the lichen-forming genus Peltigera section Polydactylon","molecular phylogenetics and evolution",20,"J","ar",11,"Control"
"10.1101/095885","10.1371/journal.pcbi.1005438",2017-07-10,"Temporal specificity of the initial adaptive response in motor adaptation","plos computational biology",NA,"J","ar",3,"Control"
"10.1101/095893","10.1186/s12915-017-0412-4",2017-08-29,"Single-molecule sequencing and Hi-C-based proximity-guided assembly of amaranth (Amaranthus hypochondriacus) chromosomes provide insights into genome evolution","bmc biology",NA,"J","ar",6,"Control"
"10.1101/095919","10.1159/000470025",2017-04-12,"ADULT Phenotype and rs16864880 in the TP63 Gene: Two New Cases and Review of the Literature","molecular syndromology",5,"J","re",6,"Control"
"10.1101/095935","10.3389/fnhum.2017.00220",2017-05-10,"Plantar sole unweighting alters the sensory transmission to the cortical areas","frontiers in human neuroscience",NA,"J","ar",4,"Control"
"10.1101/095943","10.1038/s41588-017-0003-x",2017-12-01,"Dynamic epigenomic landscapes during early lineage specification in mouse embryos","nature genetics",10,"J","ar",16,"Control"
"10.1101/095976","10.1039/c7ib00029d",2017-05-11,"Inducible Bcl-2 gene RNA interference mediated by aptamer-integrated HDV ribozyme switch","integrative biology (united kingdom)",8,"J","ar",7,"Control"
"10.1101/096016","10.1073/pnas.1703105114",2017-07-03,"Role of the CBP catalytic core in intramolecular SUMOylation and control of histone H3 acetylation","proceedings of the national academy of sciences of the united states of america",8,"J","ar",6,"Control"
"10.1101/096024","10.1002/pd.5035",2017-03-14,"Cryopreserved human umbilical cord versus biocellulose film for prenatal spina bifida repair in a physiologic rat model","prenatal diagnosis",9,"J","ar",9,"Control"
"10.1101/096040","10.1002/hbm.23686",2017-06-13,"Whole-brain structural connectivity in dyskinetic cerebral palsy and its association with motor and cognitive function","human brain mapping",19,"J","ar",13,"Control"
"10.1101/096057","10.1186/s12864-017-3868-2",2017-06-23,"Comparative transcriptomic analysis of the evolution and development of flower size in Saltugilia (Polemoniaceae)","bmc genomics",NA,"J","ar",3,"Control"
"10.1101/096065","10.1111/mec.14192",2017-06-27,"Ambient temperature-mediated changes in hepatic gene expression of a mammalian herbivore (Neotoma lepida)","molecular ecology",17,"J","ar",3,"Control"
"10.1101/096206","10.1093/molbev/msx222",2017-08-24,"Spatiotemporal dynamics of genetic variation in the iberian lynx along its path to extinction reconstructed with ancient DNA","molecular biology and evolution",15,"J","ar",19,"Control"
"10.1101/096214","10.1111/add.14003",2017-08-14,"Associations of parental alcohol use disorders and parental separation with offspring initiation of alcohol, cigarette and cannabis use and sexual debut in high-risk families","addiction",10,"J","ar",15,"Control"
"10.1101/096222","10.1093/bioinformatics/btx297",2017-05-03,"SinCHet: A MATLAB toolbox for single cell heterogeneity analysis in cancer","bioinformatics",3,"J","ar",5,"Control"
"10.1101/096230","10.1016/j.cmet.2016.11.001",2016-12-01,"Applications and Limitations of Mouse Models for Understanding Human Atherosclerosis","cell metabolism",14,"J","re",8,"Control"
"10.1101/096263","10.1016/j.neubiorev.2017.04.011",2017-04-23,"The effect of active video games on cognitive functioning in clinical and non-clinical populations: A meta-analysis of randomized controlled trials","neuroscience and biobehavioral reviews",10,"J","re",5,"Control"
"10.1101/096321","10.1186/s12864-017-3807-2",2017-05-26,"Atp8 is in the ground pattern of flatworm mitochondrial genomes","bmc genomics",NA,"J","ar",3,"Control"
"10.1101/096347","10.1111/jpy.12578",2017-08-17,"Differential effects of changes in spectral irradiance on photoacclimation, primary productivity and growth in Rhodomonas salina (Cryptophyceae) and Skeletonema costatum (Bacillariophyceae) in simulated blackwater environments","journal of phycology",14,"J","ar",2,"Control"
"10.1101/096388","10.1038/nmeth.4340",2017-06-19,"RosettaES: A sampling strategy enabling automated interpretation of difficult cryo-EMmaps","nature methods",4,"J","ar",5,"Control"
"10.1101/096396","10.1093/molbev/msx135",2017-04-14,"Disulfide bonds enable accelerated protein evolution","molecular biology and evolution",5,"J","ar",2,"Control"
"10.1101/096412","10.1371/journal.pcbi.1005588",2017-06-09,"Mitochondrial respiration and ROS emission during ?-oxidation in the heart: An experimental-computational study","plos computational biology",NA,"J","ar",3,"Control"
"10.1101/096420","10.1073/pnas.1611855114",2017-05-02,"Effects of habitat disturbance on tropical forest biodiversity","proceedings of the national academy of sciences of the united states of america",6,"J","ar",1,"Control"
"10.1101/096438","10.1534/genetics.116.199323",2017-04-13,"Proteomics analysis identifies orthologs of human chitinase-like proteins as inducers of tube morphogenesis defects in Drosophila melanogaster","genetics",12,"J","ar",4,"Control"
"10.1101/096446","10.1093/cid/cix210",2017-03-07,"Dynamics of Ebola RNA persistence in semen: A report from the postebogui cohort in Guinea","clinical infectious diseases",3,"J","ar",14,"Control"
"10.1101/096479","10.1186/s12864-017-3798-z",2017-05-30,"Genome-wide network-based pathway analysis of CSF t-tau/A?1-42 ratio in the ADNI cohort","bmc genomics",NA,"J","ar",14,"Control"
"10.1101/096511","10.1534/genetics.116.193029",2017-01-01,"The role of the UNC-82 protein kinase in organizing myosin filaments in striated muscle of Caenorhabditis elegans","genetics",19,"J","ar",6,"Control"
"10.1101/096602","10.1016/j.jtbi.2017.06.011",2017-06-12,"Using the Ornstein?Uhlenbeck process to model the evolution of interacting populations","journal of theoretical biology",11,"J","ar",4,"Control"
"10.1101/096610","10.1016/j.psyneuen.2017.08.024",2017-08-26,"Interaction between FKBP5 gene and childhood trauma on psychosis, depression and anxiety symptoms in a non-clinical sample","psychoneuroendocrinology",10,"J","ar",9,"Control"
"10.1101/096636","10.1088/1751-8121/aa8e72",2017-09-22,"A 'problem of time' in the multiplicative scheme for the n-site hopper","journal of physics a: mathematical and theoretical",NA,"J","ar",4,"Control"
"10.1101/096644","10.1534/g3.117.040071",2017-03-19,"Modulating crossover frequency and interference for obligate crossovers in Saccharomyces cerevisiae meiosis","g3: genes, genomes, genetics",14,"J","ar",9,"Control"
"10.1101/096651","10.1007/s11120-017-0339-1",2017-02-08,"Acclimation of shade-tolerant and light-resistant Tradescantia species to growth light: chlorophyll a fluorescence, electron transport, and xanthophyll content","photosynthesis research",16,"J","ar",6,"Control"
"10.1101/096826","10.15252/embj.201796476",2017-07-18,"Sensing of viral and endogenous RNA by ZBP1/DAI induces necroptosis","embo journal",15,"J","ar",6,"Control"
"10.1101/096891","10.3389/fmicb.2017.01525",2017-08-11,"Control of virulence gene expression by the master regulator, CfaD, in the prototypical enterotoxigenic Escherichia coli strain, H10407","frontiers in microbiology",NA,"J","ar",9,"Control"
"10.1101/096917","10.1111/mec.14138",2017-04-08,"Deciphering conjugative plasmid permissiveness in wastewater microbiomes","molecular ecology",16,"J","ar",6,"Control"
"10.1101/096925","10.1021/acs.jproteome.7b00092",2017-04-18,"Evaluating the Characteristics of Reporter Ion Signal Acquired in the Orbitrap Analyzer for Isobaric Mass Tag Proteome Quantification Experiments","journal of proteome research",8,"J","ar",5,"Control"
"10.1101/096958","10.3389/fimmu.2017.00090",2017-03-14,"HGF secreted by activated kupffer cells induces apoptosis of Plasmodium-infected hepatocytes","frontiers in immunology",NA,"J","ar",5,"Control"
"10.1101/097006","10.1007/s10144-017-0584-3",2017-06-14,"Pairing strategy after today?s failure: unpaired termites synchronize mate search using photic cycles","population ecology",7,"J","ar",3,"Control"
"10.1101/097022","10.1038/nchembio.2448",2017-08-07,"Colibactin assembly line enzymes use S-adenosylmethionine to build a cyclopropane ring","nature chemical biology",3,"J","ar",7,"Control"
"10.1101/097055","10.1101/gr.212696.116",2017-04-19,"Identification of protein features encoded by alternative exons using Exon Ontology","genome research",11,"J","ar",16,"Control"
"10.1101/097089","10.1021/acs.jproteome.7b00350",2017-08-22,"Toward the Standardization of Mitochondrial Proteomics: The Italian Mitochondrial Human Proteome Project Initiative","journal of proteome research",11,"J","ar",33,"Control"
"10.1101/097113","10.1016/j.ymeth.2017.07.013",2017-07-19,"Analysis of RNA-protein interactions in vertebrate embryos using UV crosslinking approaches","methods",10,"J","ar",4,"Control"
"10.1101/097220","10.1534/g3.116.036517",2017-02-09,"The impact of open pollination on the structural evolutionary dynamics, meiotic behavior, and fertility of resynthesized allotetraploid Brassica napus L.","g3: genes, genomes, genetics",13,"J","ar",16,"Control"
"10.1101/097261","10.1002/jmor.20699",2017-05-08,"Cranial suture complexity in caviomorph rodents (Rodentia; Ctenohystrica)","journal of morphology",12,"J","ar",3,"Control"
"10.1101/097287","10.1016/j.neuroimage.2017.09.048",2017-09-23,"Callosal microstructure affects the timing of electrophysiological left-right differences","neuroimage",9,"J","ar",8,"Control"
"10.1101/097303","10.1371/journal.pgen.1006572",2017-01-20,"Mutations in the Non-Catalytic Subunit Dpb2 of DNA Polymerase Epsilon Affect the Nrm1 Branch of the DNA Replication Checkpoint","plos genetics",NA,"J","ar",5,"Control"
"10.1101/097311","10.1261/rna.059477.116",2017-03-22,"Functional dissection of NEAT1 using genome editing reveals substantial localization of the NEAT1-1 isoform outside paraspeckles","rna",10,"J","ar",4,"Control"
"10.1101/097345","10.1371/journal.pcbi.1005638",2017-07-07,"Inherent limitations of probabilistic models for protein-DNA binding specificity","plos computational biology",NA,"J","ar",2,"Control"
"10.1101/097394","10.1371/journal.pgen.1007043",2017-10-12,"Combinatorial action of Grainyhead, Extradenticle and Notch in regulating Hox mediated apoptosis in Drosophila larval CNS","plos genetics",NA,"J","ar",5,"Control"
"10.1101/097444","10.1021/acssynbio.7b00058",2017-04-25,"Repurposing a Two-Component System-Based Biosensor for the Killing of Vibrio cholerae","acs synthetic biology",13,"J","ar",5,"Control"
"10.1101/097477","10.1371/journal.pgen.1006743",2017-04-17,"Crucial role of estrogen for the mammalian female in regulating semen coagulation and liquefaction in vivo","plos genetics",NA,"J","ar",4,"Control"
"10.1101/097501","10.1371/journal.pgen.1006781",2017-05-05,"A new role for Rrm3 in repair of replication-born DNA breakage by sister chromatid recombination","plos genetics",NA,"J","ar",8,"Control"
"10.1101/097535","10.1002/ecs2.1842",2017-07-21,"Can subsets of species indicate overall patterns in biodiversity?","ecosphere",NA,"J","ar",4,"Control"
"10.1101/097568","10.1083/jcb.201511055",2017-01-05,"INPP5E regulates phosphoinositide-dependent cilia transition zone function","journal of cell biology",17,"J","ar",13,"Control"
"10.1101/097600","10.1073/pnas.1712706114",2017-10-31,"Electrical synapses mediate synergism between pheromone and food odors in Drosophila melanogaster","proceedings of the national academy of sciences of the united states of america",10,"J","ar",7,"Control"
"10.1101/097691","10.1016/j.neuroimage.2017.11.038",2017-11-23,"Effects of bilingualism on white matter integrity in older adults","neuroimage",8,"J","ar",6,"Control"
"10.1101/097725","10.1103/physreve.96.013101",2017-07-06,"Acoustic streaming in a microfluidic channel with a reflector: Case of a standing wave generated by two counterpropagating leaky surface waves","physical review e",NA,"J","ar",3,"Control"
"10.1101/097733","10.1111/mec.14090",2017-03-09,"Population transcriptomes reveal synergistic responses of DNA polymorphism and RNA expression to extreme environments on the Qinghai?Tibetan Plateau in a predatory bird","molecular ecology",18,"J","ar",14,"Control"
"10.1101/097774","10.1016/j.neuroimage.2017.09.003",2017-09-06,"Quantitative vascular neuroimaging of the rat brain using superparamagnetic nanoparticles: New insights on vascular organization and brain function","neuroimage",10,"J","ar",10,"Control"
"10.1101/097865","10.1007/s11075-017-0305-1",2017-03-09,"On the numerical treatment of the eigenparameter dependent boundary conditions","numerical algorithms",17,"J","ar",1,"Control"
"10.1101/097881","10.1093/bioinformatics/btx545",2017-08-31,"A graph regularized non-negative matrix factorization method for identifying microRNA-disease associations","bioinformatics",10,"J","ar",5,"Control"
"10.1101/097907","10.1103/physreve.96.033201",2017-09-18,"Fast electrons generated by quasistatic electric fields of a fs-laser-pulse-induced plasma","physical review e",NA,"J","ar",4,"Control"
"10.1101/097931","10.1534/g3.117.042598",2017-05-04,"Novel mutations in synaptic transmission genes suppress neuronal hyperexcitation in Caenorhabditis elegans","g3: genes, genomes, genetics",9,"J","ar",5,"Control"
"10.1101/097980","10.1371/journal.ppat.1006356",2017-05-22,"Antifungal Tc17 cells are durable and stable, persisting as long-lasting vaccine memory without plasticity towards IFN? cells","plos pathogens",NA,"J","ar",7,"Control"
"10.1101/097998","10.1128/msphere.00010-17",2017-03-30,"Basic scholarship in biosafety is critically needed to reduce risk of laboratory accidents","msphere",NA,"J","ar",2,"Control"
"10.1101/098046","10.1016/j.jtbi.2017.11.011",2017-12-02,"Voluntary vaccination dilemma with evolving psychological perceptions","journal of theoretical biology",11,"J","ar",3,"Control"
"10.1101/098061","10.1093/gigascience/gix043",2017-06-12,"Multi-locus and long amplicon sequencing approach to study microbial diversity at species level using the MinIONTM portable nanopore sequencer","gigascience",NA,"J","ar",2,"Control"
"10.1101/098079","10.1016/j.bpj.2017.03.038",2017-05-09,"Bistability and Nonmonotonic Induction of the lac Operon in the Natural Lactose Uptake System","biophysical journal",13,"J","ar",4,"Control"
"10.1101/098202","10.1128/msphere.00183-17",2017-05-25,"Toxoplasma gondii MAF1b binds the host cell MIB complex to mediate mitochondrial association","msphere",NA,"J","ar",6,"Control"
"10.1101/098228","10.1093/molbev/msx143",2017-04-20,"Rapid and Parallel Adaptive Evolution of the Visual System of Neotropical Midas Cichlid Fishes","molecular biology and evolution",17,"J","ar",8,"Control"
"10.1101/098301","10.1186/s12868-017-0343-6",2017-02-07,"Sleep/wake movement velocities, trajectories and micro-arousals during maturation in rats","bmc neuroscience",NA,"J","ar",3,"Control"
"10.1101/098327","10.1186/s12859-017-1689-6",2017-05-25,"AGeNNT: Annotation of enzyme families by means of refined neighborhood networks","bmc bioinformatics",NA,"J","ar",3,"Control"
