"PREPRINT_DOI","ARTICLE_DOI","GENDER"
"10.1101/051771","10.1038/ncomms13738","unknown"
"10.1101/051813","10.7717/peerj.2889","female"
"10.1101/051888","10.1038/s41598-017-00801-9","male"
"10.1101/052134","10.7717/peerj.2901","male"
"10.1101/052159","10.1098/rsos.160457","male"
"10.1101/052175","10.1038/srep38947","male"
"10.1101/052183","10.1038/s41598-017-07443-x","male"
"10.1101/052209","10.1038/nn.4380","male"
"10.1101/052241","10.7554/elife.14193","male"
"10.1101/052282","10.1038/srep40939","male"
"10.1101/052290","10.1371/journal.pone.0174023","male"
"10.1101/052415","10.1371/journal.pone.0156140","female"
"10.1101/052431","10.7554/elife.19809","female"
"10.1101/052498","10.1038/srep37455","female"
"10.1101/052563","10.12688/f1000research.8923.1","male"
"10.1101/052670","10.1038/nn.4362","male"
"10.1101/052696","10.1038/nature21039","male"
"10.1101/052720","10.1523/eneuro.0145-16.2016","female"
"10.1101/052985","10.1371/journal.pbio.1002522","male"
"10.1101/053116","10.1371/journal.pbio.2003250","male"
"10.1101/053413","10.1016/j.celrep.2016.05.079","male"
"10.1101/053512","10.1371/journal.pone.0167470","female"
"10.1101/053546","10.1038/srep36625","male"
"10.1101/053595","10.7554/elife.22784","male"
"10.1101/053603","10.1038/srep31582","male"
"10.1101/053629","10.1371/journal.pone.0175063","male"
"10.1101/053694","10.1371/journal.pone.0166832","male"
"10.1101/053769","10.7717/peerj.2707","female"
"10.1101/053967","10.1038/ncomms12719","male"
"10.1101/053983","10.7554/elife.20492","male"
"10.1101/054072","10.1038/srep33155","female"
"10.1101/054205","10.1371/journal.pone.0163294","male"
"10.1101/054221","10.1371/journal.pone.0161370","male"
"10.1101/054247","10.1016/j.neuron.2016.08.013","male"
"10.1101/054262","10.1038/nn.4509","male"
"10.1101/054288","10.1523/jneurosci.0168-17.2017","female"
"10.1101/054312","10.1016/j.neuron.2016.07.037","female"
"10.1101/054460","10.1016/j.celrep.2017.02.070","male"
"10.1101/054478","10.1038/srep45929","male"
"10.1101/054494","10.1038/srep42336","male"
"10.1101/054635","10.7717/peerj.3247","female"
"10.1101/054783","10.1038/ncomms14285","male"
"10.1101/054908","10.1371/journal.pone.0178518","male"
"10.1101/055053","10.1038/srep35976","male"
"10.1101/055087","10.12688/f1000research.8918.1","male"
"10.1101/055160","10.1038/nature22313","male"
"10.1101/055194","10.1038/nn.4426","female"
"10.1101/055210","10.7554/elife.14601","female"
"10.1101/055293","10.1371/journal.pone.0156800","female"
"10.1101/055483","10.1038/ncomms13760","unknown"
"10.1101/055566","10.1016/j.neuron.2016.07.031","male"
"10.1101/055590","10.1038/srep42967","female"
"10.1101/055848","10.1371/journal.pone.0159762","male"
"10.1101/055939","10.7554/elife.18207","male"
"10.1101/055947","10.7554/elife.16043","male"
"10.1101/056051","10.1111/brv.12308","female"
"10.1101/056093","10.1523/jneurosci.1393-17.2017","male"
"10.1101/056101","10.1016/j.celrep.2016.12.058","male"
"10.1101/056267","10.7554/elife.14810","female"
"10.1101/056275","10.1038/ncomms12639","male"
"10.1101/056515","10.1371/journal.pone.0189192","male"
"10.1101/056630","10.1523/jneurosci.2715-16.2017","male"
"10.1101/056655","10.1038/srep33736","female"
"10.1101/056788","10.1038/ncomms13881","male"
"10.1101/056796","10.1038/srep44482","male"
"10.1101/056853","10.1126/sciadv.1603262","male"
"10.1101/057273","10.1371/journal.pone.0159107","female"
"10.1101/057323","10.1038/s41598-017-09854-2","male"
"10.1101/057406","10.1523/eneuro.0191-16.2016","female"
"10.1101/057638","10.1038/ncomms13840","female"
"10.1101/057653","10.1038/srep33794","female"
"10.1101/057729","10.7554/elife.22177","female"
"10.1101/057786","10.1038/srep32823","male"
"10.1101/057828","10.1038/nn.4362","male"
"10.1101/058016","10.7554/elife.14810","female"
"10.1101/058024","10.1371/journal.pbio.2000465","male"
"10.1101/058032","10.1371/journal.pone.0171324","male"
"10.1101/058495","10.1038/nn.4517","male"
"10.1101/058537","10.1371/journal.pone.0178083","male"
"10.1101/058602","10.1038/ncomms13996","male"
"10.1101/058685","10.7554/elife.25392","male"
"10.1101/058982","10.1371/journal.pone.0165557","male"
"10.1101/059311","10.1038/nature18632","male"
"10.1101/059360","10.1038/s41598-017-13903-1","male"
"10.1101/059386","10.1371/journal.pone.0186954","female"
"10.1101/059410","10.1038/s41598-017-07447-7","male"
"10.1101/059436","10.1038/ncomms16083","male"
"10.1101/059444","10.1038/s41598-017-02854-2","male"
"10.1101/059568","10.1038/srep30850","male"
"10.1101/059626","10.1038/nprot.2017.012","male"
"10.1101/059717","10.7554/elife.21600","female"
"10.1101/059758","10.7554/elife.24910","male"
"10.1101/059790","10.1371/journal.pbio.1002585","male"
"10.1101/059840","10.1371/journal.pone.0183089","male"
"10.1101/059873","10.1038/s41467-017-01064-8","male"
"10.1101/059899","10.7554/elife.22474","female"
"10.1101/059964","10.1016/j.celrep.2016.09.039","male"
"10.1101/060046","10.1038/nature18647","male"
"10.1101/060111","10.1038/ncomms15234","male"
"10.1101/060145","10.1136/bmjopen-2017-016670","female"
"10.1101/060293","10.1038/srep36048","male"
"10.1101/060301","10.1038/srep46318","female"
"10.1101/060384","10.1371/journal.pone.0166709","female"
"10.1101/060582","10.1016/j.neuron.2016.08.019","female"
"10.1101/060590","10.1038/s41598-017-08956-1","male"
"10.1101/060608","10.1038/srep42857","male"
"10.1101/060681","10.1038/srep38424","male"
"10.1101/060822","10.1038/s41598-017-02416-6","male"
"10.1101/060855","10.1038/ncomms15554","male"
"10.1101/060970","10.1038/s41598-017-12239-0","male"
"10.1101/060996","10.1038/srep40432","male"
"10.1101/061002","10.1371/journal.pone.0162073","male"
"10.1101/061010","10.1371/journal.pone.0163191","male"
"10.1101/061135","10.1038/srep33521","male"
"10.1101/061234","10.1371/journal.pone.0176349","male"
"10.1101/061283","10.3389/fnins.2016.00418","male"
"10.1101/061309","10.1038/srep43780","unknown"
"10.1101/061325","10.1126/sciadv.1700344","male"
"10.1101/061358","10.1038/srep38968","male"
"10.1101/061671","10.1038/srep40878","male"
"10.1101/061705","10.1038/s41598-017-01243-z","male"
"10.1101/061739","10.7554/elife.26896","male"
"10.1101/061846","10.1038/srep42083","female"
"10.1101/061861","10.1038/srep39637","male"
"10.1101/061994","10.1038/srep32791","male"
"10.1101/062091","10.12688/f1000research.9271.1","male"
"10.1101/062190","10.1371/journal.pone.0168374","male"
"10.1101/062257","10.7554/elife.17977","male"
"10.1101/062471","10.1016/j.neuron.2017.04.010","male"
"10.1101/062661","10.1038/srep41133","male"
"10.1101/062711","10.1016/j.brainresbull.2016.07.014","male"
"10.1101/062745","10.1038/srep37951","male"
"10.1101/062919","10.1038/srep39898","female"
"10.1101/062935","10.7717/peerj.2982","male"
"10.1101/063040","10.1371/journal.pone.0174808","female"
"10.1101/063289","10.7554/elife.16220","unknown"
"10.1101/063305","10.1038/s41598-017-03700-1","male"
"10.1101/063313","10.1098/rsos.160616","male"
"10.1101/063396","10.1038/srep30794","male"
"10.1101/063404","10.1038/s41598-017-15619-8","male"
"10.1101/063487","10.1038/ncomms14458","male"
"10.1101/063701","10.1038/srep36662","male"
"10.1101/063719","10.1038/s41467-017-00748-5","male"
"10.1101/063776","10.1126/sciadv.1602498","male"
"10.1101/064105","10.1523/jneurosci.1492-16.2016","male"
"10.1101/064139","10.1371/journal.pone.0165403","male"
"10.1101/064345","10.1038/s41598-017-06795-8","male"
"10.1101/064444","10.1038/s41598-017-10541-5","male"
"10.1101/064519","10.7554/elife.19545","male"
"10.1101/064626","10.12688/f1000research.9417.1","male"
"10.1101/064741","10.7554/elife.25141","male"
"10.1101/064766","10.1242/bio.021576","male"
"10.1101/064808","10.1038/ncomms14418","male"
"10.1101/064832","10.7554/elife.19032","male"
"10.1101/064881","10.7554/elife.19991","male"
"10.1101/064949","10.7554/elife.19571","male"
"10.1101/065136","10.1038/s41598-017-13166-w","female"
"10.1101/065169","10.1038/srep43679","male"
"10.1101/065235","10.7554/elife.20750","male"
"10.1101/065243","10.7717/peerj-cs.100","male"
"10.1101/065284","10.1038/s41598-017-03695-9","male"
"10.1101/065292","10.1038/s41598-017-03554-7","male"
"10.1101/065391","10.1038/s41467-017-00684-4","male"
"10.1101/065441","10.1371/journal.pone.0166704","female"
"10.1101/065649","10.1126/sciadv.1600396","male"
"10.1101/065672","10.1038/s41467-017-01964-9","male"
"10.1101/065714","10.1038/srep38366","unknown"
"10.1101/065722","10.7554/elife.18009","male"
"10.1101/065730","10.1038/cti.2017.2","female"
"10.1101/065748","10.1038/cti.2017.2","female"
"10.1101/065805","10.1038/srep39883","male"
"10.1101/065862","10.1089/brain.2016.0471","male"
"10.1101/065912","10.1038/ncomms14290","male"
"10.1101/066027","10.1126/scitranslmed.aam9861","unknown"
"10.1101/066035","10.7554/elife.19535","male"
"10.1101/066084","10.1038/s41598-017-05696-0","male"
"10.1101/066134","10.1126/sciadv.1700933","male"
"10.1101/066142","10.1038/s41598-017-00331-4","male"
"10.1101/066175","10.1371/journal.pone.0161627","male"
"10.1101/066217","10.7554/elife.24901","male"
"10.1101/066258","10.7717/peerj.3059","female"
"10.1101/066373","10.7554/elife.22502","male"
"10.1101/066464","10.7554/elife.16748","male"
"10.1101/066498","10.1371/journal.pone.0167658","male"
"10.1101/066522","10.7554/elife.23152","male"
"10.1101/066597","10.1038/ncomms13563","female"
"10.1101/066639","10.1523/jneurosci.0534-17.2017","male"
"10.1101/066696","10.7717/peerj.3313","male"
"10.1101/066738","10.1038/ncomms15708","unknown"
"10.1101/066878","10.1038/ncomms13895","male"
"10.1101/066977","10.1038/srep32624","male"
"10.1101/067025","10.7554/elife.18990","male"
"10.1101/067066","10.1016/j.celrep.2016.11.044","female"
"10.1101/067116","10.3389/fnins.2016.00597","male"
"10.1101/067124","10.1038/srep40848","male"
"10.1101/067173","10.1371/journal.pbio.2001861","female"
"10.1101/067223","10.1242/bio.018648","female"
"10.1101/067371","10.1371/journal.pone.0167683","male"
"10.1101/067421","10.7554/elife.21374","female"
"10.1101/067496","10.1038/srep37704","male"
"10.1101/067538","10.1038/ncomms13124","male"
"10.1101/067579","10.1038/srep37199","male"
"10.1101/067850","10.1038/srep41733","male"
"10.1101/067868","10.1038/srep42652","female"
"10.1101/068106","10.1038/srep32894","male"
"10.1101/068114","10.1371/journal.pone.0168817","male"
"10.1101/068189","10.1038/s41467-017-00087-5","male"
"10.1101/068262","10.1038/ncomms14310","male"
"10.1101/068288","10.1038/s41467-017-01326-5","male"
"10.1101/068312","10.1038/nature20790","male"
"10.1101/068320","10.1038/s41598-017-05863-3","male"
"10.1101/068361","10.1371/journal.pone.0167073","male"
"10.1101/068387","10.7717/peerj.2898","male"
"10.1101/068635","10.1038/ncomms15233","male"
"10.1101/068692","10.7554/elife.25843","female"
"10.1101/069005","10.7554/elife.26646","male"
"10.1101/069013","10.7717/peerj.2726","female"
"10.1101/069278","10.1038/s41598-017-00881-7","female"
"10.1101/069336","10.1038/ncomms14818","male"
"10.1101/069427","10.1371/journal.pone.0167301","male"
"10.1101/069450","10.1016/j.celrep.2016.11.049","female"
"10.1101/069468","10.1371/journal.pone.0182742","male"
"10.1101/069484","10.7717/peerj.3529","male"
"10.1101/069567","10.7717/peerj.3075","male"
"10.1101/069781","10.1016/j.neulet.2016.11.035","female"
"10.1101/069880","10.1016/j.celrep.2016.12.066","male"
"10.1101/069930","10.1038/nprot.2016.160","male"
"10.1101/070102","10.1038/s41598-017-12069-0","male"
"10.1101/070193","10.1038/srep33436","male"
"10.1101/070243","10.1038/srep41917","male"
"10.1101/070375","10.7554/elife.19428","male"
"10.1101/070623","10.7554/elife.15983","female"
"10.1101/070755","10.1038/srep39519","female"
"10.1101/070789","10.1371/journal.pone.0176736","female"
"10.1101/070805","10.1038/ncomms13424","male"
"10.1101/070912","10.1038/s41598-017-06720-z","male"
"10.1101/071027","10.1371/journal.pone.0178200","male"
"10.1101/071076","10.7554/elife.21886","female"
"10.1101/071225","10.1371/journal.pone.0182061","female"
"10.1101/071316","10.1016/j.heliyon.2017.e00305","male"
"10.1101/071340","10.1038/s41598-017-02855-1","male"
"10.1101/071456","10.1038/srep39740","unknown"
"10.1101/071530","10.1371/journal.pbio.2000663","male"
"10.1101/071613","10.7554/elife.21301","male"
"10.1101/071654","10.1371/journal.pone.0170948","female"
"10.1101/071894","10.1038/s41467-017-01077-3","female"
"10.1101/071910","10.7554/elife.25232","male"
"10.1101/072231","10.1371/journal.pone.0177960","male"
"10.1101/072298","10.1371/journal.pone.0168818","male"
"10.1101/072413","10.7554/elife.22279","male"
"10.1101/072439","10.1371/journal.pone.0176198","male"
"10.1101/072512","10.7717/peerj.3139","unknown"
"10.1101/072538","10.1016/j.neulet.2017.05.002","male"
"10.1101/072579","10.1038/srep37456","male"
"10.1101/072587","10.1038/srep36730","female"
"10.1101/072702","10.7554/elife.18313.001","male"
"10.1101/072710","10.1038/s41598-017-08346-7","male"
"10.1101/072900","10.1371/journal.pone.0171920","male"
"10.1101/073049","10.7554/elife.21454","female"
"10.1101/073056","10.1038/s41467-017-00632-2","male"
"10.1101/073304","10.1038/srep42819","male"
"10.1101/073411","10.1038/ncomms15015","female"
"10.1101/073494","10.1038/s41598-017-10104-8","male"
"10.1101/073668","10.1371/journal.pone.0172276","female"
"10.1101/073718","10.1371/journal.pone.0169361","male"
"10.1101/073874","10.1371/journal.pone.0174470","female"
"10.1101/073908","10.7554/elife.19991","male"
"10.1101/073940","10.1523/eneuro.0052-17.2017","male"
"10.1101/073957","10.1038/nature24456","male"
"10.1101/074112","10.7717/peerj.3049","male"
"10.1101/074260","10.1038/srep37982","male"
"10.1101/074443","10.1038/nature24058","male"
"10.1101/074567","10.1038/s41467-017-00544-1","male"
"10.1101/074633","10.1098/rsos.160651","male"
"10.1101/074690","10.1038/srep44445","male"
"10.1101/074773","10.1038/ncomms13788","male"
"10.1101/074872","10.7554/elife.23858","male"
"10.1101/074898","10.1371/journal.pone.0173457","female"
"10.1101/075036","10.7554/elife.15797.001","male"
"10.1101/075077","10.1038/srep46269","male"
"10.1101/075101","10.1371/journal.pone.0176347","male"
"10.1101/075176","10.1038/s41598-017-00494-0","male"
"10.1101/075325","10.1038/ncomms15179","male"
"10.1101/075366","10.1038/srep45477","male"
"10.1101/075408","10.1038/srep42638","male"
"10.1101/075713","10.1126/sciadv.1700933","male"
"10.1101/075762","10.1038/s41467-017-00901-0","unknown"
"10.1101/075846","10.1038/s41598-017-00887-1","male"
"10.1101/076067","10.1038/s41598-017-09546-x","female"
"10.1101/076158","10.1038/nn.4580","male"
"10.1101/076174","10.1038/s41598-017-10345-7","male"
"10.1101/076216","10.1371/journal.pone.0162544","male"
"10.1101/076240","10.1523/jneurosci.1538-17.2017","male"
"10.1101/076257","10.1038/srep41553","male"
"10.1101/076315","10.1016/j.cub.2017.01.027","male"
"10.1101/076398","10.1016/j.ebiom.2016.11.007","male"
"10.1101/076430","10.1371/journal.pone.0172687","male"
"10.1101/076455","10.3389/fnins.2017.00439","unknown"
"10.1101/076463","10.1371/journal.pone.0177187","male"
"10.1101/076521","10.1371/journal.pone.0169753","male"
"10.1101/076554","10.1371/journal.pone.0177794","male"
"10.1101/076653","10.1016/j.celrep.2017.08.015","male"
"10.1101/076703","10.7554/elife.21052","male"
"10.1101/076919","10.1371/journal.pone.0170391","male"
"10.1101/076927","10.1371/journal.pone.0178246","male"
"10.1101/076935","10.1016/j.celrep.2017.01.020","male"
"10.1101/076992","10.1038/srep41312","female"
"10.1101/077065","10.1371/journal.pone.0177429","male"
"10.1101/077099","10.3389/fnins.2017.00697","male"
"10.1101/077305","10.1038/srep45509","male"
"10.1101/077354","10.7554/elife.21738","unknown"
"10.1101/077461","10.3389/fnins.2017.00511","male"
"10.1101/077537","10.1098/rsos.170033","male"
"10.1101/077552","10.1371/journal.pone.0180758","female"
"10.1101/077651","10.1038/s41598-017-17996-6","male"
"10.1101/077743","10.1038/srep42857","male"
"10.1101/077818","10.1371/journal.pbio.2001829","male"
"10.1101/077826","10.1038/ncomms13522","male"
"10.1101/077883","10.1371/journal.pone.0173238","female"
"10.1101/077891","10.1016/j.neuron.2017.07.025","female"
"10.1101/077966","10.7554/elife.23061","male"
"10.1101/078055","10.1016/j.cub.2017.09.049","male"
"10.1101/078097","10.1523/jneurosci.0367-17.2017","male"
"10.1101/078162","10.7554/elife.27991","male"
"10.1101/078170","10.7717/peerj.2938","female"
"10.1101/078527","10.1038/ncomms15102","male"
"10.1101/078592","10.1016/j.cub.2017.03.060","female"
"10.1101/078790","10.1038/srep42150","unknown"
"10.1101/078907","10.1371/journal.pone.0177185","female"
"10.1101/079004","10.1038/nature22989","male"
"10.1101/079038","10.1371/journal.pone.0174404","male"
"10.1101/079061","10.1371/journal.pone.0175945","female"
"10.1101/079095","10.1038/s41467-017-01091-5","male"
"10.1101/079137","10.7554/elife.26664","female"
"10.1101/079152","10.1038/ncomms15805","male"
"10.1101/079178","10.1371/journal.pone.0175583","male"
"10.1101/079202","10.3389/fnins.2017.00385","female"
"10.1101/079251","10.1371/journal.pone.0173249","female"
"10.1101/079327","10.1371/journal.pone.0178320","unknown"
"10.1101/079442","10.1038/s41598-017-05163-w","male"
"10.1101/079459","10.1038/s41598-017-14278-z","unknown"
"10.1101/079558","10.1038/srep36372","male"
"10.1101/079657","10.1038/s41598-017-04094-w","male"
"10.1101/079723","10.1098/rsos.170811","male"
"10.1101/079939","10.1038/ncomms15024","female"
"10.1101/080044","10.1038/srep46022","male"
"10.1101/080077","10.1038/s41598-017-10339-5","male"
"10.1101/080135","10.1038/s41467-017-01911-8","male"
"10.1101/080283","10.1038/srep43002","unknown"
"10.1101/080325","10.1038/srep45162","unknown"
"10.1101/080408","10.1016/j.celrep.2017.10.109","male"
"10.1101/080457","10.7717/peerj.3060","male"
"10.1101/080994","10.1523/eneuro.0385-16.2017","male"
"10.1101/081018","10.1016/j.neuron.2017.07.028","male"
"10.1101/081083","10.1016/j.cub.2016.11.056","male"
"10.1101/081109","10.1038/srep42797","unknown"
"10.1101/081166","10.1038/srep43223","male"
"10.1101/081331","10.1371/journal.pone.0171056","male"
"10.1101/081349","10.7554/elife.22177","female"
"10.1101/081364","10.1038/s41467-017-00374-1","male"
"10.1101/081398","10.1016/j.cub.2017.01.013","male"
"10.1101/081414","10.1186/s12917-017-0971-1","male"
"10.1101/081422","10.1016/j.cub.2017.03.004","male"
"10.1101/081471","10.1038/ncomms13796","female"
"10.1101/081513","10.1038/s41598-017-10426-7","male"
"10.1101/081687","10.1038/s41598-017-01866-2","female"
"10.1101/081737","10.1038/srep39241","male"
"10.1101/081745","10.1038/s41598-017-07149-0","male"
"10.1101/081752","10.1523/eneuro.0176-17.2017","male"
"10.1101/082032","10.1038/srep46157","female"
"10.1101/082156","10.7717/peerj.2458","male"
"10.1101/082438","10.1016/j.neuroscience.2017.11.042","male"
"10.1101/082602","10.7554/elife.25237","male"
"10.1101/082610","10.1111/ejn.13546","female"
"10.1101/082669","10.1523/jneurosci.0982-17.2017","female"
"10.1101/082693","10.1523/jneurosci.2509-16.2017","male"
"10.1101/082750","10.1038/ncomms15075","male"
"10.1101/082818","10.1038/s41598-017-02569-4","male"
"10.1101/082958","10.7554/elife.22058","male"
"10.1101/082990","10.1038/s41598-017-09973-w","male"
"10.1101/083006","10.1371/journal.pone.0169385","male"
"10.1101/083022","10.1523/jneurosci.1672-16.2017","male"
"10.1101/083030","10.1371/journal.pone.0174131","female"
"10.1101/083097","10.1371/journal.pbio.2002050","male"
"10.1101/083378","10.1242/bio.018945","male"
"10.1101/083402","10.1038/srep44877","female"
"10.1101/083444","10.1038/srep46068","male"
"10.1101/083493","10.7554/elife.25964.001","female"
"10.1101/083592","10.1371/journal.pone.0169015","male"
"10.1101/083626","10.7554/elife.29044","male"
"10.1101/083691","10.7554/elife.26851","male"
"10.1101/084038","10.1038/srep38648","female"
"10.1101/084137","10.1038/s41467-017-02024-y","male"
"10.1101/084210","10.1038/s41598-017-17768-2","male"
"10.1101/084327","10.1371/journal.pone.0175115","male"
"10.1101/084343","10.7554/elife.24570","male"
"10.1101/084442","10.1038/s41598-017-07539-4","male"
"10.1101/084459","10.7554/elife.25762","male"
"10.1101/084533","10.1371/journal.pone.0181551","female"
"10.1101/084590","10.1371/journal.pone.0187881","female"
"10.1101/084632","10.1038/s41598-017-03115-y","male"
"10.1101/084640","10.7717/peerj.3207","male"
"10.1101/084657","10.1371/journal.pone.0177099","male"
"10.1101/084731","10.1016/j.conb.2017.02.008","male"
"10.1101/084798","10.1038/s41598-017-02388-7","male"
"10.1101/084806","10.1038/539346a","unknown"
"10.1101/084889","10.1038/srep36879","female"
"10.1101/085027","10.1371/journal.pone.0175173","male"
"10.1101/085167","10.1038/s41598-017-01491-z","male"
"10.1101/085233","10.1038/srep37812","male"
"10.1101/085365","10.1038/s41598-017-01058-y","unknown"
"10.1101/085498","10.1371/journal.pone.0177983","male"
"10.1101/085597","10.1016/j.celrep.2017.07.074","male"
"10.1101/085605","10.1016/j.jneumeth.2017.08.007","male"
"10.1101/085688","10.1155/2016/3571810","male"
"10.1101/085720","10.1038/s41598-017-01239-9","male"
"10.1101/085969","10.1371/journal.pbio.2003769","male"
"10.1101/086066","10.1016/j.neulet.2017.02.010","female"
"10.1101/086074","10.1038/ncomms15606","female"
"10.1101/086108","10.1016/j.celrep.2017.09.089","male"
"10.1101/086199","10.1038/s41598-017-02233-x","male"
"10.1101/086330","10.1038/s41598-017-01257-7","male"
"10.1101/086363","10.7554/elife.31816","male"
"10.1101/086413","10.1038/s41598-017-08881-3","male"
"10.1101/086447","10.7554/elife.30191","male"
"10.1101/086496","10.1371/journal.pone.0189431","unknown"
"10.1101/086538","10.1371/journal.pbio.2000931","female"
"10.1101/086553","10.1038/srep45136","female"
"10.1101/086702","10.1016/j.cub.2017.03.008","male"
"10.1101/086793","10.1038/ncomms14575","female"
"10.1101/086819","10.1126/sciadv.1700315","female"
"10.1101/086892","10.1523/jneurosci.2496-16.2017","male"
"10.1101/086934","10.1016/j.cub.2017.09.013","male"
"10.1101/087130","10.1523/jneurosci.3408-16.2017","male"
"10.1101/087403","10.7554/elife.20349","male"
"10.1101/087460","10.1038/srep45654","male"
"10.1101/087551","10.1371/journal.pone.0183018","male"
"10.1101/087619","10.7554/elife.17915.001","male"
"10.1101/087668","10.7554/elife.27311","male"
"10.1101/087841","10.1038/ncomms15786","male"
"10.1101/087858","10.7554/elife.20143","male"
"10.1101/087890","10.1038/s41598-017-02786-x","male"
"10.1101/088252","10.7717/peerj.2992","male"
"10.1101/088427","10.1038/s41598-017-04849-5","male"
"10.1101/088443","10.1523/jneurosci.1125-17.2017","male"
"10.1101/088609","10.1098/rsos.160698","male"
"10.1101/088666","10.7717/peerj.3909","male"
"10.1101/088898","10.1038/s41598-017-01111-w","male"
"10.1101/088930","10.1038/s41598-017-14835-6","female"
"10.1101/088963","10.1016/j.neuron.2017.05.008","male"
"10.1101/089201","10.1038/s41467-017-00478-8","male"
"10.1101/089243","10.1371/journal.pone.0173121","female"
"10.1101/089284","10.1038/ncomms14639","male"
"10.1101/089581","10.7554/elife.22582","male"
"10.1101/089607","10.1038/srep46738","male"
"10.1101/089714","10.1371/journal.pone.0176221","male"
"10.1101/089771","10.7717/peerj.3707","male"
"10.1101/089854","10.7554/elife.29914","female"
"10.1101/090076","10.1038/s41598-017-06342-5","male"
"10.1101/090126","10.1038/srep46713","male"
"10.1101/090662","10.1523/eneuro.0341-16.2017","female"
"10.1101/090688","10.7554/elife.19893","female"
"10.1101/090928","10.1371/journal.pone.0174738","male"
"10.1101/090936","10.1371/journal.pone.0179239","male"
"10.1101/090977","10.1371/journal.pone.0183490","male"
"10.1101/091199","10.1242/bio.024679","male"
"10.1101/091256","10.7554/elife.24141","female"
"10.1101/091330","10.1038/s41467-017-00940-7","male"
"10.1101/091389","10.1021/acs.jpclett.7b00110","male"
"10.1101/091397","10.1371/journal.pone.0179976","male"
"10.1101/091405","10.1371/journal.pone.0177403","male"
"10.1101/091678","10.1371/journal.pone.0178603","male"
"10.1101/091710","10.1038/s41598-017-02909-4","male"
"10.1101/091793","10.1242/bio.026203","female"
"10.1101/091884","10.1038/s41598-017-07497-x","male"
"10.1101/091991","10.1038/s41598-017-10035-4","male"
"10.1101/092007","10.1371/journal.pone.0180936","female"
"10.1101/092023","10.1101/cshperspect.a026245","male"
"10.1101/092155","10.1038/s41598-017-00465-5","male"
"10.1101/092239","10.1371/journal.pone.0174953","male"
"10.1101/092379","10.1038/srep46311","male"
"10.1101/092403","10.7554/elife.22345","male"
"10.1101/092569","10.1016/j.neuron.2017.07.025","female"
"10.1101/092684","10.1016/j.cub.2017.05.006","male"
"10.1101/092726","10.1038/srep44055","female"
"10.1101/092767","10.1016/j.celrep.2017.08.027","male"
"10.1101/092817","10.12688/f1000research.11365.1","female"
"10.1101/092882","10.1038/s41467-017-01596-z","male"
"10.1101/092932","10.1038/s41598-017-05605-5","male"
"10.1101/092981","10.1523/jneurosci.0745-17.2017","male"
"10.1101/093096","10.7554/elife.23623.001","male"
"10.1101/093179","10.1038/ncomms15527","female"
"10.1101/093278","10.1038/s41598-017-00282-w","male"
"10.1101/093344","10.7717/peerj.3129","male"
"10.1101/093500","10.1523/jneurosci.0168-17.2017","female"
"10.1101/093633","10.1038/s41598-017-02820-y","female"
"10.1101/093716","10.1038/ncomms15589","male"
"10.1101/093781","10.1016/j.scib.2017.05.017","male"
"10.1101/093807","10.1038/s41598-017-18389-5","unknown"
"10.1101/093815","10.7554/elife.25224","male"
"10.1101/094128","10.1016/j.neuron.2017.06.019","male"
"10.1101/094185","10.1038/nature24288","male"
"10.1101/094391","10.1371/journal.pone.0179963","male"
"10.1101/094466","10.1038/nature22816","male"
"10.1101/094524","10.1038/nn.4581","male"
"10.1101/094649","10.7554/elife.21356.001","male"
"10.1101/094920","10.1371/journal.pone.0177271","male"
"10.1101/094987","10.7717/peerj.3775","male"
"10.1101/094995","10.1038/s41598-017-14590-8","female"
"10.1101/095042","10.1021/acs.jpclett.6b02615","male"
"10.1101/095224","10.12688/f1000research.9434.1","male"
"10.1101/095257","10.7717/peerj.3577","female"
"10.1101/095588","10.1523/jneurosci.3607-16.2017","female"
"10.1101/095703","10.3389/fpsyg.2017.00424","female"
"10.1101/095752","10.7554/elife.22474","female"
"10.1101/095844","10.3389/fnins.2017.00577","male"
"10.1101/095927","10.7554/elife.30766","female"
"10.1101/095950","10.1523/jneurosci.1790-17.2017","male"
"10.1101/096172","10.1371/journal.pone.0175649","male"
"10.1101/096198","10.1523/eneuro.0163-15.2017","male"
"10.1101/096289","10.1038/nature24487","male"
"10.1101/096578","10.1038/srep46188","male"
"10.1101/096594","10.1038/nn.4602","male"
"10.1101/096909","10.7554/elife.23493","female"
"10.1101/096990","10.1371/journal.pone.0174950","male"
"10.1101/097063","10.1038/s41598-017-01501-0","male"
"10.1101/097170","10.1038/nn.4654","female"
"10.1101/097188","10.7554/elife.24052","male"
"10.1101/097295","10.1038/s41598-017-10189-1","unknown"
"10.1101/097360","10.1039/c7sc04422d","male"
"10.1101/097493","10.7554/elife.28514","female"
"10.1101/097592","10.1371/journal.pone.0175635","male"
"10.1101/097659","10.7554/elife.28474","female"
"10.1101/097667","10.7717/peerj.3503","male"
"10.1101/097741","10.1038/s41467-017-02079-x","male"
"10.1101/097790","10.1038/s41598-017-03157-2","male"
"10.1101/097824","10.1523/jneurosci.0660-17.2017","male"
"10.1101/097915","10.1038/s41598-017-06764-1","unknown"
"10.1101/097923","10.1038/s41593-017-0014-z","male"
"10.1101/098038","10.3390/biology6040042","male"
"10.1101/098103","10.1038/s41598-017-02201-5","male"
"10.1101/098129","10.1038/ncomms14454","male"
