PREPRINT_DOI,ARTICLE_DOI,SOURCETITLE,ARTICLE_CREATED_DATE,AUTHOR_CNT,TYPE,FIRST_AUTHOR_AGE,LAST_AUTHOR_AGE,FIRST_AUTHOR_IS_FEMALE,LAST_AUTHOR_IS_FEMALE,FIRST_AUTHOR_IS_US,LAST_AUTHOR_IS_US,FIRST_AUTHOR_TOP100_INSTITUTE,LAST_AUTHOR_TOP100_INSTITUTE,IS_OA,IF
10.1101/163576,10.1534/g3.117.300347,"g3: genes, genomes, genetics",2017-11-18,15,Control,1,22,0,0,1,1,0,0,1,2.7
10.1101/163626,10.1186/s12864-017-4180-x,bmc genomics,2017-10-13,8,Control,1,12,0,0,0,0,0,0,1,3.82
10.1101/163634,10.1186/s12859-017-1810-x,bmc bioinformatics,2017-09-02,2,Control,0,9,1,0,0,0,0,0,1,2.26
10.1101/163733,10.1128/aac.01425-17,antimicrobial agents and chemotherapy,2017-10-10,8,Control,10,21,1,0,0,0,0,0,1,4.06
10.1101/163758,10.1016/j.neuroimage.2017.12.070,neuroimage,2017-12-22,4,Control,12,21,0,0,1,1,1,1,1,5.35
10.1101/163832,10.1534/g3.117.300393,"g3: genes, genomes, genetics",2017-11-21,4,Control,4,13,1,0,0,0,0,0,1,2.7
10.1101/163873,10.1111/nph.14952,new phytologist,2017-12-21,20,Control,4,5,0,1,0,0,0,0,1,7.44
10.1101/163915,10.1186/s12859-017-1815-5,bmc bioinformatics,2017-09-05,4,Control,3,21,1,1,0,0,0,0,1,2.26
10.1101/163964,10.3389/fgene.2017.00143,frontiers in genetics,2017-10-09,5,Control,4,21,1,1,0,0,0,0,1,3.98
10.1101/163972,10.1002/pro.3328,protein science,2017-10-20,6,Control,7,22,0,0,1,1,0,0,1,2.42
10.1101/164020,10.1016/j.devcel.2017.11.024,developmental cell,2017-12-28,9,Control,6,13,0,0,0,0,0,0,1,9.66
10.1101/164145,10.1099/mic.0.000574,microbiology (united kingdom),2017-11-14,6,Control,5,21,0,0,0,0,0,0,0,1.52
10.1101/164178,10.1007/s00018-017-2687-6,cellular and molecular life sciences,2017-10-25,5,Control,0,15,NA,0,0,0,0,0,0,6.76
10.1101/164236,10.3390/e19100558,entropy,2017-10-23,8,Control,21,2,0,0,0,0,0,0,1,2.55
10.1101/164327,10.1002/hbm.23932,human brain mapping,2017-12-20,4,Control,3,22,0,0,1,1,0,0,1,4.92
10.1101/164483,10.1186/s12859-017-1834-2,bmc bioinformatics,2017-09-18,5,Control,5,12,0,0,0,1,0,0,1,2.26
10.1101/164491,10.1371/journal.pntd.0005958,plos neglected tropical diseases,2017-10-04,6,Control,8,21,0,0,1,1,0,0,1,4.39
10.1101/164533,10.18632/oncotarget.21907,oncotarget,2017-10-20,8,Control,0,14,1,1,0,0,0,0,1,4.72
10.1101/164566,10.1080/20423489.2017.1408178,new journal of botany,2017-12-22,1,Control,21,21,NA,NA,0,0,0,0,0,0.31
10.1101/164590,10.1038/nmeth.4535,nature methods,2017-12-11,14,Control,2,17,1,0,0,0,0,0,0,20.8
10.1101/164657,10.1016/j.str.2017.10.008,structure,2017-11-16,4,Control,21,21,1,0,0,0,0,0,1,4.59
10.1101/164665,10.1111/1462-2920.14014,environmental microbiology,2017-12-01,6,Control,2,22,1,1,1,1,0,0,1,4.74
10.1101/164772,10.1186/s12711-017-0369-3,genetics selection evolution,2017-12-27,3,Control,21,16,0,NA,0,0,0,0,1,3.72
10.1101/164855,10.1093/bioinformatics/btx703,bioinformatics,2017-11-01,5,Control,0,22,0,0,1,1,0,0,1,5.88
10.1101/164996,10.1091/mbc.e17-02-0093,molecular biology of the cell,2017-08-10,10,Control,0,21,0,0,0,0,0,0,1,3.63
10.1101/165175,10.1186/s12864-017-4059-x,bmc genomics,2017-08-22,4,Control,0,12,0,1,0,0,0,0,1,3.82
10.1101/165258,10.1186/s12859-017-1765-y,bmc bioinformatics,2017-07-24,6,Control,4,21,0,0,0,0,0,0,1,2.26
10.1101/165282,10.1007/s00442-017-4019-9,oecologia,2017-12-02,2,Control,3,22,1,0,1,1,0,0,0,3.1
10.1101/165357,10.1371/journal.pcbi.1005824,plos computational biology,2017-11-21,5,Control,1,21,0,0,0,0,0,1,1,4.02
10.1101/165373,10.1007/s00401-017-1782-y,acta neuropathologica,2017-11-01,20,Control,12,21,1,0,0,0,0,0,0,15.55
10.1101/165381,10.1128/mbio.01456-17,mbio,2017-11-15,13,Control,0,4,1,0,1,1,0,0,1,6.66
10.1101/165415,10.1074/jbc.m117.806604,journal of biological chemistry,2017-11-13,6,Control,6,22,0,0,1,1,0,0,1,4.04
10.1101/165480,10.1111/nph.14831,new phytologist,2017-10-06,5,Control,6,17,0,1,0,0,0,0,0,7.44
10.1101/165563,10.1016/j.neuroimage.2017.10.036,neuroimage,2017-10-27,7,Control,4,22,1,0,0,0,0,0,1,5.35
10.1101/165589,10.1128/iai.00607-17,infection and immunity,2017-10-10,6,Control,5,0,0,1,0,0,1,1,1,3.29
10.1101/165654,10.3390/ijms18081799,international journal of molecular sciences,2017-08-21,7,Control,2,16,0,0,0,0,0,0,1,3.82
10.1101/165746,10.18632/oncotarget.23079,oncotarget,2017-12-09,10,Control,1,22,1,0,0,0,0,0,1,4.72
10.1101/165761,10.1167/17.12.14,journal of vision,2017-10-25,5,Control,8,21,0,1,0,0,1,1,1,1.77
10.1101/165878,10.1186/s12859-017-1809-3,bmc bioinformatics,2017-09-06,7,Control,9,19,0,0,0,0,0,0,1,2.26
10.1101/166041,10.1128/jvi.01094-17,journal of virology,2017-08-24,5,Control,2,17,0,0,0,0,0,0,1,4.37
10.1101/166058,10.1158/0008-5472.can-17-0686,cancer research,2017-10-07,17,Control,7,21,1,0,1,1,0,0,1,7.76
10.1101/166074,10.3389/fimmu.2017.01197,frontiers in immunology,2017-09-27,3,Control,0,21,0,0,1,1,0,0,1,5.3
10.1101/166231,10.1038/s41559-017-0348-7,nature ecology and evolution,2017-10-20,6,Control,3,14,1,0,0,0,1,1,1,NA
10.1101/166272,10.1074/jbc.ra117.000964,journal of biological chemistry,2017-12-19,2,Control,2,22,1,0,1,1,0,1,1,4.04
10.1101/166348,10.1186/s12859-017-1815-5,bmc bioinformatics,2017-09-05,4,Control,3,21,1,1,0,0,0,0,1,2.26
10.1101/166355,10.1534/g3.117.300537,"g3: genes, genomes, genetics",2017-12-27,1,Control,17,17,1,1,0,0,0,0,1,2.7
10.1101/166405,10.1002/acn3.449,annals of clinical and translational neurology,2017-09-08,8,Control,6,21,0,0,0,0,0,0,1,5.17
10.1101/166470,10.1242/jeb.167395,journal of experimental biology,2017-09-28,3,Control,0,21,1,0,0,0,1,0,1,3.25
10.1101/166595,10.15252/msb.20177840,molecular systems biology,2017-12-22,6,Control,2,21,1,0,0,0,0,0,1,7.82
10.1101/166637,10.1093/nar/gkx1213,nucleic acids research,2017-11-23,5,Control,2,22,0,0,1,1,0,0,1,11.4
10.1101/166694,10.3389/fpls.2017.01623,frontiers in plant science,2017-09-26,8,Control,0,13,1,0,0,0,0,0,1,3.96
10.1101/167163,10.1073/pnas.1620045114,proceedings of the national academy of sciences of the united states of america,2017-08-23,4,Control,2,21,0,0,0,1,0,1,1,9.69
10.1101/167270,10.3389/fphys.2017.01074,frontiers in physiology,2017-12-19,6,Control,0,5,0,0,0,0,0,0,1,3.25
10.1101/167767,10.1038/ng.3978,nature genetics,2017-10-30,67,Control,10,19,0,1,1,1,1,1,1,25.72
10.1101/167825,10.1016/j.jtbi.2017.08.007,journal of theoretical biology,2017-08-14,4,Control,6,11,1,0,0,0,0,0,0,1.95
10.1101/167890,10.1111/nph.14849,new phytologist,2017-10-19,19,Control,9,21,0,0,0,0,0,0,1,7.44
10.1101/167932,10.1105/tpc.17.00440,plant cell,2017-12-05,12,Control,11,18,0,1,0,0,0,0,1,7.92
10.1101/167999,10.4049/jimmunol.1701087,journal of immunology,2017-11-20,13,Control,5,22,1,0,1,1,0,0,1,4.49
10.1101/168021,10.1186/s40462-017-0111-3,movement ecology,2017-09-21,6,Control,4,0,1,1,0,0,0,0,1,3.48
10.1101/168039,10.1039/c7ib00116a,integrative biology (united kingdom),2017-11-22,3,Control,2,21,NA,NA,1,1,0,0,0,3.05
10.1101/168047,10.1016/j.jtbi.2017.11.014,journal of theoretical biology,2017-12-02,3,Control,5,15,NA,NA,0,0,0,0,1,1.95
10.1101/168310,10.1111/evo.13415,evolution,2017-12-27,2,Control,0,22,0,0,1,1,0,0,0,3.89
10.1101/168369,10.1016/j.chembiol.2017.11.009,cell chemical biology,2017-12-21,26,Control,11,19,1,0,0,0,0,0,1,5.44
10.1101/168385,10.1007/s10827-017-0672-6,journal of computational neuroscience,2017-11-16,6,Control,1,12,1,1,1,1,1,1,1,1.7
10.1101/168484,10.1128/jvi.01239-17,journal of virology,2017-11-01,4,Control,13,15,0,0,0,0,0,0,1,4.37
10.1101/168518,10.15252/embr.201744570,embo reports,2017-07-26,1,Control,9,9,0,0,0,0,0,0,1,6.57
10.1101/168807,10.1242/dev.146522,development (cambridge),2017-10-17,4,Control,9,14,0,0,0,0,0,0,1,5.46
10.1101/168823,10.1158/0008-5472.can-16-2597,cancer research,2017-07-08,14,Control,0,11,0,0,0,0,0,0,1,7.76
10.1101/168898,10.1371/journal.pcbi.1005847,plos computational biology,2017-11-07,2,Control,6,19,0,0,0,0,0,0,1,4.02
10.1101/168906,10.1038/s41588-017-0012-9,nature genetics,2017-12-15,29,Control,10,22,0,0,1,1,0,0,1,25.72
10.1101/168914,10.1186/s13321-017-0230-2,journal of cheminformatics,2017-08-03,5,Control,1,20,0,0,0,0,0,0,1,3.69
10.1101/169003,10.1016/j.neuroimage.2017.11.004,neuroimage,2017-12-07,4,Control,7,21,0,0,0,0,1,0,0,5.35
10.1101/169151,10.1038/s41562-017-0129,nature human behaviour,2017-07-14,2,Control,8,17,1,0,1,1,1,1,1,NA
10.1101/169169,10.1038/s41477-017-0021-9,nature plants,2017-09-29,5,Control,7,10,1,0,0,1,0,0,0,9.99
10.1101/169177,10.1093/bioinformatics/btx713,bioinformatics,2017-11-01,3,Control,0,1,0,0,0,0,0,0,1,5.88
10.1101/169185,10.1042/bcj20170527,biochemical journal,2017-09-30,8,Control,11,20,0,0,0,0,1,1,1,3.81
10.1101/169433,10.1128/jvi.00923-17,journal of virology,2017-08-10,26,Control,8,21,0,0,1,1,1,1,1,4.37
10.1101/169474,10.1534/genetics.117.300457,genetics,2017-11-08,3,Control,16,22,1,0,1,1,0,0,1,3.85
10.1101/169482,10.1186/s13068-017-0950-6,biotechnology for biofuels,2017-11-09,3,Control,0,18,0,0,0,0,0,0,1,5.62
10.1101/169508,10.1371/journal.pgen.1007128,plos genetics,2017-12-15,11,Control,6,21,0,0,1,1,0,0,1,5.31
10.1101/169680,10.1093/neuonc/nox179,neuro-oncology,2017-09-13,1,Control,19,19,0,0,1,1,0,0,1,7.63
10.1101/169748,10.1186/s12864-017-4341-y,bmc genomics,2017-12-29,5,Control,3,3,0,0,0,0,0,0,1,3.82
10.1101/169755,10.1186/s13058-017-0912-8,breast cancer research,2017-11-16,10,Control,21,17,0,1,1,1,0,0,1,6.05
10.1101/169813,10.1093/infdis/jix610,journal of infectious diseases,2017-11-22,16,Control,8,15,1,1,1,1,0,0,1,4.95
10.1101/169912,10.1371/journal.pgen.1007088,plos genetics,2017-11-01,3,Control,7,21,0,1,1,1,0,0,1,5.31
10.1101/169938,10.1080/23299460.2017.1365232,journal of responsible innovation,2017-12-19,8,Control,0,22,1,0,1,1,0,0,1,1.77
10.1101/169953,10.1073/pnas.1712155114,proceedings of the national academy of sciences of the united states of america,2017-08-22,4,Control,0,21,0,0,0,0,0,0,1,9.69
10.1101/170027,10.1371/journal.pcbi.1005793,plos computational biology,2017-11-30,4,Control,0,21,0,0,1,1,0,0,1,4.02
10.1101/170043,10.1242/dev.155978,development (cambridge),2017-11-21,4,Control,6,0,1,1,1,1,0,0,1,5.46
10.1101/170175,10.1091/mbc.e17-01-0031,molecular biology of the cell,2017-12-27,7,Control,2,22,0,0,1,1,0,0,1,3.63
10.1101/170258,10.1016/j.agrformet.2017.11.019,agricultural and forest meteorology,2017-11-28,9,Control,1,22,0,0,0,0,0,0,0,4.27
10.1101/170282,10.1016/j.jconrel.2017.10.023,journal of controlled release,2017-10-16,11,Control,6,21,0,0,1,1,1,1,0,7.89
10.1101/170340,10.1016/j.bbagen.2017.08.001,biochimica et biophysica acta - general subjects,2017-08-02,10,Control,1,20,1,1,0,0,0,0,0,3.79
10.1101/170746,10.1016/j.virol.2017.10.011,virology,2017-10-23,5,Control,4,22,0,0,1,1,0,0,1,3.46
10.1101/170795,10.1128/mcb.00216-17,molecular and cellular biology,2017-08-01,5,Control,5,21,1,0,0,0,0,0,1,3.72
10.1101/170910,10.1021/acssynbio.7b00318,acs synthetic biology,2017-10-31,6,Control,7,7,1,0,0,0,0,0,0,5.46
10.1101/170977,10.1242/dev.154807,development (cambridge),2017-12-15,3,Control,4,0,0,1,0,0,0,0,1,5.46
10.1101/171108,10.3389/fgene.2017.00145,frontiers in genetics,2017-10-24,4,Control,2,20,0,0,1,1,0,0,1,3.98
10.1101/171280,10.1074/jbc.m117.806307,journal of biological chemistry,2017-10-19,6,Control,2,16,0,0,0,0,0,0,1,4.04
10.1101/171298,10.1002/minf.201700080,molecular informatics,2017-09-06,4,Control,0,14,1,1,0,0,0,0,0,2.02
10.1101/171488,10.1016/j.nbd.2017.10.015,neurobiology of disease,2017-10-28,5,Control,8,21,1,0,0,0,0,0,1,5.26
10.1101/171611,10.1111/1755-0998.12728,molecular ecology resources,2017-10-23,15,Control,5,18,1,0,0,0,0,0,1,6.84
10.1101/171736,10.1016/j.phrs.2017.12.025,pharmacological research,2017-12-26,5,Control,2,16,0,0,0,0,0,0,0,5.1
10.1101/171769,10.1186/s13227-017-0079-5,evodevo,2017-10-25,2,Control,21,18,0,1,1,1,1,1,1,3.32
10.1101/171934,10.1038/ismej.2017.195,isme journal,2017-11-24,2,Control,10,22,0,0,1,1,0,1,1,9.39
10.1101/171975,10.1534/g3.117.300317,"g3: genes, genomes, genetics",2017-09-30,4,Control,11,16,0,1,1,1,0,0,1,2.7
10.1101/172122,10.1016/j.neuroimage.2017.10.059,neuroimage,2017-10-29,6,Control,1,16,0,0,0,0,0,0,0,5.35
10.1101/172148,10.1016/j.neuroimage.2017.12.085,neuroimage,2017-12-28,2,Control,9,22,0,0,0,0,0,0,1,5.35
10.1101/172254,10.1128/aem.01049-17,applied and environmental microbiology,2017-11-17,13,Control,4,22,0,0,1,1,0,0,1,3.69
10.1101/172478,10.1177/2472630317745780,slas technology,2017-12-08,5,Control,22,21,0,0,0,0,0,0,1,NA
10.1101/172494,10.1073/pnas.1619119114,proceedings of the national academy of sciences of the united states of america,2017-11-06,26,Control,8,1,0,0,1,1,0,0,1,9.69
10.1101/172668,10.15252/embj.201798099,embo journal,2017-12-07,10,Control,0,22,1,0,0,0,1,1,1,8.9
10.1101/172742,10.1016/j.str.2017.11.003,structure,2017-12-07,6,Control,13,22,1,1,0,0,1,1,1,4.59
10.1101/172775,10.3389/fmicb.2017.02558,frontiers in microbiology,2017-12-19,8,Control,1,21,NA,0,0,0,0,0,1,4.03
10.1101/172866,10.1016/j.neuroimage.2017.08.066,neuroimage,2017-09-02,3,Control,5,11,1,0,0,0,1,0,0,5.35
10.1101/172932,10.1093/nar/gkx1214,nucleic acids research,2017-11-28,7,Control,6,12,0,1,0,0,0,0,1,11.4
10.1101/173104,10.3389/fmicb.2017.02226,frontiers in microbiology,2017-11-14,5,Control,0,19,0,0,0,0,0,0,1,4.03
10.1101/173286,10.1128/msphere.00475-17,msphere,2017-11-02,8,Control,3,21,0,0,1,1,0,0,1,3.42
10.1101/173344,10.1073/pnas.1711472115,proceedings of the national academy of sciences of the united states of america,2017-12-26,4,Control,3,19,0,0,0,0,1,1,1,9.69
10.1101/173351,10.1093/infdis/jix547,journal of infectious diseases,2017-10-12,7,Control,6,20,0,0,1,1,0,0,1,4.95
10.1101/173476,10.1093/femsec/fix158,fems microbiology ecology,2017-11-16,4,Control,4,21,1,0,0,0,0,0,1,3.09
10.1101/173609,10.1111/tra.12534,traffic,2017-10-09,8,Control,6,5,0,0,0,0,0,0,1,4.55
10.1101/173823,10.1128/msystems.00074-17,msystems,2017-09-06,7,Control,4,21,0,0,0,0,0,0,1,5.23
10.1101/173963,10.1371/journal.pntd.0005925,plos neglected tropical diseases,2017-10-09,5,Control,0,21,1,0,0,0,0,0,1,4.39
10.1101/174102,10.1534/g3.117.300138,"g3: genes, genomes, genetics",2017-12-06,4,Control,1,16,1,1,1,1,0,0,1,2.7
10.1101/174227,10.1186/s12864-017-4201-9,bmc genomics,2017-10-12,6,Control,2,16,0,NA,0,0,0,0,1,3.82
10.1101/174235,10.1128/jvi.01377-17,journal of virology,2017-09-21,4,Control,3,21,0,0,1,1,0,0,1,4.37
10.1101/174292,10.1073/pnas.1710966114,proceedings of the national academy of sciences of the united states of america,2017-11-13,4,Control,2,8,NA,NA,1,0,1,1,1,9.69
10.1101/174441,10.1002/jms.4056,journal of mass spectrometry,2017-12-28,7,Control,0,21,1,1,0,0,0,0,0,2.04
10.1101/174581,10.1534/g3.117.300076,"g3: genes, genomes, genetics",2017-09-16,4,Control,2,21,0,0,0,0,0,0,1,2.7
10.1101/174623,10.1371/journal.pgen.1007046,plos genetics,2017-11-02,2,Control,21,18,0,0,0,0,1,0,1,5.31
10.1101/174714,10.1371/journal.pcbi.1005883,plos computational biology,2017-12-18,4,Control,13,21,0,0,0,0,1,1,1,4.02
10.1101/174722,10.1128/msphere.00390-17,msphere,2017-10-19,7,Control,4,21,0,1,0,0,0,0,1,3.42
10.1101/174870,10.1039/c7em00181a,environmental science: processes and impacts,2017-08-17,5,Control,11,21,NA,0,0,0,1,1,1,2.34
10.1101/175273,10.1088/1478-3975/aa93b8,physical biology,2017-10-16,2,Control,22,22,0,0,0,0,0,0,0,1.63
10.1101/175547,10.1038/nsmb.3474,nature structural and molecular biology,2017-09-27,5,Control,2,12,0,0,1,1,0,0,1,12.35
10.1101/175562,10.1128/mbio.01272-17,mbio,2017-11-08,7,Control,3,21,1,1,0,0,0,0,1,6.66
10.1101/175638,10.1371/journal.pcbi.1005716,plos computational biology,2017-09-01,2,Control,4,20,0,0,0,0,0,0,1,4.02
10.1101/175646,10.1371/journal.ppat.1006675,plos pathogens,2017-10-10,8,Control,3,13,0,1,1,1,0,0,1,6.15
10.1101/175943,10.1093/nar/gkx1299,nucleic acids research,2017-12-20,7,Control,0,22,0,0,0,0,0,0,1,11.4
10.1101/175984,10.1093/femsyr/fox070,fems yeast research,2017-09-02,2,Control,21,21,1,0,0,0,0,0,1,1.98
10.1101/176073,10.1101/gr.226019.117,genome research,2017-12-22,17,Control,10,21,0,0,1,1,0,0,1,10.31
10.1101/176263,10.3389/fmicb.2017.02235,frontiers in microbiology,2017-11-14,4,Control,16,20,0,0,0,0,0,0,1,4.03
10.1101/176271,10.1038/nsmb.3495,nature structural and molecular biology,2017-10-30,7,Control,1,21,0,0,0,0,0,0,0,12.35
10.1101/176560,10.1039/c7tx00161d,toxicology research,2017-09-14,5,Control,0,6,0,NA,0,0,0,0,1,2
10.1101/176594,10.1021/acs.jpcb.7b07874,journal of physical chemistry b,2017-11-28,3,Control,10,21,1,0,0,0,0,0,0,3.23
10.1101/176602,10.1093/jmcb/mjx059,journal of molecular cell biology,2017-12-20,6,Control,3,21,1,0,1,1,1,1,1,5.2
10.1101/176685,10.1094/mpmi-07-17-0158-fi,molecular plant-microbe interactions,2017-11-22,7,Control,7,22,NA,NA,0,0,0,0,1,3.75
10.1101/176743,10.1128/genomea.01053-17,genome announcements,2017-10-13,4,Control,12,10,0,1,0,0,0,0,1,0.95
10.1101/176768,10.1074/mcp.ra117.000296,molecular and cellular proteomics,2017-10-11,15,Control,3,15,0,0,0,0,0,0,1,5.42
10.1101/176784,10.1093/nar/gkx929,nucleic acids research,2017-10-03,5,Control,21,21,0,1,0,0,1,1,1,11.4
10.1101/176974,10.1073/pnas.1706248114,proceedings of the national academy of sciences of the united states of america,2017-11-06,9,Control,1,10,0,NA,1,1,0,0,1,9.69
10.1101/177121,10.3233/jad-170777,journal of alzheimer's disease,2017-11-21,12,Control,17,21,0,0,1,1,0,0,1,3.62
10.1101/177204,10.1111/mec.14389,molecular ecology,2017-10-31,13,Control,5,21,1,1,1,0,0,0,0,5.44
10.1101/177345,10.1128/jvi.01662-17,journal of virology,2017-11-08,7,Control,10,14,1,1,1,1,1,1,1,4.37
10.1101/177352,10.1186/s12864-017-4358-2,bmc genomics,2017-12-28,2,Control,6,18,1,1,1,1,0,0,1,3.82
10.1101/177436,10.1371/journal.pcbi.1005919,plos computational biology,2017-12-27,3,Control,1,21,NA,0,0,0,0,0,1,4.02
10.1101/177444,10.15252/embj.201796781,embo journal,2017-12-30,7,Control,1,22,0,0,0,1,0,1,1,8.9
10.1101/177527,10.1162/jocn_a_01212,journal of cognitive neuroscience,2017-12-06,6,Control,19,17,1,0,0,0,0,1,0,3.42
10.1101/177550,10.1093/gbe/evx252,genome biology and evolution,2017-12-01,5,Control,7,21,0,0,1,1,0,0,1,4.24
10.1101/177618,10.1177/0271678x17707397,journal of cerebral blood flow and metabolism,2017-05-11,14,Control,15,20,0,0,0,0,0,0,0,5.3
10.1101/177642,10.1038/nmeth.4429,nature methods,2017-09-11,8,Control,0,11,0,0,1,1,1,1,0,20.8
10.1101/177766,10.15252/embj.201695841,embo journal,2017-12-16,9,Control,2,16,1,0,0,0,0,0,1,8.9
10.1101/177816,10.1073/pnas.1711892114,proceedings of the national academy of sciences of the united states of america,2017-10-03,2,Control,5,20,0,1,1,1,1,1,1,9.69
10.1101/177964,10.1534/g3.117.300296,"g3: genes, genomes, genetics",2017-11-17,4,Control,2,22,1,0,0,0,1,1,1,2.7
10.1101/178046,10.1534/genetics.117.300288,genetics,2017-10-23,2,Control,0,21,0,0,1,1,0,0,1,3.85
10.1101/178160,10.1016/j.plantsci.2017.11.002,plant science,2017-11-08,5,Control,3,13,1,0,0,0,0,0,0,3.98
10.1101/178269,10.1038/ng.3958,nature genetics,2017-09-25,18,Control,10,12,0,0,1,1,0,0,1,25.72
10.1101/178285,10.1242/dmm.031369,dmm disease models and mechanisms,2017-12-29,13,Control,19,21,0,1,0,0,1,1,1,4.25
10.1101/178319,10.1093/gerona/glx186,journals of gerontology - series a biological sciences and medical sciences,2017-10-08,12,Control,4,22,0,0,0,0,0,0,1,4.45
10.1101/178392,10.1093/nar/gkx982,nucleic acids research,2017-10-11,8,Control,7,17,0,0,1,1,0,0,1,11.4
10.1101/178533,10.1002/hbm.23922,human brain mapping,2017-12-23,3,Control,0,22,0,0,1,1,0,0,1,4.92
10.1101/178848,10.1186/s13072-017-0169-6,epigenetics and chromatin,2017-12-08,7,Control,12,18,0,NA,0,0,0,0,1,5.38
10.1101/178962,10.1016/j.neuroimage.2017.10.019,neuroimage,2017-10-12,7,Control,11,22,0,0,1,1,0,0,1,5.35
10.1101/179085,10.1371/journal.pcbi.1005861,plos computational biology,2017-12-12,2,Control,0,21,0,0,0,0,1,1,1,4.02
10.1101/179101,10.1039/c7lc01012e,lab on a chip,2017-11-06,2,Control,0,19,1,1,1,1,1,0,1,6
10.1101/179119,10.1111/tpj.13788,plant journal,2017-11-24,6,Control,14,22,0,1,1,1,0,0,1,6.12
10.1101/179127,10.3389/fmicb.2017.02272,frontiers in microbiology,2017-11-17,9,Control,3,18,1,0,1,0,1,0,1,4.03
10.1101/179275,10.1093/bioinformatics/btx630,bioinformatics,2017-10-27,5,Control,0,0,NA,NA,0,0,0,0,1,5.88
10.1101/179333,10.1088/1478-3975/aaa27b,physical biology,2017-12-18,7,Control,8,11,1,NA,0,0,0,0,0,1.63
10.1101/179341,10.1073/pnas.1711591114,proceedings of the national academy of sciences of the united states of america,2017-12-05,1,Control,13,13,0,0,0,0,0,0,1,9.69
10.1101/179416,10.1128/msphere.00306-17,msphere,2017-11-02,4,Control,15,21,0,0,1,1,0,0,1,3.42
10.1101/179564,10.1074/jbc.m117.811976,journal of biological chemistry,2017-10-24,4,Control,3,17,NA,1,1,1,0,0,1,4.04
10.1101/179572,10.1016/j.phytochem.2017.11.006,phytochemistry,2017-11-10,9,Control,0,20,0,0,0,0,0,0,0,3.37
10.1101/179598,10.1534/g3.117.300499,"g3: genes, genomes, genetics",2017-12-19,7,Control,5,8,1,0,0,0,0,0,1,2.7
10.1101/179788,10.1091/mbc.e17-06-0419,molecular biology of the cell,2017-11-01,4,Control,11,8,1,0,0,0,0,0,1,3.63
10.1101/179804,10.1373/clinchem.2017.275503,clinical chemistry,2017-11-09,15,Control,12,22,1,1,0,0,0,0,1,6.13
10.1101/179812,10.1111/psyp.13011,psychophysiology,2017-09-20,5,Control,2,20,1,0,0,0,0,0,0,2.99
10.1101/179903,10.3389/fmicb.2017.02198,frontiers in microbiology,2017-11-07,4,Control,0,9,0,0,0,0,0,0,1,4.03
10.1101/179986,10.1016/j.ydbio.2017.10.015,developmental biology,2017-10-25,7,Control,12,7,0,0,0,0,0,0,1,3.25
10.1101/180026,10.3390/pathogens6030044,pathogens,2017-09-20,10,Control,6,2,1,1,1,1,1,1,1,3.53
10.1101/180034,10.1016/j.cell.2017.08.030,cell,2017-09-14,5,Control,5,16,0,0,1,1,0,0,0,26.71
10.1101/180067,10.1111/1755-0998.12737,molecular ecology resources,2017-11-16,5,Control,1,22,1,0,1,1,0,0,0,6.84
10.1101/180083,10.1186/s13007-017-0255-6,plant methods,2017-12-02,9,Control,0,21,0,0,1,1,0,0,1,4.78
10.1101/180141,10.1021/acs.biochem.7b01040,biochemistry,2017-12-14,18,Control,3,22,0,0,1,1,0,0,1,3
10.1101/180158,10.1099/jgv.0.000973,journal of general virology,2017-11-09,14,Control,21,21,0,0,0,0,0,NA,1,2.55
10.1101/180323,10.1093/nar/gkx1161,nucleic acids research,2017-11-08,4,Control,20,21,0,0,0,0,0,0,1,11.4
10.1101/180471,10.1126/science.aan5614,science,2017-11-23,6,Control,0,21,0,0,1,1,1,1,1,30.69
10.1101/180596,10.1016/j.neuroimage.2017.10.045,neuroimage,2017-11-04,4,Control,10,20,0,0,0,0,0,0,0,5.35
10.1101/180687,10.1186/s12864-017-4089-4,bmc genomics,2017-09-11,4,Control,3,19,0,0,0,0,0,0,1,3.82
10.1101/180810,10.1074/jbc.m117.801936,journal of biological chemistry,2017-10-03,5,Control,14,21,0,0,0,0,0,0,1,4.04
10.1101/180869,10.1126/science.aan6009,science,2017-11-02,11,Control,16,20,0,0,1,1,1,1,1,30.69
10.1101/180992,10.1104/pp.16.01764,plant physiology,2017-09-06,9,Control,9,21,0,0,0,0,0,0,1,6.02
10.1101/181206,10.1038/nmeth.4388,nature methods,2017-08-07,18,Control,0,11,NA,0,1,1,0,0,1,20.8
10.1101/181230,10.3390/jdb6010001,journal of developmental biology,2017-12-22,2,Control,0,14,0,0,0,0,0,0,1,NA
10.1101/181396,10.1111/nph.14964,new phytologist,2017-12-27,5,Control,1,20,0,0,0,0,0,0,1,7.44
10.1101/181453,10.1093/glycob/cwx098,glycobiology,2017-11-29,8,Control,1,22,0,0,1,1,0,0,1,3.34
10.1101/181578,10.1111/febs.14126,febs journal,2017-06-05,4,Control,5,0,1,0,0,0,0,0,0,4.4
10.1101/181586,10.1002/prot.25364,"proteins: structure, function and bioinformatics",2017-08-08,5,Control,8,17,0,NA,0,0,0,0,0,2.2
10.1101/181628,10.1016/j.cels.2017.07.006,cell systems,2017-09-27,5,Control,6,21,0,1,1,1,1,1,1,7.79
10.1101/182196,10.1128/jvi.00990-17,journal of virology,2017-10-12,7,Control,8,20,1,1,0,0,0,0,1,4.37
