"PREPRINT_DOI","ARTICLE_DOI","ARTICLE_CREATED_DATE","ARTICLE_TITLE","SOURCETITLE","PAGE_CNT","PUBTYPE","DOCTYPE","AUTHOR_CNT","TYPE"
"10.1101/065730","10.1038/cti.2017.2",2017-02-10,"Analysis of the cross-talk of Epstein-Barr virus-infected B cells with T cells in the marmoset","clinical and translational immunology",NA,"J","ar",7,"Control"
"10.1101/065748","10.1038/cti.2017.2",2017-02-10,"Analysis of the cross-talk of Epstein-Barr virus-infected B cells with T cells in the marmoset","clinical and translational immunology",NA,"J","ar",7,"Control"
"10.1101/065805","10.1038/srep41124",2017-01-25,"Identification of RAN1 orthologue associated with sex determination through whole genome sequencing analysis in fig (Ficus carica L.)","scientific reports",NA,"J","ar",10,"Control"
"10.1101/065862","10.1089/brain.2016.0471",2017-02-15,"Neural Correlates of Consciousness at Near-Electrocerebral Silence in an Asphyxial Cardiac Arrest Model","brain connectivity",10,"J","ar",10,"Control"
"10.1101/065912","10.1038/ncomms13881",2017-01-10,"Topologically protected modes in non-equilibrium stochastic systems","nature communications",NA,"J","ar",2,"Control"
"10.1101/066027","10.1126/scitranslmed.aam9861",2017-03-08,"From MDS/AML to iPSC and back again","science translational medicine",NA,"J","ar",1,"Control"
"10.1101/066035","10.7554/elife.21738",2017-01-03,"Streptomyces exploration is triggered by fungal interactions and volatile signals","elife",NA,"J","ar",6,"Control"
"10.1101/066084","10.1038/s41598-017-04652-2",2017-07-05,"Inhibitory effects of local anesthetics on the proteasome and their biological actions","scientific reports",NA,"J","ar",20,"Control"
"10.1101/066134","10.1126/sciadv.1700933",2017-05-11,"Structures of closed and open conformations of dimeric human ATM","science advances",NA,"J","ar",10,"Control"
"10.1101/066142","10.1038/srep45385",2017-03-27,"Nuclear localization of Beclin 1 promotes radiation-induced DNA damage repair independent of autophagy","scientific reports",NA,"J","ar",15,"Control"
"10.1101/066175","10.1371/journal.pone.0159101",2016-09-07,"Identification of chromosome segment substitution lines of Gossypium barbadense introgressed in G. Hirsutum and quantitative trait locus mapping for fiber quality and yield traits","plos one",NA,"J","ar",14,"Control"
"10.1101/066217","10.7554/elife.24901",2017-05-10,"Noradrenaline blockade specifically enhances metacognitive performance","elife",NA,"J","ar",6,"Control"
"10.1101/066258","10.7717/peerj.3103",2017-03-21,"Evolution of the patellar sesamoid bone in mammals","peerj",NA,"J","ar",3,"Control"
"10.1101/066373","10.7554/elife.22502",2016-12-14,"Multiple alleles at a single locus control seed dormancy in Swedish Arabidopsis","elife",NA,"J","ar",7,"Control"
"10.1101/066464","10.7554/elife.18882",2016-11-23,"Fetal and neonatal hematopoietic progenitors are functionally and transcriptionally resistant to Flt3-ITD mutations","elife",NA,"J","ar",7,"Control"
"10.1101/066498","10.1371/journal.pone.0167589",2016-12-01,"Voltage-gated Na+ channel isoforms and their mRNA expression levels and protein abundance in three electric organs and the skeletal muscle of the electric eel Electrophorus electricus","plos one",NA,"J","ar",7,"Control"
"10.1101/066522","10.7554/elife.25257",2017-03-17,"Scaffold-mediated gating of cdc42 signalling flux","elife",NA,"J","ar",9,"Control"
"10.1101/066597","10.1038/ncomms13350",2016-11-02,"Structural roles of guide RNAs in the nuclease activity of Cas9 endonuclease","nature communications",NA,"J","ar",8,"Control"
"10.1101/066639","10.1523/jneurosci.3331-16.2017",2017-04-22,"Dissociation of choice formation and choice-correlated activity in macaque visual cortex","journal of neuroscience",9,"J","ar",5,"Control"
"10.1101/066696","10.7717/peerj.3321",2017-05-18,"Ranking of critical species to preserve the functionality of mutualistic networks using the k-core decomposition","peerj",NA,"J","ar",4,"Control"
"10.1101/066738","10.1038/ncomms15927",2017-06-23,"Enrichment of low-frequency functional variants revealed by whole-genome sequencing of multiple isolated European populations","nature communications",NA,"J","ar",26,"Control"
"10.1101/066878","10.1038/ncomms13727",2016-12-08,"The E3 ubiquitin ligase TRIM31 attenuates NLRP3 inflammasome activation by promoting proteasomal degradation of NLRP3","nature communications",NA,"J","ar",11,"Control"
"10.1101/066977","10.1038/srep32059",2016-09-12,"Camouflage and clutch survival in plovers and terns","scientific reports",NA,"J","ar",7,"Control"
"10.1101/067025","10.7554/elife.26397",2017-04-13,"Pushing the envelope","elife",NA,"J","ar",2,"Control"
"10.1101/067066","10.1016/j.celrep.2016.11.044",2016-12-14,"Reversal of Defective Mitochondrial Biogenesis in Limb-Girdle Muscular Dystrophy 2D by Independent Modulation of Histone and PGC-1? Acetylation","cell reports",14,"J","ar",15,"Control"
"10.1101/067116","10.3389/fnins.2016.00597",2017-01-04,"Stochastic resonance controlled upregulation of internal noise after hearing loss as a putative cause of tinnitus-related neuronal hyperactivity","frontiers in neuroscience",NA,"J","ar",6,"Control"
"10.1101/067124","10.1038/srep41498",2017-01-27,"Accessing the genomic information of unculturable oceanic picoeukaryotes by combining multiple single cells","scientific reports",NA,"J","ar",11,"Control"
"10.1101/067173","10.1371/journal.pbio.2001861",2017-03-14,"Antibiotic exposure perturbs the gut microbiota and elevates mortality in honeybees","plos biology",NA,"J","ar",3,"Control"
"10.1101/067223","10.1242/bio.020958",2016-09-03,"The roles of Syx5 in Golgi morphology and Rhodopsin transport in Drosophila photoreceptors","biology open",11,"J","ar",3,"Control"
"10.1101/067371","10.1371/journal.pone.0167170",2016-12-09,"Development of a search strategy for an evidence based retrieval service","plos one",NA,"J","ar",5,"Control"
"10.1101/067421","10.7554/elife.27311",2017-05-20,"The structure of a LAIR1-containing human antibody reveals a novel mechanism of antigen recognition","elife",NA,"J","ar",2,"Control"
"10.1101/067496","10.1038/srep37303",2016-11-17,"Disulfide mapping the voltage-sensing mechanism of a voltage-dependent potassium channel","scientific reports",NA,"J","ar",6,"Control"
"10.1101/067538","10.1038/ncomms13200",2016-10-21,"Genomic heterogeneity of multiple synchronous lung cancer","nature communications",NA,"J","ar",44,"Control"
"10.1101/067579","10.1038/srep36933",2016-11-14,"Impairment of the serotonergic neurons underlying reinforcement elicits extinction of the repeatedly reactivated context memory","scientific reports",NA,"J","ar",5,"Control"
"10.1101/067850","10.1038/srep43178",2017-02-22,"High mutation rates explain low population genetic divergence at copy-number-variable loci in Homo sapiens","scientific reports",NA,"J","ar",6,"Control"
"10.1101/067868","10.1038/srep39431",2017-02-02,"Repair of bone defects with prefabricated vascularized bone grafts and double-labeled bone marrow-derived mesenchymal stem cells in a rat model","scientific reports",NA,"J","ar",10,"Control"
"10.1101/068114","10.1371/journal.pone.0170482",2017-01-25,"CyNetSVM: A cytoscape App for cancer biomarker identification using network constrained support vector machines","plos one",NA,"J","ar",6,"Control"
"10.1101/068189","10.1038/ncomms16105",2017-07-25,"Long-term microdystrophin gene therapy is effective in a canine model of Duchenne muscular dystrophy","nature communications",NA,"J","ar",35,"Control"
"10.1101/068262","10.1038/ncomms13956",2017-01-09,"Praja1 E3 ubiquitin ligase promotes skeletal myogenesis through degradation of EZH2 upon p38? activation","nature communications",NA,"J","ar",5,"Control"
"10.1101/068288","10.1038/s41467-017-01266-0",2017-10-26,"Coupling fission and exit of RAB6 vesicles at Golgi hotspots through kinesin-myosin interactions","nature communications",NA,"J","ar",13,"Control"
"10.1101/068312","10.1038/nature20784",2016-12-20,"Epigenome-wide association study of body mass index, and the adverse outcomes of adiposity","nature",6,"J","ar",107,"Control"
"10.1101/068320","10.1038/s41598-017-05784-1",2017-07-13,"Taxanes and platinum derivatives impair Schwann cells via distinct mechanisms","scientific reports",NA,"J","ar",14,"Control"
"10.1101/068361","10.1371/journal.pone.0166057",2016-11-04,"Characterization of CgHIF?-like, a novel bHLH-PAS transcription factor family member, and its role under hypoxia stress in the pacific oyster Crassostrea gigas","plos one",NA,"J","ar",4,"Control"
"10.1101/068387","10.7717/peerj.2954",2017-01-31,"Boxer crabs induce asexual reproduction of their associated sea anemones by splitting and intraspecific theft","peerj",NA,"J","ar",4,"Control"
"10.1101/068635","10.1038/ncomms15571",2017-05-24,"Global mapping of CARM1 substrates defines enzyme specificity and substrate recognition","nature communications",NA,"J","ar",7,"Control"
"10.1101/068692","10.7554/elife.25843",2017-08-24,"Impairments in laterodorsal tegmentum to VTA projections underlie glucocorticoid-triggered reward deficits","elife",NA,"J","ar",6,"Control"
"10.1101/069005","10.7554/elife.24660",2017-07-12,"Lunatic fringe-mediated notch signaling regulates adult hippocampal neural stem cell maintenance","elife",NA,"J","ar",9,"Control"
"10.1101/069013","10.7717/peerj.2726",2016-11-22,"A qualitative view of the HIV epidemic in coastal Ecuador","peerj",NA,"J","ar",6,"Control"
"10.1101/069278","10.1038/s41598-017-01053-3",2017-04-13,"The effect of acute social stress on the recognition of facial expression of emotions /631/378/2649 /631/378/1457 article","scientific reports",NA,"J","ar",5,"Control"
"10.1101/069336","10.1038/ncomms14833",2017-03-16,"Translational reprogramming in tumour cells can generate oncoselectivity in viral therapies","nature communications",NA,"J","ar",6,"Control"
"10.1101/069427","10.1371/journal.pone.0167905",2016-12-10,"Olfactory assessment of competitors to the nest site: An experiment on a passerine species","plos one",NA,"J","ar",4,"Control"
"10.1101/069450","10.1016/j.celrep.2016.11.044",2016-12-14,"Reversal of Defective Mitochondrial Biogenesis in Limb-Girdle Muscular Dystrophy 2D by Independent Modulation of Histone and PGC-1? Acetylation","cell reports",14,"J","ar",15,"Control"
"10.1101/069468","10.1371/journal.pone.0182982",2017-08-24,"Beyond form and functioning: Understanding how contextual factors influence village health committees in northern India","plos one",NA,"J","ar",8,"Control"
"10.1101/069484","10.7717/peerj.3522",2017-07-12,"EPAS1 variants in high altitude Tibetan wolves were selectively introgressed into highland dogs","peerj",NA,"J","ar",4,"Control"
"10.1101/069567","10.7717/peerj.3037",2017-03-08,"The complete chloroplast genome sequence of Morus cathayana and Morus multicaulis, and comparative analysis within genus Morus L","peerj",NA,"J","ar",2,"Control"
"10.1101/069781","10.1016/j.neulet.2016.10.064",2016-11-05,"Task-dependent engagements of the primary visual cortex during kinesthetic and visual motor imagery","neuroscience letters",5,"J","ar",3,"Control"
"10.1101/069880","10.1016/j.celrep.2016.12.075",2017-01-25,"Distinct Brca1 Mutations Differentially Reduce Hematopoietic Stem Cell Function","cell reports",14,"J","ar",6,"Control"
"10.1101/069930","10.1038/nprot.2016.181",2017-01-26,"Strain Library Imaging Protocol for high-throughput, automated single-cell microscopy of large bacterial collections arrayed on multiwell plates","nature protocols",10,"J","ar",4,"Control"
"10.1101/070102","10.1038/s41598-017-11658-3",2017-09-05,"KDM4A regulates HIF-1 levels through H3K9me3","scientific reports",NA,"J","ar",7,"Control"
"10.1101/070193","10.1038/srep32880",2016-09-13,"?sPIM: High NA high resolution isotropic light-sheet imaging in cell culture dishes","scientific reports",NA,"J","ar",3,"Control"
"10.1101/070243","10.1038/srep42250",2017-02-10,"Identification of Symmetrical RNA Editing Events in the Mitochondria of Salvia miltiorrhiza by Strand-specific RNA Sequencing","scientific reports",NA,"J","ar",6,"Control"
"10.1101/070375","10.7554/elife.18372",2017-01-06,"An extended retinotopic map of mouse cortex","elife",NA,"J","ar",7,"Control"
"10.1101/070623","10.7554/elife.17462",2016-10-15,"Klf5 regulates muscle differentiation by directly targeting muscle-specific genes in cooperation with MyoD in mice","elife",NA,"J","ar",5,"Control"
"10.1101/070755","10.1038/srep38751",2016-12-12,"Protective role for lipid modifications of Src-family kinases against chromosome missegregation","scientific reports",NA,"J","ar",10,"Control"
"10.1101/070789","10.1371/journal.pone.0176290",2017-05-10,"Novel genes associated with enhanced motility of Escherichia coli","plos one",NA,"J","ar",5,"Control"
"10.1101/070805","10.1038/ncomms13296",2016-11-29,"TruePrime is a novel method for whole-genome amplification from single cells based on TthPrimPol","nature communications",NA,"J","ar",10,"Control"
"10.1101/070912","10.1038/s41598-017-06720-z",2017-07-20,"The Association of Ambient Temperature and Violent Crime","scientific reports",NA,"J","ar",6,"Control"
"10.1101/071027","10.1371/journal.pone.0180224",2017-06-28,"Genetic basis of calcifying cystic odontogenic tumors","plos one",NA,"J","ar",10,"Control"
"10.1101/071076","10.7554/elife.20365",2017-01-05,"Excitation and inhibition in anterior cingulate predict use of past experiences","elife",NA,"J","ar",6,"Control"
"10.1101/071225","10.1371/journal.pone.0181876",2017-07-31,"cAMP-dependent activation of protein kinase A attenuates respiratory syncytial virus-induced human airway epithelial barrier disruption","plos one",NA,"J","ar",7,"Control"
"10.1101/071316","10.1016/j.heliyon.2017.e00305",2017-05-20,"Hepatocyte-specific expression of constitutively active Alk5 exacerbates thioacetamide-induced liver injury in mice","heliyon",NA,"J","ar",3,"Control"
"10.1101/071340","10.1038/s41598-017-02842-6",2017-05-31,"Characterization of developmental defects in the forebrain resulting from hyperactivated mTOR signaling by integrative analysis of transcriptomic and proteomic data","scientific reports",NA,"J","ar",12,"Control"
"10.1101/071456","10.1038/srep40780",2017-01-23,"Zika virus disrupts molecular fingerprinting of human neurospheres","scientific reports",NA,"J","ar",19,"Control"
"10.1101/071530","10.1371/journal.pbio.2000663",2017-03-02,"A mechanism for the cortical computation of hierarchical linguistic structure","plos biology",NA,"J","ar",2,"Control"
"10.1101/071613","10.7554/elife.17551",2016-12-20,"Prostaglandin signaling regulates nephron segment patterning of renal progenitors during zebrafish kidney development","elife",NA,"J","ar",5,"Control"
"10.1101/071654","10.1371/journal.pone.0172569",2017-02-22,"Direct and indirect effects of enablers on HIV testing, initiation and retention in antiretroviral treatment and AIDS related mortality","plos one",NA,"J","ar",2,"Control"
"10.1101/071894","10.1038/s41467-017-00595-4",2017-10-06,"A large scale hearing loss screen reveals an extensive unexplored genetic landscape for auditory dysfunction","nature communications",NA,"J","ar",201,"Control"
"10.1101/071910","10.7554/elife.25232",2017-04-06,"Purinergic regulation of vascular tone in the retrotrapezoid nucleus is specialized to support the drive to breathe","elife",NA,"J","ar",11,"Control"
"10.1101/072231","10.1371/journal.pone.0176381",2017-05-10,"Interaction between birds and macrofauna within food webs of six intertidal habitats of the Wadden Sea","plos one",NA,"J","ar",8,"Control"
"10.1101/072298","10.1371/journal.pone.0170283",2017-01-18,"The staphylococcus aureus SrrAB regulatory system modulates hydrogen peroxide resistance factors, which imparts protection to aconitase during Aerobic growth","plos one",NA,"J","ar",2,"Control"
"10.1101/072413","10.7554/elife.22279",2017-02-17,"FlpStop, a tool for conditional gene control in Drosophila","elife",NA,"J","ar",6,"Control"
"10.1101/072439","10.1371/journal.pone.0175321",2017-04-11,"Effects of the RGD loop and C-terminus of rhodostomin on regulating integrin ?IIb?3 recognition","plos one",NA,"J","ar",7,"Control"
"10.1101/072512","10.7717/peerj.3261",2017-04-27,"Prediction of post-translational modification sites using multiple kernel support vector machine","peerj",NA,"J","ar",3,"Control"
"10.1101/072538","10.1016/j.neulet.2017.05.031",2017-05-17,"Discovery of recurring behavioural sequences in Wistar rat social activity: Possible support to studies on Autism Spectrum Disorders","neuroscience letters",6,"J","ar",7,"Control"
"10.1101/072579","10.1038/srep36959",2016-11-15,"Integrins outside focal adhesions transmit tensions during stable cell adhesion","scientific reports",NA,"J","ar",2,"Control"
"10.1101/072587","10.1038/srep36730",2016-11-10,"Reduced incidence of interstitial pneumonitis after Allogeneic hematopoietic stem cell transplantation using a modified technique of total body irradiation","scientific reports",NA,"J","ar",32,"Control"
"10.1101/072702","10.7554/elife.14926.001",2016-10-10,"Polycomb enables primitive endoderm lineage priming in embryonic stem cells","elife",NA,"J","ar",5,"Control"
"10.1101/072710","10.1038/s41598-017-08864-4",2017-08-10,"Restriction and modification of deoxyarchaeosine (dG+)-containing phage 9 g DNA","scientific reports",NA,"J","ar",4,"Control"
"10.1101/072900","10.1371/journal.pone.0174392",2017-03-27,"ML2Motif - Reliable extraction of discriminative sequence motifs from learning machines","plos one",NA,"J","ar",4,"Control"
"10.1101/073049","10.7554/elife.20242",2016-11-15,"Organization and function of Drosophila odorant binding proteins","elife",NA,"J","ar",3,"Control"
"10.1101/073056","10.1038/s41467-017-00650-0",2017-09-06,"Genomic comparison of esophageal squamous cell carcinoma and its precursor lesions by multi-region whole-exome sequencing","nature communications",NA,"J","ar",20,"Control"
"10.1101/073304","10.1038/srep42633",2017-02-22,"Transcriptomic responses of the olive fruit fly Bactrocera oleae and its symbiont Candidatus Erwinia dacicola to olive feeding","scientific reports",NA,"J","ar",10,"Control"
"10.1101/073411","10.1038/ncomms14773",2017-04-06,"Highly selective inhibition of histone demethylases by de novo macrocyclic peptides","nature communications",NA,"J","ar",19,"Control"
"10.1101/073494","10.1038/s41598-017-07607-9",2017-08-09,"Chronic post-stroke aphasia severity is determined by fragmentation of residual white matter networks","scientific reports",NA,"J","ar",6,"Control"
"10.1101/073668","10.1371/journal.pone.0172460",2017-02-24,"Identification and validation of superior reference gene for gene expression normalization via RT-qPCR in staminate and pistillate flowers of Jatropha curcas - A biodiesel plant","plos one",NA,"J","ar",6,"Control"
"10.1101/073718","10.1371/journal.pone.0169053",2017-01-09,"Establishment of an artificial tick feeding system to study theileria lestoquardi infection","plos one",NA,"J","ar",3,"Control"
"10.1101/073874","10.1371/journal.pone.0174470",2017-04-03,"Liver X receptors activation, through TO901317 binding, reduces neuroinflammation in Parkinson's disease","plos one",NA,"J","ar",9,"Control"
"10.1101/073908","10.7554/elife.19238.001",2016-12-22,"Ric-8A, a G protein chaperone with nucleotide exchange activity induces long-range secondary structure changes in G?","elife",NA,"J","ar",5,"Control"
"10.1101/073940","10.1523/eneuro.0052-17.2017",2017-03-07,"Longitudinal changes in component processes of working memory","eneuro",NA,"J","ar",3,"Control"
"10.1101/073957","10.1038/nature23885",2017-10-17,"Social behaviour shapes hypothalamic neural ensemble representations of conspecific sex","nature",5,"J","ar",6,"Control"
"10.1101/074112","10.7717/peerj.2991",2017-02-16,"Understanding morphological variability in a taxonomic context in Chilean diplomystids (Teleostei: Siluriformes), including the description of a new species","peerj",NA,"J","ar",2,"Control"
"10.1101/074260","10.1038/srep37247",2016-11-17,"Labeling and analysis of chicken taste buds using molecular markers in oral epithelial sheets","scientific reports",NA,"J","ar",12,"Control"
"10.1101/074443","10.1038/nature24277",2017-10-10,"Genetic effects on gene expression across human tissues","nature",10,"J","ar",245,"Control"
"10.1101/074567","10.1038/s41467-017-00535-2",2017-08-30,"PGlyco 2.0 enables precision N-glycoproteomics with comprehensive quality control and one-step mass spectrometry for intact glycopeptide identification","nature communications",NA,"J","ar",21,"Control"
"10.1101/074633","10.1098/rsos.160651",2016-12-14,"Next gen pop gen: Implementing a high-throughput approach to population genetics in boarfish (Capros aper)","royal society open science",NA,"J","ar",3,"Control"
"10.1101/074690","10.1038/srep45321",2017-03-27,"MAOA rs1137070 and heroin addiction interactively alter gray matter volume of the salience network","scientific reports",NA,"J","ar",7,"Control"
"10.1101/074773","10.1038/ncomms13787",2016-12-08,"Chromatin-remodelling factor Brg1 regulates myocardial proliferation and regeneration in zebrafish","nature communications",NA,"J","ar",14,"Control"
"10.1101/074872","10.7554/elife.21012.001",2017-04-06,"Embryonic transcription factor expression in mice predicts medial amygdala neuronal identity and sex-specific responses to innate behavioral cues","elife",NA,"J","ar",13,"Control"
"10.1101/074898","10.1371/journal.pone.0173834",2017-03-13,"Long-term effects of interference on short-term memory performance in the rat","plos one",NA,"J","ar",8,"Control"
"10.1101/075036","10.7554/elife.20977",2016-11-25,"Sibling cell size matters","elife",NA,"J","ar",1,"Control"
"10.1101/075077","10.1038/s41598-017-01264-8",2017-04-20,"Sulfated Hyaluronan Derivatives Modulate TGF-?1:Receptor Complex Formation: Possible Consequences for TGF-?1 Signaling","scientific reports",NA,"J","ar",12,"Control"
"10.1101/075101","10.1371/journal.pone.0175083",2017-04-10,"Survey of single-nucleotide polymorphisms in the gene encoding human deoxyribonuclease I-like 2 producing loss of function potentially implicated in the pathogenesis of parakeratosis","plos one",NA,"J","ar",10,"Control"
"10.1101/075176","10.1038/srep44000",2017-03-08,"The ?30Si peak value discovered in middle Proterozoic chert and its implication for environmental variations in the ancient ocean","scientific reports",NA,"J","ar",7,"Control"
"10.1101/075325","10.1038/ncomms15179",2017-05-04,"CRISPR-Cpf1 assisted genome editing of Corynebacterium glutamicum","nature communications",NA,"J","ar",12,"Control"
"10.1101/075366","10.1038/srep43793",2017-03-08,"Hybrid sequencing and map finding (HySeMaFi): Optional strategies for extensively deciphering gene splicing and expression in organisms without reference genome","scientific reports",NA,"J","ar",9,"Control"
"10.1101/075408","10.1038/s41598-017-00100-3",2017-02-27,"RNA-Sequencing data supports the existence of novel VEGFA splicing events but not of VEGFAxxxb isoforms","scientific reports",NA,"J","ar",3,"Control"
"10.1101/075713","10.1126/sciadv.1601910",2017-05-20,"CRISPR/Cas9 gene drives in genetically variable and nonrandomly mating wild populations","science advances",NA,"J","ar",5,"Control"
"10.1101/075762","10.1038/s41467-017-00889-7",2017-10-05,"The metabolic enzyme fructose-1,6-bisphosphate aldolase acts as a transcriptional regulator in pathogenic Francisella","nature communications",NA,"J","ar",12,"Control"
"10.1101/075846","10.1038/srep45459",2017-04-03,"A novel treatment for metastatic lymph nodes using lymphatic delivery and photothermal therapy","scientific reports",NA,"J","ar",9,"Control"
"10.1101/076067","10.1038/s41598-017-09532-3",2017-08-16,"Comparative Genomic and Regulatory Analyses of Natamycin Production of Streptomyces lydicus A02","scientific reports",NA,"J","ar",14,"Control"
"10.1101/076158","10.1038/nn.4593",2017-06-26,"Engineered AAVs for efficient noninvasive gene delivery to the central and peripheral nervous systems","nature neuroscience",8,"J","ar",11,"Control"
"10.1101/076174","10.1038/s41598-017-08752-x",2017-08-07,"Bumblebee colony development following chronic exposure to field-realistic levels of the neonicotinoid pesticide thiamethoxam under laboratory conditions","scientific reports",NA,"J","ar",2,"Control"
"10.1101/076216","10.1371/journal.pone.0162761",2016-09-12,"Odorant responses and courtship behaviors influenced by at4 neurons in Drosophila","plos one",NA,"J","ar",4,"Control"
"10.1101/076240","10.1523/jneurosci.3800-16.2017",2017-09-19,"Primary generators of visually evoked field potentials recorded in the macaque auditory cortex","journal of neuroscience",15,"J","ar",3,"Control"
"10.1101/076257","10.1038/srep39766",2017-01-05,"Phosphorylation impact on Spleen Tyrosine kinase conformation by Surface Enhanced Raman Spectroscopy","scientific reports",NA,"J","ar",7,"Control"
"10.1101/076315","10.1016/j.cub.2017.02.031",2017-03-16,"A Large and Consistent Phylogenomic Dataset Supports Sponges as the Sister Group to All Other Animals","current biology",10,"J","ar",16,"Control"
"10.1101/076398","10.1016/j.ebiom.2016.11.012",2016-11-10,"Targeting DNA Flap Endonuclease 1 to Impede Breast Cancer Progression","ebiomedicine",12,"J","ar",15,"Control"
"10.1101/076430","10.1371/journal.pone.0171908",2017-02-10,"KrillDB: A de novo transcriptome database for the Antarctic krill (Euphausia superba)","plos one",NA,"J","ar",11,"Control"
"10.1101/076455","10.3389/fnins.2017.00482",2017-08-31,"Deceptive but not honest manipulative actions are associated with increased interaction between middle and inferior frontal gyri","frontiers in neuroscience",NA,"J","ar",5,"Control"
"10.1101/076463","10.1371/journal.pone.0174963",2017-05-03,"Approximation of Nash equilibria and the network community structure detection problem","plos one",NA,"J","ar",3,"Control"
"10.1101/076521","10.1371/journal.pone.0169101",2017-01-09,"Temporal changes in invasive group B streptococcus serotypes: Implications for vaccine development","plos one",NA,"J","ar",7,"Control"
"10.1101/076554","10.1371/journal.pone.0178062",2017-05-25,"Temporal dynamics of online petitions","plos one",NA,"J","ar",3,"Control"
"10.1101/076653","10.1016/j.celrep.2017.08.020",2017-08-29,"NEIL3 Repairs Telomere Damage during S Phase to Secure Chromosome Segregation at Mitosis","cell reports",13,"J","ar",8,"Control"
"10.1101/076703","10.7554/elife.21052",2017-01-10,"Embryonic origin of adult stem cells required for tissue homeostasis and regeneration","elife",NA,"J","ar",10,"Control"
"10.1101/076919","10.1371/journal.pone.0169054",2017-01-09,"Ubiquitin accumulation on disease associated protein aggregates is correlated with nuclear ubiquitin depletion, histone De-ubiquitination and impaired DNA damage response","plos one",NA,"J","ar",7,"Control"
"10.1101/076927","10.1371/journal.pone.0177877",2017-05-22,"Directed evolution to improve the catalytic efficiency of urate oxidase from Bacillus subtilis","plos one",NA,"J","ar",8,"Control"
"10.1101/076935","10.1016/j.celrep.2016.12.038",2017-01-10,"Infection Programs Sustained Lymphoid Stromal Cell Responses and Shapes Lymph Node Remodeling upon Secondary Challenge","cell reports",13,"J","ar",13,"Control"
"10.1101/076992","10.1038/srep40752",2017-01-19,"Predicting Drug Combination Index and Simulating the Network-Regulation Dynamics by Mathematical Modeling of Drug-Targeted EGFR-ERK Signaling Pathway","scientific reports",NA,"J","ar",3,"Control"
"10.1101/077065","10.1371/journal.pone.0177896",2017-06-01,"Genomic abundance is not predictive of tandem repeat localization in grass genomes","plos one",NA,"J","ar",8,"Control"
"10.1101/077099","10.3389/fnins.2017.00691",2017-12-07,"Anodal transcranial direct current stimulation increases bilateral directed brain connectivity during motor-imagery based brain-computer interface control","frontiers in neuroscience",NA,"J","ar",4,"Control"
"10.1101/077305","10.1038/s41598-017-00340-3",2017-03-15,"Complete genomic and ultrastructural analysis of a Nam Dinh virus isolated from Culex pipiens quinquefasciatus in China","scientific reports",NA,"J","ar",8,"Control"
"10.1101/077354","10.7554/elife.21738",2017-01-03,"Exploring new horizons","elife",NA,"J","ar",2,"Control"
"10.1101/077461","10.3389/fnins.2017.00510",2017-09-08,"A novel feature-map based ICA model for identifying the individual, intra/inter-group brain networks across multiple fMRI datasets","frontiers in neuroscience",NA,"J","ar",5,"Control"
"10.1101/077537","10.1098/rsos.170117",2017-03-29,"Invasive Drosophila suzukii facilitates Drosophila melanogaster infestation and sour rot outbreaks in the vineyards","royal society open science",NA,"J","ar",7,"Control"
"10.1101/077552","10.1371/journal.pone.0180150",2017-07-10,"On the core bacterial flora of Ixodes persulcatus (Taiga tick)","plos one",NA,"J","ar",8,"Control"
"10.1101/077651","10.1038/s41598-017-18221-0",2017-12-14,"Complementation of a mutation in CpSRP43 causing partial truncation of light-harvesting chlorophyll antenna in Chlorella vulgaris","scientific reports",NA,"J","ar",8,"Control"
"10.1101/077743","10.1038/s41598-017-00107-w",2017-02-28,"Amplification on undirected population structures: Comets beat stars","scientific reports",NA,"J","ar",4,"Control"
"10.1101/077818","10.1371/journal.pbio.2001741",2017-04-18,"Multidrug-resistant bacteria compensate for the epistasis between resistances","plos biology",NA,"J","ar",4,"Control"
"10.1101/077826","10.1038/ncomms13522",2016-12-01,"UVR2 ensures transgenerational genome stability under simulated natural UV-B in Arabidopsis thaliana","nature communications",NA,"J","ar",6,"Control"
"10.1101/077883","10.1371/journal.pone.0168638",2017-03-02,"Targeting gene expression to specific cells of kidney tubules in vivo, using adenoviral promoter fragments","plos one",NA,"J","ar",11,"Control"
"10.1101/077891","10.1016/j.neuron.2017.07.025",2017-08-16,"TIA1 Mutations in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia Promote Phase Separation and Alter Stress Granule Dynamics","neuron",815999999193,"J","ar",42,"Control"
"10.1101/077966","10.7554/elife.23061",2017-02-03,"Modelling primaquine-induced haemolysis in G6PD deficiency","elife",NA,"J","ar",5,"Control"
"10.1101/078055","10.1016/j.cub.2017.10.017",2017-11-16,"Auditory Sensitivity and Decision Criteria Oscillate at Different Frequencies Separately for the Two Ears","current biology",3645358,"J","ar",5,"Control"
"10.1101/078097","10.1523/jneurosci.3213-16.2017",2017-03-07,"Constant light desynchronizes olfactory versus object and visuospatial recognition memory performance","journal of neuroscience",13,"J","ar",11,"Control"
"10.1101/078162","10.7554/elife.27991",2017-08-25,"Aneuploidy as a cause of impaired chromatin silencing and mating-type specification in budding yeast","elife",NA,"J","ar",14,"Control"
"10.1101/078170","10.7717/peerj.2931",2017-02-09,"Molecular characterization and genetic diversity of Jatropha curcas L. in Costa Rica","peerj",NA,"J","ar",8,"Control"
