"PREPRINT_DOI","ARTICLE_DOI","COUNTRYCODE","INSTITUTION_FULL"
"10.1101/160861","10.1038/ng.3978","CHN","Peking Union Medical College, Chinese Academy of Medical Sciences, National Center for Cardiovascular Diseases"
"10.1101/160861","10.1038/ng.3978","USA","University of Michigan, Department of Human Genetics"
"10.1101/160861","10.1038/ng.3978","USA","University of Michigan, Department of Internal Medicine, Division of Cardiovascular Medicine"
"10.1101/161000","10.1073/pnas.1714895114","USA","Indiana University, Department of Biology"
"10.1101/161000","10.1073/pnas.1714895114","ARG","Universidad Nacional del Comahue?CONICET, INIBIOMA"
"10.1101/161109","10.1073/pnas.1707564114","SAU","King Abdullah University of Science and Technology, Clean Combustion Research Center"
"10.1101/161117","10.1016/j.ympev.2017.08.019","ESP","Universidad de Vigo, Facultad de Biologia, Genetica e Inmunologia"
"10.1101/161182","10.1038/s41477-017-0065-x","AUS","Australian National University, Research School of Biology and ARC Centre of Excellence for Translational Photosynthesis"
"10.1101/161380","10.1111/1365-2656.12778","USA","University of Alaska Anchorage, Department of Biological Sciences"
"10.1101/161380","10.1111/1365-2656.12778","USA","Southern Illinois University, Department of Zoology"
"10.1101/161448","10.1016/j.compbiolchem.2017.05.010","CHN","Shaanxi Normal University, College of Life Science"
"10.1101/161596","10.1242/jeb.162289","CAN","University of British Columbia, Department of Zoology"
"10.1101/161752","10.1111/acel.12661","FIN","University of Jyvaskyla, Gerontology Research Center, Faculty of Sport and Health Sciences"
"10.1101/161935","10.1155/2017/2727686","CHN","Taishan Medical University, College of Radiology"
"10.1101/161935","10.1155/2017/2727686","CHN","Taishan Medical University, College of Information and Engineering"
"10.1101/162081","10.1038/cr.2017.87","CAN","University of Ottawa, Faculty of Medicine, Department of Cellular and Molecular Medicine"
"10.1101/162081","10.1038/cr.2017.87","CAN","Ottawa Hospital, Ottawa Hospital Research Institute, Regenerative Medicine Program"
"10.1101/162107","10.1098/rspb.2017.2210","USA","Yale University, School of Forestry and Environmental Studies"
"10.1101/162107","10.1098/rspb.2017.2210","USA","Utah State University, Department of Biology"
"10.1101/162180","10.1093/nar/gkx1063","USA","University of Cincinnati, University of Miami, Icahn School of Medicine at Mount Sinai"
"10.1101/162180","10.1093/nar/gkx1063","USA","University of Miami, Center for Computational Science"
"10.1101/162263","10.3389/fncir.2017.00079","FRA","CNRS UMR 5292, INSERM U1028, Universite Claude Bernard Lyon 1"
"10.1101/162438","10.1111/jfs.12414","IRN","Shahid Beheshti University of Medical Sciences, Faculty of Nutrition Sciences and Food Technology, National Nutrition and Food Technology Research Institute"
"10.1101/162719","10.1016/j.cbpa.2017.08.009","USA","University of Miami, Rosenstiel School of Marine and Atmospheric Science, Department of Marine Biology and Ecology"
"10.1101/162727","10.1002/ece3.3608","USA","MPG Ranch"
"10.1101/162768","10.1021/acssynbio.7b00167","DEU","Forschungszentrum Julich, IBG-1: Biotechnology, Institute of Bio- and Geosciences"
"10.1101/162800","10.1016/j.virol.2017.07.017","USA","Harvard TH Chan School of Public Health, Department of Immunology and Infectious Diseases"
"10.1101/162859","10.1158/0008-5472.can-17-0336","USA","Brigham and Women's Hospital, Department of Radiology"
"10.1101/162859","10.1158/0008-5472.can-17-0336","USA","Harvard University, Harvard Medical School"
"10.1101/162974","10.1073/pnas.1711088114","USA","Washington University School of Medicine, Department of Developmental Biology"
"10.1101/162990","10.1039/c7ib00086c","CAN","University of Manitoba, Department of Physics and Astronomy"
"10.1101/163048","10.1186/s12862-017-1056-2","DEU","Max-Planck-Institute for Biophysical Chemistry, Department of NMR-based Structural Biology, Group Systems Biology of Motor Proteins"
"10.1101/163170","10.1021/acschembio.7b00581","USA","Scripps Research Institute, Skaggs Institute for Chemical Biology, Department of Molecular Medicine"
"10.1101/163204","10.1038/cr.2017.112","USA","NIH, NHLBI, Division of Intramural Research"
"10.1101/163204","10.1038/cr.2017.112","CHN","Third Military Medical University, Institute of Immunology PLA"
"10.1101/163204","10.1038/cr.2017.112","CHN","Third Military Medical University, Department of Pathophysiology and High Altitude Pathology"
"10.1101/163295","10.1073/pnas.1708261114","USA","State University of New York College of Optometry, Department of Biological and Vision Sciences"
"10.1101/163410","10.1186/s12859-017-1839-x","BRA","Department of Biochemistry and Molecular Biology, Campus Universitario, Universidade Federal de Vicosa"
"10.1101/163410","10.1186/s12859-017-1839-x","BRA","Department of Informatics, Universidade Federal de Vicosa"
"10.1101/163469","10.1089/zeb.2017.1508","DEU","Karlsruhe Institute of Technology (KIT), Safety and Environment"
"10.1101/163501","10.1016/j.bpj.2017.08.037","USA","Rice University, Center for Theoretical Biological Physics"
"10.1101/163519","10.1186/s13072-017-0156-y","USA","University of Rochester Medical Center, Department of Biochemistry and Biophysics"
"10.1101/163576","10.1534/g3.117.300347","CHN","Tianjin University, School of Chemical Engineering and Technology, Key Laboratory of Systems Bioengineering (Ministry of Education)"
"10.1101/163576","10.1534/g3.117.300347","CHN","Tianjin University, Collaborative Innovation Center of Chemical Science and Engineering, SynBio Research Platform"
"10.1101/163576","10.1534/g3.117.300347","USA","NYU Langone Health, Institute for Systems Genetics"
"10.1101/163626","10.1186/s12864-017-4180-x","CHN","Yangzhou University, College of Horticulture and Plant Protection"
"10.1101/163634","10.1186/s12859-017-1810-x","KOR","Department of Statistics, Ewha Womans University"
"10.1101/163733","10.1128/aac.01425-17","NPL","Tribhuvan University, Institute of Medicine, Department of Microbiology"
"10.1101/163758","10.1016/j.neuroimage.2017.12.070","USA","University of Pittsburgh School of Medicine, Department of Radiology"
"10.1101/163758","10.1016/j.neuroimage.2017.12.070","USA","Mayo Clinic, Department of Radiology"
"10.1101/163832","10.1534/g3.117.300393","CHN","Chongqing Normal University, College of Life Sciences, Institute of Entomology and Molecular Biology"
"10.1101/163832","10.1534/g3.117.300393","CHN","Chongqing University, School of Life Sciences, Key Lab of Genetic Function and Regulation in Chongqing"
"10.1101/163873","10.1111/nph.14952","CHN","Northwest A&F University, College of Horticulture, State Key Laboratory of Crop Stress Biology for Arid Areas"
"10.1101/163915","10.1186/s12859-017-1815-5","ITA","Parassitarie e Immunomediate, Dipartimento di Malattie Infettive, Istituto Superiore di Sanita"
"10.1101/163964","10.3389/fgene.2017.00143","PRT","University of Minho, PT Associate Laboratory ICVS/3B's"
"10.1101/163964","10.3389/fgene.2017.00143","PRT","University of Minho, School of Medicine, Life and Health Sciences Research Institute (ICVS)"
"10.1101/163972","10.1002/pro.3328","USA","National Cancer Institute at Frederick, Center for Cancer Research, Macromolecular Crystallography Laboratory"
"10.1101/164020","10.1016/j.devcel.2017.11.024","GBR","University of Edinburgh, MRC Institute of Genetics and Molecular Medicine, Edinburgh Cancer Research UK Centre"
"10.1101/164145","10.1099/mic.0.000574","JPN","Hiroshima University, Global Career Design Center"
"10.1101/164145","10.1099/mic.0.000574","JPN","Hiroshima University, Graduate School of Advanced Sciences of Matter, Department of Molecular Biotechnology"
"10.1101/164178","10.1007/s00018-017-2687-6","CHN","Nanjing University, Jiangsu Key Laboratory of Molecular Medicine"
"10.1101/164178","10.1007/s00018-017-2687-6","CHN","Nanjing University, Medical School, Immunology and Reproduction Biology Laboratory & State Key Laboratory of Analytical Chemistry for Life Science"
"10.1101/164236","10.3390/e19100558","FRA","Grand Hopital de l'Est Francilien, Centre de Recherche Clinique"
"10.1101/164327","10.1002/hbm.23932","USA","Utah State University, Department of Psychology"
"10.1101/164483","10.1186/s12859-017-1834-2","CHN","Department of Computer Science and Technology, Soochow University"
"10.1101/164491","10.1371/journal.pntd.0005958","USA","University of Wisconsin - Madison, Department of Pathobiological Sciences"
"10.1101/164533","10.18632/oncotarget.21907","CHN","Chongqing University, College of Bioengineering, Ministry of Education"
"10.1101/164533","10.18632/oncotarget.21907","CHN","State and Local Joint Engineering Laboratory for Vascular Implants"
"10.1101/164566","10.1080/20423489.2017.1408178","GBR","Lund University, The Biological Museum, Department of Biology"
"10.1101/164590","10.1038/nmeth.4535","NLD","Netherlands Cancer Institute, Division of Molecular Pathology and Cancer Genomics Netherlands"
"10.1101/164657","10.1016/j.str.2017.10.008","GBR","University of Sheffield, Department of Molecular Biology and Biotechnology"
"10.1101/164665","10.1111/1462-2920.14014","USA","University of Florida, Genetics Institute"
"10.1101/164665","10.1111/1462-2920.14014","USA","University of Florida, Institute of Food and Agricultural Sciences, Department of Microbiology and Cell Science"
"10.1101/164772","10.1186/s12711-017-0369-3","NOR","Norwegian University of Life Sciences"
"10.1101/164855","10.1093/bioinformatics/btx703","USA","College of Life Sciences, Ministry of Education, Breeding and Multiple Utilization of Crops"
"10.1101/164855","10.1093/bioinformatics/btx703","CHN","Fujian Agriculture and Forestry University, Fujian Key Laboratory of Crop Breeding by Design"
"10.1101/164996","10.1091/mbc.e17-02-0093","DEU","University of Tubingen, Interfaculty Institute of Biochemistry"
"10.1101/165175","10.1186/s12864-017-4059-x","CHN","The Key Laboratory for Silviculture and Conservation of Ministry of Education, Beijing Forestry University"
"10.1101/165258","10.1186/s12859-017-1765-y","FRA","CNES"
"10.1101/165258","10.1186/s12859-017-1765-y","FRA","Campus de Beaulieu, Inria"
"10.1101/165282","10.1007/s00442-017-4019-9","USA","University of Oklahoma, Department of Biology"
"10.1101/165357","10.1371/journal.pcbi.1005824","FIN","Aalto University School of Science, Department of Computer Science"
"10.1101/165373","10.1007/s00401-017-1782-y","ESP","Parque tecnologico de Bizkaia, CIC bioGUNE"
"10.1101/165381","10.1128/mbio.01456-17","USA","University of North Carolina at Chapel Hill, Department of Microbiology and Immunology"
"10.1101/165415","10.1074/jbc.m117.806604","USA","National Institutes of Health, NIEHS, Reproductive and Developmental Biology Laboratory"
"10.1101/165480","10.1111/nph.14831","BEL","Ghent University, Faculty of Bioscience Engineering, Department of Applied Ecology and Environmental Biology"
"10.1101/165480","10.1111/nph.14831","ESP","Technical University of Madrid, E.T.S. Forestry Engineering, Forest Genetics and Ecophysiology Research Group"
"10.1101/165563","10.1016/j.neuroimage.2017.10.036","FRA","Inst Neurosci Syst, INS, INSERM"
"10.1101/165589","10.1128/iai.00607-17","GBR","University of Liverpool, Institute of Infection and Global Health, Department of Infection Biology"
"10.1101/165654","10.3390/ijms18081799","CHN","Nanjing Agricultural University, College of Animal Science and Technology"
"10.1101/165746","10.18632/oncotarget.23079","KOR","Sookmyung Women's University, Department of Biological Sciences"
"10.1101/165761","10.1167/17.12.14","NLD","Utrecht University, Department of Experimental Psychology"
"10.1101/165878","10.1186/s12859-017-1809-3","BEL","Bioinformatics Institute Ghent (BIG)"
"10.1101/165878","10.1186/s12859-017-1809-3","BEL","Pxlence"
"10.1101/165878","10.1186/s12859-017-1809-3","BEL","Center for Medical Genetics, Ghent University"
"10.1101/165878","10.1186/s12859-017-1809-3","BEL","Cancer Research Institute Ghent (CRIG)"
"10.1101/166041","10.1128/jvi.01094-17","CHN","Wuhan University, College of Life Sciences, State Key Laboratory of Virology"
"10.1101/166058","10.1158/0008-5472.can-17-0686","CHN","Fourth Hospital of Harbin Medical University, Department of Urology"
"10.1101/166058","10.1158/0008-5472.can-17-0686","USA","Mayo Clinic College of Medicine, Department of Biochemistry and Molecular Biology"
"10.1101/166074","10.3389/fimmu.2017.01197","USA","The University of Texas Health Science Center at San Antonio, Immunology and Molecular Genetics, Department of Microbiology"
"10.1101/166074","10.3389/fimmu.2017.01197","USA","Texas Biomedical Research Institute, Department of Virology and Immunology"
"10.1101/166231","10.1038/s41559-017-0348-7","NLD","University of Amsterdam, Institute for Biodiversity and Ecosystem Dynamics (IBED)"
"10.1101/166272","10.1074/jbc.ra117.000964","USA","University of Rochester School of Medicine, Department of Pharmacology and Physiology"
"10.1101/166348","10.1186/s12859-017-1815-5","ITA","Parassitarie e Immunomediate, Dipartimento di Malattie Infettive, Istituto Superiore di Sanita"
"10.1101/166355","10.1534/g3.117.300537","FRA","Universite Paris-Saclay, University of Paris-Sud, CNRS"
"10.1101/166405","10.1002/acn3.449","GBR","Charing Cross Hospital Campus, Imperial College, Division of Brain Sciences"
"10.1101/166470","10.1242/jeb.167395","CAN","University of Calgary, Faculty of Science, Department of Biological Sciences"
"10.1101/166470","10.1242/jeb.167395","NLD","University of Amsterdam"
"10.1101/166595","10.15252/msb.20177840","BEL","Ghent University, Department of Plant Biotechnology and Bioinformatics"
"10.1101/166595","10.15252/msb.20177840","BEL","VIB Center for Plant Systems Biology"
"10.1101/166637","10.1093/nar/gkx1213","USA","Gene Expression and regulation program, Wistar Institute"
"10.1101/166694","10.3389/fpls.2017.01623","CHN","Shaanxi Normal University, School of Life Sciences"
"10.1101/166694","10.3389/fpls.2017.01623","CHN","Chinese Academy of Agricultural Sciences, Institute of Plant Protection, State Key Laboratory for Biology of Plant Diseases and Insect Pests"
"10.1101/167163","10.1073/pnas.1620045114","ISR","Technion?Israel Institute of Technology, Viterbi Faculty of Electrical Engineering"
"10.1101/167270","10.3389/fphys.2017.01074","SWE","Boson-Swedish Sports Confederation, Elite Performance Centre"
"10.1101/167270","10.3389/fphys.2017.01074","SWE","The Swedish School of Sport and Health Sciences, ?strand Laboratory"
"10.1101/167767","10.1038/ng.3978","CHN","Peking Union Medical College, Chinese Academy of Medical Sciences, National Center for Cardiovascular Diseases"
"10.1101/167767","10.1038/ng.3978","USA","University of Michigan, Department of Human Genetics"
"10.1101/167767","10.1038/ng.3978","USA","University of Michigan, Department of Internal Medicine, Division of Cardiovascular Medicine"
"10.1101/167825","10.1016/j.jtbi.2017.08.007","CHN","Harbin University, School of Information Engineering"
"10.1101/167890","10.1111/nph.14849","JPN","Okayama University, Graduate School of Environmental and Life Science"
"10.1101/167890","10.1111/nph.14849","JPN","RIKEN Center for Sustainable Resource Science, Biomass Engineering Research Division, Cellulose Production Research Team"
"10.1101/167932","10.1105/tpc.17.00440","FRA","Station Biologique de Roscoff, Integrative Biology of Marine Models, UMR 8227"
"10.1101/167999","10.4049/jimmunol.1701087","USA","College of Medicine, University of Cincinnati, Allergy and Rheumatology"
"10.1101/168021","10.1186/s40462-017-0111-3","FRA","Sciences et Technologies Halieutiques, Ifremer"
"10.1101/168039","10.1039/c7ib00116a","USA","School of Biomedical Engineering and Sciences, Virginia Tech-Wake Forest University"
"10.1101/168047","10.1016/j.jtbi.2017.11.014","AUS","The University of Adelaide, School of Mathematical Sciences"
"10.1101/168310","10.1111/evo.13415","USA","Iowa State University, and Organismal Biology, Evolution"
"10.1101/168310","10.1111/evo.13415","USA","Iowa State University, Department of Statistics"
"10.1101/168369","10.1016/j.chembiol.2017.11.009","FIN","University of Helsinki, Institute for Molecular Medicine Finland (FIMM)"
"10.1101/168369","10.1016/j.chembiol.2017.11.009","FIN","University of Turku, Department of Mathematics and Statistics"
"10.1101/168385","10.1007/s10827-017-0672-6","USA","University of Pennsylvania, Department of Bioengineering"
"10.1101/168385","10.1007/s10827-017-0672-6","USA","Harvard University and the Massachusetts Institute of Technology, Broad Institute"
"10.1101/168484","10.1128/jvi.01239-17","CAN","Ontario Institute for Cancer Research"
"10.1101/168518","10.15252/embr.201744570","ITA","University of Bologna, Department of Veterinary Medical Sciences (DIMEVET)"
"10.1101/168807","10.1242/dev.146522","FRA","CNRS UMR3738, Institut Pasteur, Department of Developmental and Stem Cell Biology"
"10.1101/168823","10.1158/0008-5472.can-16-2597","CHN","Chinese Academy of Sciences, Kunming Institute of Zoology, Chinese Academy of Sciences and Yunnan Province"
"10.1101/168823","10.1158/0008-5472.can-16-2597","CHN","Sichuan University, College of Life Sciences, Key Laboratory of Bio-resources and Eco-environment"
"10.1101/168898","10.1371/journal.pcbi.1005847","JPN","The University of Tokyo, Graduate School of Arts and Sciences, Department of Basic Science"
"10.1101/168906","10.1038/s41588-017-0012-9","USA","DOE Joint Genome Institute"
"10.1101/168914","10.1186/s13321-017-0230-2","DEU","University of Technology Braunschweig, Institute of Medicinal and Pharmaceutical Chemistry"
"10.1101/169003","10.1016/j.neuroimage.2017.11.004","CAN","Western University, Department of Psychology, The Brain and Mind Institute"
"10.1101/169003","10.1016/j.neuroimage.2017.11.004","CAN","University of Toronto, Department of Psychology"
"10.1101/169151","10.1038/s41562-017-0129","USA","Feinberg School of Medicine, Northwestern University"
"10.1101/169151","10.1038/s41562-017-0129","USA","Rehabilitation Institute of Chicago"
"10.1101/169151","10.1038/s41562-017-0129","GBR","University College London, Wellcome Trust Centre for Neuroimaging"
"10.1101/169169","10.1038/s41477-017-0021-9","GBR","Cambridge University, Sainsbury Laboratory"
"10.1101/169177","10.1093/bioinformatics/btx713","JPN","Research Organization of Information and Systems, National Institute of Genetics, Center for Information Biology"
"10.1101/169185","10.1042/bcj20170527","GBR","University of Oxford, Structural Genomics Consortium"
"10.1101/169433","10.1128/jvi.00923-17","USA","Duke University School of Medicine, Duke Human Vaccine Institute"
"10.1101/169474","10.1534/genetics.117.300457","USA","University of Tennessee Health Science Center, Immunology and Biochemistry, Department of Microbiology"
"10.1101/169482","10.1186/s13068-017-0950-6","GBR","University of York, Department of Biology"
"10.1101/169508","10.1371/journal.pgen.1007128","USA","Stony Brook University, Graduate Program in Molecular and Cellular Pharmacology"
"10.1101/169508","10.1371/journal.pgen.1007128","USA","Stony Brook University, Medical Scientist Training Program (MSTP)"
"10.1101/169508","10.1371/journal.pgen.1007128","USA","Stony Brook University, Department of Pharmacological Sciences"
"10.1101/169680","10.1093/neuonc/nox179","USA","Genentech Inc."
"10.1101/169748","10.1186/s12864-017-4341-y","CHN","Yangzhou University, College of Horticulture and Plant Protection"
"10.1101/169755","10.1186/s13058-017-0912-8","USA","Department of Medicine and the Cancer Center, University of Florida Health"
"10.1101/169813","10.1093/infdis/jix610","USA","National Institutes of Health, National Institute of Allergy and Infectious Diseases, Division of Intramural Research"
"10.1101/169813","10.1093/infdis/jix610","USA","Bloomberg School of Public Health, Department of Epidemiology"
"10.1101/169912","10.1371/journal.pgen.1007088","USA","University of California Santa Cruz, Cell and Developmental Biology, Department of Molecular"
"10.1101/169938","10.1080/23299460.2017.1365232","USA","North Carolina State University, Genetic Engineering and Society Center"
"10.1101/169938","10.1080/23299460.2017.1365232","USA","North Carolina State University, Biological Sciences"
"10.1101/169953","10.1073/pnas.1712155114","CHE","Eidgenossische Technische Hochschule Zurich, Department of Chemistry and Applied Biosciences"
"10.1101/169953","10.1073/pnas.1712155114","CHE","Universita della Svizzera Italiana, Institute of Computational Sciences"
"10.1101/170027","10.1371/journal.pcbi.1005793","USA","University of Maryland, Center for Bioinformatics and Computational Biology"
"10.1101/170043","10.1242/dev.155978","USA","University of Miami Miller School of Medicine, Department of Cell Biology"
"10.1101/170175","10.1091/mbc.e17-01-0031","USA","University of Colorado School of Medicine, Linda Crnic Institute for Down Syndrome"
"10.1101/170175","10.1091/mbc.e17-01-0031","USA","Rocky Mountain Alzheimer?s Disease Center, Department of Neurology"
"10.1101/170175","10.1091/mbc.e17-01-0031","USA","Anschutz Medical Campus, University of Colorado, Neuroscience Program"
"10.1101/170258","10.1016/j.agrformet.2017.11.019","CHN","Institute for Global Change Research, Department of Earth System Science, Ministry of Education Key Laboratory for Earth System Modeling"
"10.1101/170258","10.1016/j.agrformet.2017.11.019","CHN","Tsinghua University, Graduate School at Shenzhen, Dvision of Ocean Science and Technology"
"10.1101/170282","10.1016/j.jconrel.2017.10.023","USA","Inc., Suono Bio"
"10.1101/170282","10.1016/j.jconrel.2017.10.023","USA","Massachusetts Institute of Technology, The David H. Koch Institute for Integrative Cancer Research"
"10.1101/170282","10.1016/j.jconrel.2017.10.023","USA","Massachusetts Institute of Technology, Department of Chemical Engineering"
"10.1101/170340","10.1016/j.bbagen.2017.08.001","ITA","University of Naples Federico II, Department of Chemical Sciences"
"10.1101/170746","10.1016/j.virol.2017.10.011","USA","Harvard Medical School, Department of Microbiology and Immunobiology"
"10.1101/170795","10.1128/mcb.00216-17","DEU","Mammalian Cell Signaling Laboratory, Max Planck Institute for Molecular Biomedicine"
"10.1101/170910","10.1021/acssynbio.7b00318","CHN","Chinese Academy of Agricultural Sciences, Institute of Plant Protection, State Key Laboratory for Biology of Plant Diseases and Insect Pests"
"10.1101/170910","10.1021/acssynbio.7b00318","CHN","Chinese Academy of Sciences, Institute of Microbiology, State Key Laboratory of Microbial Resources"
"10.1101/170977","10.1242/dev.154807","ESP","Universitat de Barcelona, Departament de F?sica de la Materia Condensada"
"10.1101/170977","10.1242/dev.154807","FRA","Laboratoire de Physique Statistique de l?ENS"
"10.1101/170977","10.1242/dev.154807","FRA","Institut Pasteur, Department of Developmental and Stem Cell Biology"
"10.1101/171108","10.3389/fgene.2017.00145","USA","Wayne State University, C.S. Mott Center for Human Growth and Development, Department of Pharmacology"
"10.1101/171280","10.1074/jbc.m117.806307","KOR","Brain Korea 21 PLUS Project for Medical Science, Institute for Immunology and Immunological Diseases, Department of Microbiology and Immunology"
"10.1101/171298","10.1002/minf.201700080","BRA","Federal University of Lavras (UFLA), Department of Chemistry (DQI)"
"10.1101/171488","10.1016/j.nbd.2017.10.015","SWE","Karolinska Institutet, Department of Neuroscience"
"10.1101/171611","10.1111/1755-0998.12728","ESP","Institut de Biologia Evolutiva (Universitat Pompeu Fabra/CSIC), Departament de Ciencies Experimentals i de la Salut"
"10.1101/171736","10.1016/j.phrs.2017.12.025","POL","Medical University of Warsaw, Laboratory of the Centre for Preclinical Research, Department of Experimental Physiology and Pathophysiology"
"10.1101/171769","10.1186/s13227-017-0079-5","USA","Oregon Institute of Marine Biology, University of Oregon"
"10.1101/171934","10.1038/ismej.2017.195","USA","University of Minnesota, Evolution and Behavior, Department of Ecology"
"10.1101/171975","10.1534/g3.117.300317","USA","Purdue University, Department of Biological Sciences"
"10.1101/171975","10.1534/g3.117.300317","USA","Texas Christian University, Department of Biology"
"10.1101/172122","10.1016/j.neuroimage.2017.10.059","DEU","Humboldt-Universitat zu Berlin, Berlin School of Mind and Brain"
"10.1101/172122","10.1016/j.neuroimage.2017.10.059","DEU","Freie Universitat Berlin, Department of Education and Psychology, Neurocomputation and Neuroimaging Unit (NNU)"
"10.1101/172148","10.1016/j.neuroimage.2017.12.085","GBR","University of Manchester, School of Biological Sciences, Division of Neuroscience and Experimental Psychology"
"10.1101/172254","10.1128/aem.01049-17","USA","Oak Ridge National Laboratory, Biosciences Division"
"10.1101/172478","10.1177/2472630317745780","DEU","Karlsruhe Institute of Technology (KIT), Institute for Applied Computer Science"
"10.1101/172494","10.1073/pnas.1619119114","USA","LAC+USC Medical Center, Department of Pathology and Laboratory Medicine"
"10.1101/172494","10.1073/pnas.1619119114","USA","Cedars-Sinai Medical Center, Department of Hematology and Oncology"
"10.1101/172668","10.15252/embj.201798099","GBR","University of Dundee, School of Life Sciences, MRC Protein Phosphorylation and Ubiquitylation Unit"
"10.1101/172742","10.1016/j.str.2017.11.003","CAN","University of British Columbia, Department of Biochemistry and Molecular Biology"
"10.1101/172742","10.1016/j.str.2017.11.003","CAN","The Hospital for Sick Children, Molecular Medicine"
"10.1101/172775","10.3389/fmicb.2017.02558","CHN","Fujian Agriculture and Forestry University, College of Animal Sciences, Key Laboratory of Fujian-Taiwan Animal Pathogen Biology"
"10.1101/172866","10.1016/j.neuroimage.2017.08.066","DEU","Carl Gustav Carus Faculty of Medicine, Department of Child and Adolescent Psychiatry, Cognitive Neurophysiology"
"10.1101/172866","10.1016/j.neuroimage.2017.08.066","NLD","Leiden University, Cognitive Psychology Unit and Leiden Institute for Brain and Cognition"
"10.1101/172932","10.1093/nar/gkx1214","FIN","University of Eastern Finland, A.I. Virtanen Institute for Molecular Sciences"
"10.1101/173104","10.3389/fmicb.2017.02226","CHN","Huaiyin Normal University, Jiangsu Key Laboratory for Eco-Agricultural Biotechnology around Hongze Lake"
"10.1101/173286","10.1128/msphere.00475-17","USA","The State University of New Jersey, Rutgers, New Jersey Medical School"
"10.1101/173344","10.1073/pnas.1711472115","NLD","KWR Water Cycle Research Institute, Geohydrology Unit"
"10.1101/173344","10.1073/pnas.1711472115","NLD","Utrecht University, Earth Sciences Department"
"10.1101/173344","10.1073/pnas.1711472115","NLD","Utrecht University, Copernicus Institute of Sustainable Development"
"10.1101/173351","10.1093/infdis/jix547","USA","University of North Carolina, Department of Microbiology and Immunology, Lineberger Comprehensive Cancer Center"
"10.1101/173476","10.1093/femsec/fix158","NOR","Biotechnology and Food science Department (KBM), Norwegian University of Life Sciences Chemistry"
"10.1101/173609","10.1111/tra.12534","CHN","Xiamen University, School of Life Sciences, Innovation Center for Cell Signaling Network"
"10.1101/173823","10.1128/msystems.00074-17","FRA","CNRS UMR 3525"
"10.1101/173823","10.1128/msystems.00074-17","FRA","Unite Ecologie et Evolution de la Resistance Aux Antibiotiques, Institut Pasteur"
"10.1101/173823","10.1128/msystems.00074-17","FRA","Universite Pierre et Marie Curie"
"10.1101/173963","10.1371/journal.pntd.0005925","DEU","Charite University Medicine, Institute of Microbiology and Hygiene"
"10.1101/174102","10.1534/g3.117.300138","USA","West Virginia University, Department of Biology"
"10.1101/174227","10.1186/s12864-017-4201-9","CHN","College of Animal Science and Veterinary Medicine, Shandong Provincial Key Laboratory of Animal Biotechnology and Disease Control and Prevention, Shandong Agricultural University"
"10.1101/174227","10.1186/s12864-017-4201-9","CHN","Shandong Provincial Key Laboratory of Animal Disease Control and Breeding, Shandong Academy of Agricultural Sciences, Institute of Animal Science and Veterinary Medicine"
"10.1101/174235","10.1128/jvi.01377-17","USA","University of California, Department of Molecular Biology and Biochemistry"
"10.1101/174235","10.1128/jvi.01377-17","USA","University of California, Center for Virus Research"
"10.1101/174235","10.1128/jvi.01377-17","USA","University of California, Division of Infectious Diseases"
"10.1101/174235","10.1128/jvi.01377-17","USA","University of California, Institute for Immunology"
"10.1101/174235","10.1128/jvi.01377-17","USA","University of California, Cancer Research Institute"
"10.1101/174292","10.1073/pnas.1710966114","USA","Columbia University, Columbia Business School"
"10.1101/174441","10.1002/jms.4056","PRT","University of Aveiro, Department of Chemistry & QOPNA, Mass Spectrometry Centre"
"10.1101/174581","10.1534/g3.117.300076","DEU","University of Hohenheim, Seed Science and Population Genetics, Institute of Plant Breeding"
"10.1101/174623","10.1371/journal.pgen.1007046","GBR","University of Bristol, School of Biological Sciences"
"10.1101/174714","10.1371/journal.pcbi.1005883","GBR","University of Cambridge, Department of Eneqgineering"
"10.1101/174722","10.1128/msphere.00390-17","AUS","La Trobe University, La Trobe Institute for Molecular Science, Department of Biochemistry and Genetics"
"10.1101/174870","10.1039/c7em00181a","CAN","University of Toronto, Department of Chemistry"
"10.1101/175273","10.1088/1478-3975/aa93b8","TUR","Istanbul University, Department of Internal Medicine, Division of Rheumatology"
"10.1101/175547","10.1038/nsmb.3474","USA","University of Colorado Denver, Department of Pharmacology"
"10.1101/175547","10.1038/nsmb.3474","USA","Rutgers Cancer Institute of New Jersey"
"10.1101/175562","10.1128/mbio.01272-17","POL","Polish Academy of Sciences, Hirszfeld Institute of Immunology and Experimental Therapy, Laboratory of Molecular Biology of Microorganisms"
"10.1101/175638","10.1371/journal.pcbi.1005716","CAN","McGill University, Department of Physiology"
"10.1101/175646","10.1371/journal.ppat.1006675","USA","University of California, Molecular Biology Institute"
"10.1101/175943","10.1093/nar/gkx1299","DEU","Freie Universitat Berlin, Chemistry and Biochemistry Institute"
"10.1101/175943","10.1093/nar/gkx1299","DEU","Max Delbruck Center for Molecular Medicine, Macromolecular Structure and Interaction"
"10.1101/175984","10.1093/femsyr/fox070","ESP","Instituto de Investigaciones Biomedicas 'Alberto Sols' CSIC-UAM"
"10.1101/176073","10.1101/gr.226019.117","USA","University of Texas Southwestern Medical Center, Department of Obstetrics and Gynecology, Division of Basic Reproductive Biology Research"
"10.1101/176073","10.1101/gr.226019.117","USA","University of North Carolina at Chapel Hill, Lineberger Comprehensive Cancer Center, Department of Genetics"
