"PREPRINT_DOI","ARTICLE_DOI"
"10.1101/169409","10.1038/s41598-018-21549-w"
"10.1101/169433","10.1128/jvi.01298-17"
"10.1101/169110","10.1016/j.neuroimage.2018.01.084"
"10.1101/169938","10.1080/23299460.2017.1407910"
"10.1101/169284","10.3389/fninf.2018.00009"
"10.1101/170175","10.1091/mbc.e17-08-0496"
"10.1101/170183","10.1073/pnas.1721572115"
"10.1101/170290","10.7554/elife.30493"
"10.1101/170258","10.1016/j.agrformet.2017.11.023"
"10.1101/170043","10.1242/dev.157826"
"10.1101/170118","10.1073/pnas.1714723115"
"10.1101/170282","10.1016/j.jconrel.2017.10.024"
"10.1101/170530","10.1016/j.ebiom.2017.09.023"
"10.1101/170449","10.1038/s41598-017-16438-7"
"10.1101/170340","10.1016/j.bbagen.2017.07.024"
"10.1101/170829","10.1371/journal.pgen.1007225"
"10.1101/170373","10.1038/nbt.4109"
"10.1101/170027","10.1371/journal.pcbi.1005849"
"10.1101/170977","10.1242/dev.157941"
"10.1101/170910","10.1021/acssynbio.7b00269"
"10.1101/170746","10.1016/j.virol.2017.09.015"
"10.1101/170431","10.1016/j.jneumeth.2017.11.001"
"10.1101/170969","10.1038/s41598-017-18015-4"
"10.1101/170779","10.1016/j.neuroimage.2018.02.063"
"10.1101/170811","10.7554/elife.28836"
"10.1101/170522","10.7554/elife.30668"
"10.1101/171389","10.1016/j.neuroimage.2018.01.020"
"10.1101/171280","10.1074/jbc.m117.809939"
"10.1101/170795","10.1128/mcb.00190-17"
"10.1101/170514","10.1038/s41598-017-16187-7"
"10.1101/170944","10.1128/mbio.01678-17"
"10.1101/170738","10.1186/s12859-018-2047-z"
"10.1101/171298","10.1002/minf.201700053"
"10.1101/171611","10.1111/1755-0998.12729"
"10.1101/171769","10.1186/s13227-017-0081-y"
"10.1101/171603","10.1038/s41419-018-0370-y"
"10.1101/171538","10.7554/elife.30205"
"10.1101/171777","10.1371/journal.pone.0188972"
"10.1101/171447","10.1016/j.bpj.2017.12.006"
"10.1101/172049","10.1523/jneurosci.2189-17.2017"
"10.1101/172122","10.1016/j.neuroimage.2017.10.055"
"10.1101/171892","10.1016/j.neuroimage.2018.02.050"
"10.1101/172148","10.1016/j.neuroimage.2017.12.088"
"10.1101/171900","10.1091/mbc.e17-08-0495)"
"10.1101/171934","10.1038/ismej.2017.187"
"10.1101/171926","10.1016/j.neuroimage.2018.03.019"
"10.1101/171983","10.7554/elife.33125"
"10.1101/172270","10.1371/journal.pone.0193110"
"10.1101/167841","10.1038/s41598-017-16129-3"
"10.1101/171975","10.1534/g3.117.300107"
"10.1101/172593","10.7554/elife.31274.001"
"10.1101/170613","10.1371/journal.pbio.2003453"
"10.1101/172668","10.15252/embj.201797630"
"10.1101/172619","10.1016/j.neuroimage.2018.02.044"
"10.1101/172726","10.1016/j.cub.2017.12.015"
"10.1101/172775","10.3389/fmicb.2017.02481"
"10.1101/172338","10.1016/j.celrep.2017.10.012"
"10.1101/172494","10.1073/pnas.1713863114"
"10.1101/172544","10.1038/s41598-017-17159-7"
"10.1101/169763","10.1371/journal.pone.0191006"
"10.1101/172353","10.1038/s41598-017-16377-3"
"10.1101/172742","10.1016/j.str.2017.11.001"
"10.1101/172908","10.7554/elife.31054.001"
"10.1101/172924","10.1103/physreve.97.022411"
"10.1101/172791","10.1038/s41398-018-0106-x"
"10.1101/171827","10.7554/elife.30919"
"10.1101/172866","10.1016/j.neuroimage.2017.09.020"
"10.1101/173104","10.3389/fmicb.2017.02289"
"10.1101/172254","10.1128/aem.01966-17"
"10.1101/173229","10.1128/msystems.00108-17"
"10.1101/173567","10.7554/elife.31715"
"10.1101/173823","10.1128/msystems.00036-17"
"10.1101/173245","10.7554/elife.30762"
"10.1101/173609","10.1111/tra.12537"
"10.1101/171652","10.1242/dmm.031716"
"10.1101/173344","10.1073/pnas.1713960115"
"10.1101/173286","10.1128/msphere.00346-17"
"10.1101/173674","10.1038/s41589-018-0003-x"
"10.1101/174227","10.1186/s12864-017-4168-6"
"10.1101/173955","10.1016/j.cub.2017.10.011"
"10.1101/173633","10.1242/jcs.210187"
"10.1101/174185","10.7554/elife.31037"
"10.1101/174235","10.1128/jvi.01371-17"
"10.1101/174078","10.7554/elife.31149"
"10.1101/174375","10.1038/s41598-017-13901-3"
"10.1101/174292","10.1073/pnas.1716002114"
"10.1101/174441","10.1002/jms.4058"
"10.1101/174102","10.1534/g3.117.300495"
"10.1101/173930","10.1111/tbed.12779"
"10.1101/173963","10.1371/journal.pntd.0006009"
"10.1101/173898","10.1021/acssynbio.7b00237"
"10.1101/174029","10.1186/s13059-017-1382-0"
"10.1101/174516","10.3389/fimmu.2017.01807"
"10.1101/174631","10.7554/elife.31209"
"10.1101/174623","10.1371/journal.pgen.1007059"
"10.1101/174714","10.1371/journal.pcbi.1005905"
"10.1101/174722","10.1128/msphere.00393-17"
"10.1101/172932","10.1093/nar/gkx1192"
"10.1101/174110","10.1038/s41598-017-15313-9"
"10.1101/174466","10.7554/elife.30334"
"10.1101/174870","10.1039/c7em00082k"
"10.1101/174748","10.1186/s12864-018-4649-2"
"10.1101/174615","10.1371/journal.pbio.2003706"
"10.1101/173211","10.7554/elife.31257"
"10.1101/174581","10.1534/g3.117.300146"
"10.1101/175596","10.1371/journal.pone.0194541"
"10.1101/175471","10.1186/s12870-018-1241-5"
"10.1101/175273","10.1088/1478-3975/aa953d"
"10.1101/175562","10.1128/mbio.01503-17"
"10.1101/175224","10.1371/journal.pone.0188257"
"10.1101/173351","10.1093/infdis/jix575"
"10.1101/174755","10.1038/s41588-018-0079-y"
"10.1101/175638","10.1371/journal.pcbi.1005732"
"10.1101/175547","10.1038/nsmb.3472"
"10.1101/175836","10.7554/elife.31234"
"10.1101/176206","10.1534/g3.117.300419"
"10.1101/175984","10.1093/femsyr/fox074"
"10.1101/176222","10.1186/s12866-018-1155-2"
"10.1101/176164","10.1038/s41598-017-17811-2"
"10.1101/176024","10.1038/s41598-018-23106-x"
"10.1101/175943","10.1093/nar/gkx1266"
"10.1101/176248","10.1371/journal.pgen.1007232"
"10.1101/176073","10.1101/gr.222844.117"
"10.1101/176198","10.7554/elife.31134"
"10.1101/176131","10.1016/j.lwt.2018.01.037"
"10.1101/176263","10.3389/fmicb.2017.02264"
"10.1101/176768","10.1074/mcp.ra117.000397"
"10.1101/176388","10.7554/elife.30918"
"10.1101/176289","10.1128/aac.01686-17"
"10.1101/176677","10.1371/journal.pcbi.1005939"
"10.1101/176594","10.1021/acs.jpcb.7b09510"
"10.1101/176602","10.1093/jmcb/mjx058"
"10.1101/176560","10.1039/c7tx00141j"
"10.1101/177121","10.3233/jad-170635"
"10.1101/177014","10.1038/s41398-017-0079-1"
"10.1101/171504","10.1073/pnas.1714530115"
"10.1101/176974","10.1073/pnas.1713362114"
"10.1101/177022","10.1093/gbe/evy023"
"10.1101/176842","10.1016/j.celrep.2017.11.028"
"10.1101/176685","10.1094/mpmi-08-17-0209-r"
"10.1101/176719","10.1371/journal.pone.0190192"
"10.1101/177196","10.1002/hbm.24006"
"10.1101/177584","10.1186/s13100-018-0113-8"
"10.1101/177618","10.1177/0271678x17709198"
"10.1101/177576","10.1371/journal.pone.0194982"
"10.1101/177063","10.1038/s41598-017-14922-8"
"10.1101/177444","10.15252/embj.201798004"
"10.1101/177345","10.1128/jvi.01413-17"
"10.1101/177816","10.1073/pnas.1714624114"
"10.1101/177766","10.15252/embj.201798083"
"10.1101/177204","10.1111/mec.14381"
"10.1101/177782","10.1016/j.anbehav.2018.03.008"
"10.1101/177527","10.1162/jocn_a_01216"
"10.1101/177436","10.1371/journal.pcbi.1005880"
"10.1101/177352","10.1186/s12864-017-4312-3"
"10.1101/177550","10.1093/gbe/evx269"
"10.1101/177642","10.1038/nmeth.4435"
"10.1101/178046","10.1534/genetics.117.300390"
"10.1101/177972","10.1186/s12864-018-4590-4"
"10.1101/169169","10.1038/s41477-017-0022-8"
"10.1101/178210","10.7554/elife.31373"
"10.1101/175281","10.1186/s12859-018-2124-3"
"10.1101/175869","10.1038/s41598-018-20015-x"
"10.1101/178160","10.1016/j.plantsci.2017.11.011"
"10.1101/177964","10.1534/g3.117.300170"
"10.1101/177717","10.1038/s41467-017-01591-4"
"10.1101/178285","10.1242/dmm.031773"
"10.1101/178038","10.1038/s41598-017-18014-5"
"10.1101/178319","10.1093/gerona/glx193"
"10.1101/178343","10.1126/sciadv.1701854"
"10.1101/178194","10.1242/dev.160721"
"10.1101/178467","10.1242/jeb.168575"
"10.1101/178533","10.1002/hbm.23917"
"10.1101/178392","10.1093/nar/gkx973"
"10.1101/178384","10.1093/scan/nsy011"
"10.1101/178814","10.1016/j.celrep.2018.03.059"
"10.1101/179093","10.1371/journal.pbio.2004050"
"10.1101/179127","10.3389/fmicb.2017.02290"
"10.1101/179119","10.1111/tpj.13765"
"10.1101/179085","10.1371/journal.pcbi.1005870"
"10.1101/179275","10.1093/bioinformatics/btx664"
"10.1101/179325","10.1016/j.ydbio.2018.02.005"
"10.1101/178863","10.1073/pnas.1715766115"
"10.1101/179218","10.1038/s41598-018-19323-z"
"10.1101/179077","10.7554/elife.29144"
"10.1101/178988","10.1242/jeb.168674"
"10.1101/178962","10.1016/j.neuroimage.2017.10.037"
"10.1101/179416","10.1128/msphere.00456-17"
"10.1101/179507","10.1038/s41598-018-24566-x"
"10.1101/179333","10.1088/1478-3975/aaa277"
"10.1101/179564","10.1074/jbc.m117.813857"
"10.1101/178848","10.1186/s13072-017-0167-8"
"10.1101/179572","10.1016/j.phytochem.2017.10.004"
"10.1101/179598","10.1534/g3.117.300447"
"10.1101/179101","10.1039/c7lc00507e"
"10.1101/179382","10.1016/j.heliyon.2017.e00424"
"10.1101/179911","10.1016/j.crvi.2018.01.004"
"10.1101/179945","10.1016/j.cels.2018.03.013"
"10.1101/179861","10.1242/jeb.172023"
"10.1101/179812","10.1111/psyp.13005"
"10.1101/179788","10.1091/mbc.e17-08-0511"
"10.1101/179804","10.1373/clinchem.2017.278101"
"10.1101/180026","10.3390/pathogens6040045"
"10.1101/180133","10.7554/elife.32319"
"10.1101/179184","10.1038/s41598-018-20051-7"
"10.1101/180158","10.1099/jgv.0.000979"
"10.1101/180125","10.1523/jneurosci.2386-17.2017"
"10.1101/180323","10.1093/nar/gkx1206"
"10.1101/180331","10.1534/genetics.118.300699"
"10.1101/179903","10.3389/fmicb.2017.02140"
"10.1101/180240","10.1523/jneurosci.2389-17.2017"
"10.1101/180067","10.1111/1755-0998.12736"
"10.1101/180141","10.1021/acs.biochem.7b01135"
"10.1101/180075","10.1093/gbe/evy012"
"10.1101/179986","10.1016/j.ydbio.2017.08.030"
"10.1101/180265","10.1128/msphere.00508-17"
"10.1101/180083","10.1186/s13007-017-0266-3"
"10.1101/180810","10.1074/jbc.m117.815910"
"10.1101/180778","10.1016/j.bpj.2017.11.016"
"10.1101/160804","10.1038/s41598-018-20372-7"
"10.1101/180935","10.1038/s41467-018-03909-2"
"10.1101/180463","10.1186/s12859-018-2115-4"
"10.1101/180984","10.7554/elife.31448"
"10.1101/180869","10.1126/science.aan0092"
"10.1101/180471","10.1126/science.aam9868"
"10.1101/180596","10.1016/j.neuroimage.2017.11.043"
"10.1101/180885","10.1523/jneurosci.2344-17.2017"
"10.1101/180687","10.1186/s12864-017-4112-9"
"10.1101/180539","10.1038/s41598-017-16093-y"
"10.1101/180992","10.1104/pp.17.00688"
"10.1101/180505","10.1038/s41467-018-03994-3"
"10.1101/179226","10.1128/mbio.01650-17"
"10.1101/181040","10.1126/scitranslmed.aam9078"
"10.1101/180497","10.1038/nature25027"
"10.1101/177410","10.1371/journal.pcbi.1005973"
"10.1101/181206","10.1038/nmeth.4396"
"10.1101/181180","10.1371/journal.pgen.1007223"
"10.1101/179614","10.1038/sdata.2018.11"
"10.1101/178269","10.1038/ng.3963"
"10.1101/181347","10.1021/acscentsci.7b00593"
"10.1101/181230","10.3390/jdb5040018"
"10.1101/181503","10.7554/elife.31132"
"10.1101/181586","10.1002/prot.25377"
"10.1101/181628","10.1016/j.cels.2017.09.001"
"10.1101/181172","10.1371/journal.pone.0191824"
"10.1101/181891","10.1038/s41598-018-19505-9"
"10.1101/182006","10.1002/ana.25145"
"10.1101/181909","10.1038/s41559-017-0459-1"
"10.1101/181982","10.1371/journal.pone.0190075"
"10.1101/181784","10.7554/elife.31507"
"10.1101/181578","10.1111/febs.14154"
"10.1101/182196","10.1128/jvi.01531-17"
"10.1101/182246","10.1038/nature25510"
"10.1101/182071","10.15252/msb.20177962"
"10.1101/182444","10.7554/elife.31130"
"10.1101/182428","10.1111/nph.14946"
"10.1101/182410","10.1186/s13062-017-0202-5"
"10.1101/182683","10.1016/j.bbagen.2018.01.010"
"10.1101/182220","10.1523/jneurosci.2432-17.2018"
"10.1101/180703","10.7554/elife.31670"
"10.1101/182402","10.1038/s41467-018-03297-7"
"10.1101/182386","10.1093/jxb/erx405"
"10.1101/182618","10.1242/bio.029777"
"10.1101/182204","10.15252/embr.201744777"
"10.1101/182436","10.1016/j.jcv.2017.12.003"
"10.1101/183236","10.1016/j.biosystems.2018.02.004"
"10.1101/183053","10.3390/computation6010021"
"10.1101/183160","10.1038/nature25462"
"10.1101/183376","10.1073/pnas.1710964114"
"10.1101/182808","10.7554/elife.31659"
"10.1101/183384","10.1214/17-aoas1077"
"10.1101/182766","10.1186/s13104-018-3195-y"
"10.1101/183046","10.1016/j.devcel.2018.02.015"
"10.1101/182899","10.1534/g3.117.300259"
"10.1101/183269","10.1094/mpmi-11-17-0270-ta"
"10.1101/182998","10.18632/oncotarget.23511"
"10.1101/181057","10.1080/15592294.2017.1417710"
"10.1101/182576","10.1038/s41594-018-0027-7"
"10.1101/182964","10.1038/s41598-017-18146-8"
"10.1101/183822","10.1002/aps3.1031"
"10.1101/183533","10.1105/tpc.17.00753"
"10.1101/183327","10.7554/elife.31745"
"10.1101/183038","10.3389/fimmu.2017.01815"
"10.1101/183251","10.1534/genetics.117.300480"
"10.1101/183590","10.1073/pnas.1706014114"
"10.1101/182881","10.1016/j.neuroimage.2018.01.042"
"10.1101/183459","10.3791/56803"
"10.1101/183871","10.1098/rsif.2017.0512"
"10.1101/183897","10.3390/pr5040065"
"10.1101/184143","10.1242/bio.029512"
"10.1101/184424","10.1111/tpj.13806"
"10.1101/184333","10.1098/rspb.2017.1780"
"10.1101/183780","10.1038/s41598-018-23641-7"
"10.1101/184440","10.1371/journal.pgen.1007216"
"10.1101/184010","10.1016/j.neuro.2018.01.008"
"10.1101/184309","10.1111/psyp.13014"
"10.1101/184317","10.1101/gad.306324.117"
"10.1101/135814","10.1093/nar/gkx607"
"10.1101/086702","10.1016/j.cub.2017.02.014"
"10.1101/184101","10.1007/s10661-017-6455-8"
"10.1101/184812","10.1073/pnas.1720963115"
"10.1101/184465","10.1371/journal.pcbi.1005796"
"10.1101/185009","10.1038/s41467-018-03562-9"
"10.1101/184515","10.1186/s12859-018-2140-3"
"10.1101/185199","10.1016/j.cellsig.2017.09.001"
"10.1101/184978","10.1016/j.bandl.2017.10.008"
"10.1101/185132","10.1523/jneurosci.1163-17.2017"
"10.1101/185157","10.1038/s41598-017-19128-6"
"10.1101/180950","10.7717/peerj.4098"
"10.1101/185181","10.1007/s10548-018-0631-1"
"10.1101/184994","10.1186/s13072-017-0159-8"
"10.1101/185082","10.18632/oncotarget.24047"
"10.1101/185843","10.1093/bioinformatics/btx699"
"10.1101/185496","10.1016/j.molcel.2017.09.033"
"10.1101/185389","10.1073/pnas.1715451115"
"10.1101/186007","10.1016/j.neuron.2018.02.031"
"10.1101/185397","10.1016/j.neuroimage.2018.02.041"
"10.1101/185348","10.1128/msystems.00123-17"
"10.1101/185314","10.1038/s41467-018-03357-y"
"10.1101/185728","10.1111/mec.14505"
"10.1101/185546","10.1038/s41467-017-02330-5"
"10.1101/186080","10.1073/pnas.1715836115"
"10.1101/185686","10.1007/s00894-017-3546-y"
"10.1101/185850","10.1088/1741-2552/aaa365"
"10.1101/185934","10.1016/j.celrep.2018.02.083"
"10.1101/184986","10.1186/s12931-018-0731-1"
"10.1101/185751","10.1098/rsif.2017.0563"
"10.1101/184341","10.1111/psyp.12976"
"10.1101/185694","10.1038/s41559-017-0403-4"
"10.1101/185645","10.1016/j.jneumeth.2017.09.011"
"10.1101/185520","10.1038/npp.2017.250"
"10.1101/185603","10.1002/hbm.23913"
"10.1101/185454","10.1126/scitranslmed.aao5945"
"10.1101/186072","10.1523/jneurosci.2460-17.2017"
"10.1101/185827","10.1242/dev.156109"
"10.1101/186270","10.1016/j.dcn.2018.03.009"
"10.1101/186403","10.1111/cas.13538"
"10.1101/186387","10.1016/s2213-8587(18)30051-2"
"10.1101/186437","10.1073/pnas.1715869115"
"10.1101/186197","10.1016/j.jtbi.2017.10.032"
"10.1101/186320","10.1080/15476286.2017.1403003"
"10.1101/186155","10.1038/s41467-017-02222-8"
"10.1101/186544","10.1038/s41598-018-19981-z"
"10.1101/186734","10.1364/boe.8.005688"
"10.1101/186916","10.1371/journal.pgen.1007280"
"10.1101/186759","10.1371/journal.pgen.1007199"
"10.1101/187021","10.1111/nph.15029"
"10.1101/181933","10.1371/journal.pone.0192796"
"10.1101/186882","10.1098/rspb.2017.2599"
"10.1101/186668","10.1128/iai.00662-17"
"10.1101/187005","10.1016/j.bandc.2017.09.007"
"10.1101/186924","10.7554/elife.31873"
"10.1101/186890","10.1080/15384101.2017.1383576"
"10.1101/141945","10.18632/oncotarget.21471"
"10.1101/186304","10.1016/j.nicl.2018.03.010"
"10.1101/187427","10.1016/j.ijpddr.2017.11.004"
"10.1101/186148","10.1534/g3.117.300260"
"10.1101/187252","10.1089/brain.2017.0512"
"10.1101/186353","10.1016/j.biosystemseng.2018.01.008"
"10.1101/187336","10.1038/s41467-018-03146-7"
"10.1101/187385","10.1016/j.bbadis.2018.01.004"
"10.1101/187641","10.1186/s12859-017-1900-9"
"10.1101/187526","10.1038/s41598-018-23494-0"
"10.1101/185405","10.1038/s41593-017-0005-0"
"10.1101/185371","10.1007/s00285-016-1090-5"
"10.1101/187732","10.1371/journal.pntd.0005989"
"10.1101/187096","10.1038/s41598-018-23837-x"
"10.1101/187666","10.1038/s41598-017-15199-7"
"10.1101/187492","10.1523/jneurosci.2664-17.2017"
"10.1101/187914","10.1038/s41598-018-20603-x"
"10.1101/188003","10.1186/s12964-017-0207-9"
"10.1101/187419","10.1016/j.ajhg.2018.02.003"
"10.1101/188409","10.1371/journal.pone.0185671"
"10.1101/188425","10.7717/peerj.4034"
"10.1101/188334","10.1093/infdis/jix497"
"10.1101/187872","10.1038/s41598-017-18168-2"
"10.1101/186460","10.1038/s41598-017-16669-8"
"10.1101/188359","10.1038/s41598-017-13447-4"
"10.1101/188235","10.1007/s00122-017-3003-4"
"10.1101/188169","10.1021/acs.analchem.7b04335"
"10.1101/188243","10.1016/j.ceca.2017.12.003"
"10.1101/188391","10.1371/journal.pone.0192824"
"10.1101/188524","10.1063/1.5004606"
"10.1101/188821","10.1126/sciadv.aap9751"
"10.1101/188797","10.1371/journal.pone.0195972"
"10.1101/188896","10.1186/s12711-017-0353-y"
"10.1101/188904","10.1186/s12864-017-4401-3"
"10.1101/188458","10.1093/nar/gkx1252"
"10.1101/188722","10.1038/s41598-017-12172-2"
"10.1101/188599","10.1186/s12859-018-2038-0"
"10.1101/188912","10.1073/pnas.1717900115"
"10.1101/188680","10.1016/j.molcel.2018.01.035"
"10.1101/189092","10.1038/s41467-018-03751-6"
"10.1101/189084","10.1016/j.neuroscience.2018.01.066"
"10.1101/187823","10.1098/rsif.2017.0709"
"10.1101/189456","10.7554/elife.32341"
"10.1101/189621","10.1523/jneurosci.2658-17.2017"
"10.1101/189316","10.1126/science.aao0464"
"10.1101/189365","10.1016/j.bpj.2018.01.042"
"10.1101/189258","10.7554/elife.31216"
"10.1101/189647","10.1371/journal.pone.0193126"
"10.1101/189654","10.15252/embj.201798452"
"10.1101/189183","10.1093/nar/gkx870"
"10.1101/189746","10.1038/nature25757"
"10.1101/189720","10.1371/journal.pgen.1007132"
"10.1101/190173","10.3389/fpls.2018.00182"
"10.1101/190199","10.1186/s13059-018-1419-z"
"10.1101/190348","10.1523/eneuro.0012-17.2017"
"10.1101/189027","10.15252/embj.201797876"
"10.1101/190538","10.1083/jcb.201610057"
"10.1101/190454","10.1093/bioinformatics/btx712"
"10.1101/190512","10.1038/s41467-018-03006-4"
"10.1101/190744","10.1073/pnas.1716424115"
"10.1101/190694","10.1371/journal.pone.0193588"
"10.1101/190892","10.7554/elife.31977"
"10.1101/191049","10.1534/g3.117.300416"
"10.1101/190918","10.1371/journal.pbio.2004444"
"10.1101/190405","10.14814/phy2.13486"
"10.1101/190793","10.7717/peerj.4356"
"10.1101/190819","10.1016/j.bone.2017.12.027"
"10.1101/191106","10.1088/1361-6404/aa903d"
"10.1101/190835","10.1021/acs.jctc.7b01106"
"10.1101/190843","10.1093/molbev/msx333"
"10.1101/190975","10.1038/s41467-018-03566-5"
"10.1101/188987","10.1073/pnas.1716582115"
"10.1101/191353","10.1371/journal.pone.0190094"
"10.1101/191585","10.1371/journal.pgen.1007205"
"10.1101/191452","10.1534/g3.117.300298"
"10.1101/189563","10.7554/elife.30498"
"10.1101/191379","10.1016/j.jprot.2018.02.032"
"10.1101/191239","10.1085/jgp.201711907"
"10.1101/191320","10.1016/j.jneumeth.2018.02.008"
"10.1101/191130","10.7717/peerj.4278"
"10.1101/191684","10.1016/j.cellsig.2017.09.021"
"10.1101/191593","10.1016/j.bpj.2017.11.3779"
"10.1101/191742","10.1063/1.5005930"
"10.1101/191619","10.1186/s12864-018-4611-3"
"10.1101/192104","10.1073/pnas.1716483114"
"10.1101/191841","10.1037/bne0000217"
"10.1101/191957","10.1063/1.5005899"
"10.1101/192013","10.1155/2018/6204947"
"10.1101/190306","10.1099/mic.0.000639"
"10.1101/191833","10.1016/j.yexcr.2018.03.038"
"10.1101/191916","10.1016/j.neuroimage.2018.03.034"
"10.1101/191254","10.1186/s12859-018-2092-7"
"10.1101/190983","10.3389/fphys.2018.00131"
"10.1101/191890","10.1242/bio.031476"
"10.1101/192245","10.1162/jocn_a_01200"
"10.1101/192492","10.1534/g3.117.300489"
"10.1101/192674","10.1083/jcb.201709111"
"10.1101/192641","10.1038/s41598-018-20154-1"
"10.1101/192708","10.1186/s12864-018-4485-4"
"10.1101/192898","10.7554/elife.32242"
"10.1101/192021","10.1371/journal.pone.0190334"
"10.1101/192070","10.1523/eneuro.0441-17.2018"
"10.1101/192724","10.1038/s41594-018-0051-7"
"10.1101/192526","10.1242/jeb.170894"
"10.1101/192880","10.1152/jn.00839.2017"
"10.1101/192435","10.1128/mbio.02275-17"
"10.1101/192773","10.1186/s12936-017-2121-4"
"10.1101/192716","10.1186/s12885-018-4325-6"
"10.1101/192963","10.1371/journal.pone.0187259"
"10.1101/193011","10.1038/s41398-018-0133-7"
"10.1101/193003","10.1111/apa.14181"
"10.1101/192971","10.1371/journal.pgen.1007147"
"10.1101/193201","10.1016/j.cub.2018.01.080"
"10.1101/193433","10.1371/journal.pcbi.1006049"
"10.1101/193524","10.3390/toxins9110362"
"10.1101/191478","10.1128/jvi.01703-17"
"10.1101/193797","10.1038/s41598-017-18972-w"
"10.1101/193839","10.1111/evo.13435"
"10.1101/193557","10.7554/elife.32032"
"10.1101/190496","10.1107/s2052252518000519"
"10.1101/194134","10.1016/j.nlm.2017.09.009"
"10.1101/194159","10.1093/nar/gkx1168"
"10.1101/194175","10.7554/elife.32041"
"10.1101/193664","10.1128/msystems.00132-17"
"10.1101/194464","10.1371/journal.pone.0193496"
"10.1101/194316","10.1186/s12983-017-0247-4"
"10.1101/194886","10.3389/fimmu.2018.00140"
"10.1101/194514","10.1186/s12864-018-4651-8"
"10.1101/193995","10.7554/elife.32303"
"10.1101/194712","10.1016/j.jtbi.2018.01.020"
"10.1101/194472","10.1007/s00335-017-9728-1"
"10.1101/194605","10.1039/c7lc01052d"
"10.1101/194589","10.3390/v9120388"
"10.1101/195099","10.1038/s41598-017-17301-5"
"10.1101/194654","10.1371/journal.pone.0193473"
"10.1101/194977","10.1038/s41598-018-24560-3"
"10.1101/195016","10.1021/acs.jproteome.7b00675"
"10.1101/194456","10.1016/j.biomaterials.2018.02.039"
"10.1101/195040","10.1073/pnas.1716933115"
"10.1101/195149","10.1093/nar/gkx911"
"10.1101/195057","10.7554/elife.33050"
"10.1101/194142","10.1016/j.jtbi.2018.02.018"
"10.1101/195362","10.1016/j.jim.2017.12.003"
"10.1101/195206","10.1074/jbc.m117.807677"
"10.1101/195503","10.1038/s41598-017-19086-z"
"10.1101/195685","10.1016/j.celrep.2018.03.085"
"10.1101/195594","10.7717/peerj.4485"
"10.1101/195693","10.18632/genesandcancer.159"
"10.1101/195750","10.1186/s12885-018-4332-7"
"10.1101/195834","10.1128/aem.02146-17"
"10.1101/196238","10.1242/jcs.207134"
"10.1101/195909","10.1186/s12916-018-1008-8"
"10.1101/195958","10.1186/s13059-018-1415-3"
"10.1101/196170","10.1155/2017/9342534"
"10.1101/195982","10.1523/eneuro.0179-17.2017"
"10.1101/196097","10.1038/s41467-018-03193-0"
"10.1101/195784","10.1186/s12866-017-1143-y"
"10.1101/196121","10.1371/journal.pone.0188406"
"10.1101/195388","10.1016/j.jtbi.2018.03.032"
"10.1101/195842","10.1038/s41467-017-02169-w"
"10.1101/196733","10.1371/journal.pone.0189679"
"10.1101/196600","10.1128/msphere.00050-18"
"10.1101/196428","10.1088/1741-2552/aa99e2"
"10.1101/196436","10.1038/s41598-017-15608-x"
"10.1101/196345","10.1103/physrevlett.119.188103"
"10.1101/195701","10.1371/journal.pone.0190617"
"10.1101/196774","10.1128/aem.02224-17"
"10.1101/196907","10.1186/s13717-017-0110-8"
"10.1101/197293","10.1016/j.meegid.2017.11.013"
"10.1101/196931","10.1128/msphere.00460-17"
"10.1101/197152","10.1016/j.bpj.2017.09.017"
"10.1101/197186","10.1038/s41467-018-03045-x"
"10.1101/196865","10.1371/journal.pone.0194422"
"10.1101/197590","10.1002/cne.24428"
"10.1101/197046","10.1007/s10544-017-0246-4"
"10.1101/197566","10.1016/j.bpj.2017.08.034"
"10.1101/195578","10.1128/mbio.02021-17"
"10.1101/197764","10.7554/elife.32259"
"10.1101/197921","10.1111/nph.15021"
"10.1101/197624","10.3389/fncir.2018.00002"
"10.1101/198044","10.1016/j.coisb.2017.10.005"
"10.1101/197830","10.1038/s41598-017-17484-x"
"10.1101/198010","10.1073/pnas.1717139115"
"10.1101/197616","10.1021/acssynbio.7b00349"
"10.1101/197806","10.1093/jxb/ery005"
"10.1101/198192","10.1103/physrevx.7.041027"
"10.1101/198283","10.1111/nph.14893"
"10.1101/197855","10.1128/msystems.00214-17"
"10.1101/194167","10.1038/s41467-018-03395-6"
"10.1101/198697","10.1063/1.5023232"
"10.1101/198325","10.1111/nph.15004"
"10.1101/197772","10.1016/j.fsigen.2018.03.007"
"10.1101/198481","10.1128/jb.00703-17"
"10.1101/198341","10.1021/acs.jcim.7b00630"
"10.1101/198168","10.1126/scitranslmed.aan5325"
"10.1101/198135","10.1016/j.actbio.2018.01.043"
"10.1101/198887","10.1016/j.neuroimage.2018.03.074"
"10.1101/198598","10.1073/pnas.1718263115"
"10.1101/198838","10.1016/j.neuroimage.2018.03.053"
"10.1101/195198","10.18632/oncotarget.24284"
"10.1101/198051","10.1186/s12916-017-0985-3"
"10.1101/199570","10.7717/peerj.4218"
"10.1101/199802","10.3389/fmars.2017.00401"
"10.1101/199729","10.1242/dev.160663"
"10.1101/199661","10.7554/elife.32337.001"
"10.1101/199760","10.1016/j.cub.2017.10.008"
"10.1101/199943","10.1111/mmi.13912"
