"PREPRINT_DOI","PREPRINT_POSTED_DATE","CITING_ARTICLE_DOI","CITING_ARTICLE_CREATED_DATE"
"10.1101/076455",2016-09-21,"10.1016/j.heares.2017.02.006","2017-02-15"
"10.1101/036103",2016-01-06,"10.1080/14789450.2017.1291347","2017-02-04"
"10.1101/023838",2015-08-05,"10.12688/f1000research.9079.2","2016-12-08"
"10.1101/036541",2016-01-13,"10.2174/1568026616666160927160620","2016-10-19"
"10.1101/061960",2016-07-04,"10.1126/science.aal3729","2017-02-24"
"10.1101/005165",2014-05-14,"10.1371/journal.pone.0171710","2017-02-23"
"10.1101/073114",2016-09-02,"10.1186/s13073-017-0410-8","2017-02-22"
"10.1101/005165",2014-05-14,"10.1097/hjh.0000000000001319","2017-02-23"
"10.1101/030338",2015-10-30,"10.1371/journal.pone.0172173","2017-02-23"
"10.1101/062109",2016-07-05,"10.1007/s11948-017-9873-7","2017-02-23"
"10.1101/067355",2016-08-02,"10.1016/j.ajhg.2017.01.031","2017-02-23"
"10.1101/018150",2015-04-16,"10.1016/j.ajhg.2017.01.031","2017-02-23"
"10.1101/092668",2016-12-08,"10.1016/j.ajhg.2017.01.031","2017-02-23"
"10.1101/091595",2016-12-04,"10.1016/j.bbcan.2017.02.001","2017-02-11"
"10.1101/094722",2016-12-16,"10.1016/j.bbcan.2017.02.001","2017-02-11"
"10.1101/052084",2016-05-07,"10.1111/nph.14410","2017-02-17"
"10.1101/071530",2016-08-25,"10.1016/j.tics.2017.01.006","2017-02-22"
"10.1101/077131",2016-09-25,"10.1016/j.tics.2017.01.006","2017-02-22"
"10.1101/068130",2016-08-05,"10.1021/acssynbio.6b00254","2016-10-30"
"10.1101/102541",2017-01-23,"10.1093/gbe/evx055","2017-03-13"
"10.1101/010330",2014-10-14,"10.1016/j.cub.2017.02.008","2017-02-23"
"10.1101/008003",2014-08-14,"10.1093/gbe/evx030","2017-02-15"
"10.1101/036848",2016-01-15,"10.1111/mec.14017","2017-01-18"
"10.1101/013490",2015-01-06,"10.1109/bibm.2016.7822504","2017-01-20"
"10.1101/006395",2014-06-18,"10.1109/bibm.2016.7822504","2017-01-20"
"10.1101/059758",2016-06-18,"10.7554/elife.24792","2017-02-14"
"10.1101/051714",2016-05-05,"10.1037/rev0000060","2017-02-21"
"10.1101/059758",2016-06-18,"10.7554/elife.20975","2017-02-14"
"10.1101/051722",2016-05-04,"10.1002/bies.201600244","2017-02-21"
"10.1101/005215",2014-05-15,"10.1002/bies.201600244","2017-02-21"
"10.1101/077610",2016-09-26,"10.1016/j.mib.2017.01.006","2017-02-15"
"10.1101/077560",2016-09-26,"10.1016/j.mib.2017.01.006","2017-02-15"
"10.1101/073692",2016-09-08,"10.1016/j.molcel.2017.01.023","2017-02-17"
"10.1101/003236",2014-03-05,"10.1016/j.molcel.2017.01.023","2017-02-17"
"10.1101/027656",2015-09-27,"10.1016/j.copbio.2017.01.010","2017-02-20"
"10.1101/089664",2016-11-26,"10.1016/j.copbio.2017.01.010","2017-02-20"
"10.1101/064428",2016-07-18,"10.1111/pbi.12667","2016-11-19"
"10.1101/019067",2015-05-07,"10.1109/bibm.2016.7822541","2017-01-20"
"10.1101/038224",2016-01-29,"10.1109/bibm.2016.7822541","2017-01-20"
"10.1101/070425",2016-08-19,"10.1016/j.pbi.2017.02.002","2017-02-21"
"10.1101/049288",2016-04-19,"10.1038/srep42755","2017-02-17"
"10.1101/035386",2015-12-25,"10.1186/s13059-017-1159-5","2017-02-16"
"10.1101/063933",2016-09-20,"10.1111/mec.13967","2016-12-20"
"10.1101/077727",2016-09-27,"10.1016/j.gde.2017.01.012","2017-02-16"
"10.1101/163519",2017-07-14,"10.1016/j.gde.2017.01.012","2017-02-16"
"10.1101/026898",2015-09-15,"10.1002/mrm.26608","2017-02-13"
"10.1101/026963",2015-09-16,"10.1007/s11032-017-0622-z","2017-02-16"
"10.1101/061960",2016-07-04,"10.1126/science.aal4326","2017-02-10"
"10.1101/060194",2016-06-22,"10.1016/j.concog.2017.02.005","2017-02-17"
"10.1101/051268",2016-05-02,"10.1016/j.antiviral.2017.02.002","2017-02-07"
"10.1101/005165",2014-05-14,"10.1212/wnl.0000000000003615","2017-01-19"
"10.1101/073197",2016-09-02,"10.1038/srep42826","2017-02-16"
"10.1101/046417",2016-03-31,"10.1534/g3.116.038091","2017-02-09"
"10.1101/058974",2016-06-14,"10.1038/nrrheum.2017.6","2017-02-14"
"10.1101/083691",2016-10-26,"10.1016/j.cub.2017.01.012","2017-02-09"
"10.1101/071282",2016-08-24,"10.1534/g3.116.038208","2017-01-26"
"10.1101/005454",2014-05-24,"10.3390/md15010018","2017-01-13"
"10.1101/046920",2016-04-03,"10.1016/j.drudis.2017.01.014","2017-02-03"
"10.1101/028688",2015-10-08,"10.1016/s2468-1253(16)30111-x","2017-02-09"
"10.1101/091801",2016-12-06,"10.1021/acs.chemrev.6b00440","2017-01-03"
"10.1101/066589",2016-07-29,"10.3389/fnsyn.2016.00038","2017-01-10"
"10.1101/016683",2015-03-17,"10.5483/bmbrep.2017.50.1.135","2017-04-28"
"10.1101/064204",2016-07-18,"10.1113/jp273582","2017-01-17"
"10.1101/051813",2016-05-05,"10.3389/fcimb.2016.00198","2017-01-06"
"10.1101/004747",2014-05-05,"10.1016/j.ijpsycho.2016.02.001","2016-02-11"
"10.1101/088328",2016-11-17,"10.1016/j.ijdevneu.2017.01.010","2017-01-25"
"10.1101/088302",2016-11-17,"10.1016/j.ijdevneu.2017.01.010","2017-01-25"
"10.1101/081794",2016-10-18,"10.1007/s00425-017-2651-6","2017-02-10"
"10.1101/050112",2016-04-25,"10.1001/jamaoto.2016.3427","2016-11-28"
"10.1101/041913",2016-03-02,"10.1001/jamaoto.2016.3427","2016-11-28"
"10.1101/006395",2014-06-18,"10.1109/dexa.2016.032","2017-01-17"
"10.1101/013490",2015-01-06,"10.1109/dexa.2016.032","2017-01-17"
"10.1101/061960",2016-07-04,"10.15252/embj.201696012","2017-02-09"
"10.1101/026153",2015-09-06,"10.2174/1381612822666161026154430","2016-11-03"
"10.1101/088682",2016-11-22,"10.3389/fmicb.2017.00059","2017-01-24"
"10.1101/047571",2016-04-07,"10.1038/nbt.3769","2017-01-16"
"10.1101/050237",2016-04-25,"10.1371/journal.pone.0170622","2017-02-07"
"10.1101/048108",2016-04-11,"10.3389/fpsyg.2017.00072","2017-01-31"
"10.1101/050559",2016-04-27,"10.3389/fmicb.2017.00095","2017-01-30"
"10.1101/001248",2013-12-11,"10.3389/fpls.2017.00099","2017-02-03"
"10.1101/017186",2015-03-27,"10.1038/srep41748","2017-02-09"
"10.1101/038596",2016-02-02,"10.1038/ncomms14213","2017-02-10"
"10.1101/005900",2014-06-04,"10.1371/journal.pone.0168008","2017-02-09"
"10.1101/064352",2016-07-18,"10.1007/s00251-017-0973-y","2017-02-08"
"10.1101/209924",2017-10-27,"10.1007/s00251-017-0973-y","2017-02-08"
"10.1101/030338",2015-10-30,"10.1038/gim.2016.88","2016-07-21"
"10.1101/054734",2016-05-21,"10.1177/1535370216681549","2016-11-27"
"10.1101/090035",2016-11-28,"10.1038/ncomms14435","2017-02-15"
"10.1101/057356",2016-06-07,"10.1177/1535370216681549","2016-11-27"
"10.1101/057851",2016-06-10,"10.1177/1535370216681549","2016-11-27"
"10.1101/001719",2014-01-09,"10.1007/978-1-4939-6783-4_20","2017-02-01"
"10.1101/002824",2014-02-20,"10.1242/dev.141523","2017-01-04"
"10.1101/044289",2016-03-18,"10.1007/978-1-4939-6783-4_4","2017-02-01"
"10.1101/080796",2016-10-13,"10.1016/j.jplph.2017.01.004","2017-01-22"
"10.1101/076174",2016-09-19,"10.1111/mec.13986","2016-12-27"
"10.1101/008177",2014-08-19,"10.1038/srep41729","2017-02-03"
"10.1101/075911",2016-09-19,"10.1016/j.pbi.2017.01.002","2017-02-02"
"10.1101/026062",2015-09-03,"10.1186/s12859-016-1457-z","2017-01-17"
"10.1101/021592",2015-06-27,"10.1186/s12859-016-1457-z","2017-01-17"
"10.1101/058164",2016-06-10,"10.1186/s12859-016-1457-z","2017-01-17"
"10.1101/067843",2016-08-04,"10.1523/jneurosci.1742-16.2016","2016-12-17"
"10.1101/021469",2015-06-25,"10.1371/journal.pgen.1006516","2017-01-11"
"10.1101/036764",2016-01-15,"10.1186/s13059-017-1161-y","2017-02-03"
"10.1101/066431",2016-07-28,"10.1111/mec.14002","2016-12-30"
"10.1101/049924",2016-04-23,"10.1111/mec.13959","2016-12-20"
"10.1101/072942",2016-09-01,"10.1111/mec.13959","2016-12-20"
"10.1101/061960",2016-07-04,"10.7554/elife.23006","2017-01-21"
"10.1101/059717",2016-06-19,"10.7554/elife.23006","2017-01-21"
"10.1101/087841",2016-11-15,"10.7554/elife.23006","2017-01-21"
"10.1101/003905",2014-05-21,"10.1371/journal.pgen.1006498","2017-01-25"
"10.1101/029926",2015-10-26,"10.1093/bioinformatics/btw493","2016-07-28"
"10.1101/037267",2016-01-25,"10.1186/s12866-017-0939-0","2017-02-02"
"10.1101/057968",2016-06-09,"10.1002/cm.21349","2016-12-09"
"10.1101/040238",2016-02-19,"10.1261/rna.058834.116","2016-11-22"
"10.1101/090894",2016-12-01,"10.1111/1365-2656.12627","2016-12-21"
"10.1101/072116",2016-08-29,"10.1109/jproc.2016.2645402","2017-01-27"
"10.1101/076117",2016-09-19,"10.1186/s13024-016-0144-x","2017-02-02"
"10.1101/058883",2016-06-15,"10.12688/f1000research.9370.1","2016-08-04"
"10.1101/050112",2016-04-25,"10.12688/f1000research.9370.1","2016-08-04"
"10.1101/030650",2015-11-05,"10.1186/s12864-016-3262-5","2017-01-25"
"10.1101/026153",2015-09-06,"10.12688/f1000research.8705.1","2016-05-09"
"10.1101/043265",2016-03-11,"10.7554/elife.19874","2016-11-29"
"10.1101/054262",2016-05-20,"10.3389/fninf.2016.00053","2017-01-06"
"10.1101/029629",2015-10-22,"10.12688/f1000research.8798.1","2016-06-16"
"10.1101/025676",2015-08-28,"10.12688/f1000research.8798.1","2016-06-16"
"10.1101/043687",2016-03-15,"10.12688/f1000research.8798.1","2016-06-16"
"10.1101/036863",2016-01-15,"10.12688/f1000research.8798.1","2016-06-16"
"10.1101/035097",2015-12-23,"10.12688/f1000research.8798.1","2016-06-16"
"10.1101/053223",2016-05-13,"10.12688/f1000research.8798.1","2016-06-16"
"10.1101/054700",2016-05-21,"10.12688/f1000research.8798.1","2016-06-16"
"10.1101/035642",2015-12-30,"10.12688/f1000research.8798.1","2016-06-16"
"10.1101/048348",2016-04-13,"10.12688/f1000research.8798.1","2016-06-16"
"10.1101/026831",2015-09-15,"10.12688/f1000research.8798.1","2016-06-16"
"10.1101/034462",2015-12-15,"10.12688/f1000research.8798.1","2016-06-16"
"10.1101/025387",2015-08-24,"10.12688/f1000research.8798.1","2016-06-16"
"10.1101/025387",2015-08-24,"10.12688/f1000research.8798.2","2016-07-20"
"10.1101/035642",2015-12-30,"10.12688/f1000research.8798.2","2016-07-20"
"10.1101/036863",2016-01-15,"10.12688/f1000research.8798.2","2016-07-20"
"10.1101/029629",2015-10-22,"10.12688/f1000research.8798.2","2016-07-20"
"10.1101/043687",2016-03-15,"10.12688/f1000research.8798.2","2016-07-20"
"10.1101/054700",2016-05-21,"10.12688/f1000research.8798.2","2016-07-20"
"10.1101/026831",2015-09-15,"10.12688/f1000research.8798.2","2016-07-20"
"10.1101/034462",2015-12-15,"10.12688/f1000research.8798.2","2016-07-20"
"10.1101/048348",2016-04-13,"10.12688/f1000research.8798.2","2016-07-20"
"10.1101/035097",2015-12-23,"10.12688/f1000research.8798.2","2016-07-20"
"10.1101/025676",2015-08-28,"10.12688/f1000research.8798.2","2016-07-20"
"10.1101/053223",2016-05-13,"10.12688/f1000research.8798.2","2016-07-20"
"10.1101/062919",2016-07-08,"10.12688/f1000research.9501.1","2016-08-31"
"10.1101/056887",2016-06-03,"10.1371/journal.pone.0170655","2017-01-26"
"10.1101/046581",2016-03-31,"10.12688/f1000research.9536.1","2016-09-08"
"10.1101/043372",2016-03-16,"10.1371/journal.pone.0170922","2017-01-26"
"10.1101/093815",2016-12-14,"10.1016/j.tics.2017.01.009","2017-02-01"
"10.1101/039008",2016-02-06,"10.1109/inventive.2016.7824810","2017-01-20"
"10.1101/030338",2015-10-30,"10.12688/f1000research.8243.1","2016-04-22"
"10.1101/064204",2016-07-18,"10.1038/srep41219","2017-01-24"
"10.1101/077552",2016-09-26,"10.1371/journal.pone.0170732","2017-01-27"
"10.1101/061747",2016-07-02,"10.1038/srep41061","2017-01-24"
"10.1101/025387",2015-08-24,"10.12688/f1000research.7563.2","2016-02-29"
"10.1101/025767",2015-08-29,"10.12688/f1000research.7563.2","2016-02-29"
"10.1101/009944",2014-10-03,"10.12688/f1000research.9618.2","2017-01-09"
"10.1101/031583",2015-11-13,"10.1016/b978-0-12-800049-6.00184-0","2016-04-29"
"10.1101/066456",2016-07-28,"10.1016/j.epidem.2017.01.001","2017-01-18"
"10.1101/073197",2016-09-02,"10.1016/j.actatropica.2017.01.020","2017-01-23"
"10.1101/061192",2016-06-28,"10.1080/21541264.2016.1253529","2016-10-28"
"10.1101/044107",2016-03-16,"10.12688/f1000research.8900.2","2016-12-06"
"10.1101/035931",2016-01-06,"10.7554/elife.16070","2016-11-01"
"10.1101/040170",2016-02-19,"10.1016/j.stem.2016.11.005","2016-12-23"
"10.1101/086298",2016-11-08,"10.3732/ajb.1600227","2017-01-20"
"10.1101/054239",2016-05-19,"10.1080/07391102.2016.1277784","2017-01-10"
"10.1101/045724",2016-03-25,"10.1111/1365-2656.12615","2016-12-15"
"10.1101/032276",2015-11-19,"10.1094/mpmi-10-16-0207-r","2016-11-29"
"10.1101/038232",2016-01-29,"10.1094/mpmi-10-16-0207-r","2016-11-29"
"10.1101/027854",2015-09-30,"10.1016/bs.aecr.2016.11.002","2017-01-26"
"10.1101/004002",2014-04-07,"10.1098/rsos.161014","2017-01-18"
"10.1101/069302",2016-08-12,"10.1371/journal.pone.0170025","2017-01-23"
"10.1101/037671",2016-01-22,"10.1371/journal.pone.0170025","2017-01-23"
"10.1101/011452",2014-11-15,"10.1098/rsos.161014","2017-01-18"
"10.1101/063255",2016-07-11,"10.1371/journal.pone.0170429","2017-01-20"
"10.1101/046524",2016-03-31,"10.1086/690008","2016-12-20"
"10.1101/051813",2016-05-05,"10.1186/s12859-016-1434-6","2017-01-03"
"10.1101/092510",2016-12-08,"10.1242/dev.142679","2017-01-31"
"10.1101/093880",2016-12-13,"10.1242/dev.142679","2017-01-31"
"10.1101/029843",2015-10-26,"10.1109/dcc.2016.49","2016-12-19"
"10.1101/061671",2016-07-06,"10.1038/srep40920","2017-01-18"
"10.1101/051268",2016-05-02,"10.1038/srep40920","2017-01-18"
"10.1101/033266",2015-11-30,"10.1098/rstb.2016.0161","2017-01-17"
"10.1101/016329",2015-03-11,"10.1016/j.jneumeth.2016.12.006","2016-12-18"
"10.1101/072769",2016-08-31,"10.1242/jeb.151456","2016-11-04"
"10.1101/054999",2016-05-24,"10.1016/j.bej.2017.01.007","2017-01-22"
"10.1101/058396",2016-06-11,"10.1016/j.celrep.2016.12.080","2017-01-25"
"10.1101/085266",2016-11-02,"10.1016/j.copbio.2017.01.004","2017-01-23"
"10.1101/063560",2016-07-12,"10.21425/f58429770","2017-01-04"
"10.1101/050047",2016-04-28,"10.1016/j.genrep.2016.09.003","2016-09-16"
"10.1101/011973",2014-12-08,"10.1016/j.future.2017.01.012","2017-01-16"
"10.1101/041236",2016-02-24,"10.1016/j.future.2017.01.012","2017-01-16"
"10.1101/066522",2016-07-28,"10.1186/s12915-016-0343-5","2017-01-18"
"10.1101/049205",2016-04-18,"10.1016/j.tibs.2017.01.001","2017-01-22"
"10.1101/015578",2015-02-20,"10.1128/genomea.00231-16","2016-04-22"
"10.1101/003988",2014-04-07,"10.1016/b978-0-12-420190-3.00005-3","2016-09-17"
"10.1101/061671",2016-07-06,"10.1016/j.ijid.2016.12.011","2016-12-14"
"10.1101/060921",2016-06-28,"10.1038/sdata.2016.132","2017-01-16"
"10.1101/081984",2016-10-20,"10.1016/j.biopsych.2016.12.010","2016-12-16"
"10.1101/005165",2014-05-14,"10.1186/s12920-016-0239-9","2017-01-06"
"10.1101/057307",2016-06-07,"10.1186/s12711-016-0280-3","2017-01-16"
"10.1101/089359",2016-11-24,"10.1016/j.ymeth.2016.12.014","2017-01-05"
"10.1101/019265",2015-05-13,"10.1261/rna.052167.115","2015-11-18"
"10.1101/049056",2016-04-20,"10.1016/j.ajhg.2016.11.020","2016-12-23"
"10.1101/050492",2016-04-27,"10.1016/j.nlm.2016.07.023","2016-07-26"
"10.1101/015974",2015-03-04,"10.1016/j.nlm.2016.07.023","2016-07-26"
"10.1101/030338",2015-10-30,"10.1016/j.ajhg.2016.06.029","2016-08-22"
"10.1101/062919",2016-07-08,"10.1016/j.it.2016.12.001","2017-01-13"
"10.1101/035808",2016-01-01,"10.1159/000450827","2017-01-11"
"10.1101/041616",2016-02-28,"10.1159/000450827","2017-01-11"
"10.1101/060277",2016-06-22,"10.1016/j.ajhg.2016.11.012","2016-12-23"
"10.1101/049056",2016-04-20,"10.1016/j.ajhg.2016.11.012","2016-12-23"
"10.1101/068809",2016-08-12,"10.1016/j.tig.2016.12.003","2017-01-13"
"10.1101/010553",2014-10-21,"10.1146/annurev-psych-010416-044201","2016-10-12"
"10.1101/049783",2016-04-22,"10.1016/j.tim.2016.12.010","2017-01-11"
"10.1101/035600",2015-12-30,"10.1016/j.cels.2016.12.009","2017-01-11"
"10.1101/056135",2016-05-30,"10.1038/srep40688","2017-01-13"
"10.1101/048942",2016-04-15,"10.1038/srep40694","2017-01-13"
"10.1101/062190",2016-07-05,"10.1016/j.neuroimage.2017.01.001","2017-01-06"
"10.1101/063131",2016-07-10,"10.1145/2975167.2985659","2016-11-29"
"10.1101/023317",2015-07-27,"10.1007/s10577-016-9546-4","2017-01-11"
"10.1101/077594",2016-09-26,"10.1016/j.asd.2016.12.005","2017-01-10"
"10.1101/058875",2016-06-14,"10.1016/j.meegid.2017.01.003","2017-01-05"
"10.1101/062109",2016-07-05,"10.1186/s12916-016-0773-5","2017-01-10"
"10.1101/025957",2015-09-02,"10.1038/srep39461","2017-01-12"
"10.1101/061960",2016-07-04,"10.1016/j.cell.2016.12.028","2017-01-12"
"10.1101/058669",2016-06-13,"10.1016/j.cub.2016.10.057","2017-01-09"
"10.1101/005165",2014-05-14,"10.1016/j.molp.2016.04.018","2016-05-12"
"10.1101/058883",2016-06-15,"10.1016/j.celrep.2016.12.045","2017-01-10"
"10.1101/057356",2016-06-07,"10.1016/j.pbiomolbio.2016.08.006","2016-08-24"
"10.1101/054734",2016-05-21,"10.1016/j.pbiomolbio.2016.08.006","2016-08-24"
"10.1101/053538",2016-05-16,"10.1016/j.pbiomolbio.2016.08.006","2016-08-24"
"10.1101/066639",2016-07-29,"10.1016/j.neuron.2016.12.003","2017-01-05"
"10.1101/030338",2015-10-30,"10.1038/gim.2016.67","2016-06-16"
"10.1101/071282",2016-08-24,"10.1016/j.ibmb.2017.01.002","2017-01-04"
"10.1101/071282",2016-08-24,"10.1016/j.vetmic.2016.12.035","2016-12-30"
"10.1101/048439",2016-04-13,"10.1016/j.bpj.2016.08.046","2016-10-02"
"10.1101/026963",2015-09-16,"10.1038/srep40239","2017-01-10"
"10.1101/035337",2015-12-27,"10.3389/fmars.2016.00178","2016-09-21"
"10.1101/050757",2016-04-28,"10.1083/jcb.201610026","2016-12-09"
"10.1101/059782",2016-06-19,"10.1016/j.jmb.2016.11.024","2016-12-01"
"10.1101/041897",2016-02-29,"10.1016/j.ecocom.2016.12.007","2017-01-09"
"10.1101/055459",2016-05-26,"10.1016/j.ecocom.2016.12.007","2017-01-09"
"10.1101/017145",2015-03-26,"10.1016/j.actatropica.2016.12.031","2016-12-29"
"10.1101/089425",2016-11-25,"10.1016/j.neuropsychologia.2016.12.030","2016-12-29"
"10.1101/091199",2016-12-02,"10.1242/dev.138222","2016-11-26"
"10.1101/040139",2016-02-18,"10.1371/journal.pntd.0005073","2017-01-09"
"10.1101/047308",2016-04-05,"10.1104/pp.16.01404","2016-11-17"
"10.1101/002832",2014-02-19,"10.1016/j.scitotenv.2016.12.076","2016-12-18"
"10.1101/055012",2016-05-24,"10.3389/fmars.2016.00104","2016-06-25"
"10.1101/044354",2016-03-17,"10.1016/j.envexpbot.2016.10.010","2016-10-18"
"10.1101/023366",2015-07-28,"10.1534/g3.116.034207","2017-01-16"
"10.1101/032623",2015-11-23,"10.1098/rstb.2016.0102","2017-01-03"
"10.1101/014662",2015-01-31,"10.1186/s12864-016-3453-0","2017-01-06"
"10.1101/035626",2015-12-30,"10.1016/j.cub.2016.11.049","2016-12-15"
"10.1101/061762",2016-07-02,"10.1098/rstb.2016.0108","2017-01-03"
"10.1101/073585",2016-09-05,"10.1098/rstb.2016.0108","2017-01-03"
"10.1101/009936",2014-10-03,"10.1098/rstb.2016.0108","2017-01-03"
"10.1101/051755",2016-05-09,"10.1038/srep39921","2017-01-03"
"10.1101/076356",2016-09-21,"10.1016/j.tcb.2016.11.008","2016-12-16"
"10.1101/026963",2015-09-16,"10.1371/journal.pone.0168910","2017-01-09"
"10.1101/055541",2016-05-26,"10.1186/s12864-016-3449-9","2017-01-05"
"10.1101/031518",2015-11-12,"10.1373/clinchem.2016.258244","2016-10-07"
"10.1101/008003",2014-08-14,"10.1534/g3.116.035923","2017-01-16"
"10.1101/036103",2016-01-06,"10.1016/j.freeradbiomed.2016.12.029","2016-12-29"
"10.1101/084194",2016-10-28,"10.1016/j.tics.2016.12.008","2017-01-05"
"10.1101/049304",2016-04-19,"10.1016/j.tics.2016.12.008","2017-01-05"
"10.1101/045963",2016-03-28,"10.1016/j.tics.2016.12.008","2017-01-05"
"10.1101/065862",2016-07-26,"10.1038/nrn.2016.167","2017-01-05"
"10.1101/049429",2016-04-20,"10.1038/nrn.2016.167","2017-01-05"
"10.1101/054262",2016-05-20,"10.1038/nrn.2016.167","2017-01-05"
"10.1101/031328",2015-11-12,"10.1186/s12870-016-0957-3","2017-01-05"
"10.1101/054072",2016-05-18,"10.1002/jmv.24733","2016-11-14"
"10.1101/051722",2016-05-04,"10.1016/j.mod.2016.11.001","2016-11-05"
"10.1101/013045",2014-12-20,"10.1007/s00439-016-1754-7","2017-01-04"
"10.1101/026468",2015-09-15,"10.1186/s12864-016-3425-4","2017-01-03"
"10.1101/023754",2015-08-02,"10.1186/s12864-016-3425-4","2017-01-03"
"10.1101/036764",2016-01-15,"10.1186/s12864-016-3387-6","2017-01-05"
"10.1101/020636",2015-06-19,"10.1186/s12864-016-3387-6","2017-01-05"
"10.1101/024810",2015-08-17,"10.1016/j.ifacol.2016.12.128","2017-01-07"
"10.1101/036103",2016-01-06,"10.1089/biores.2016.0010","2016-05-25"
"10.1101/059600",2016-06-18,"10.1109/ysf.2016.7753835","2016-11-30"
"10.1101/048991",2016-04-16,"10.1016/s2215-0366(16)30406-0","2016-12-06"
"10.1101/009068",2014-09-16,"10.1039/9781782626831-00215","2016-11-16"
"10.1101/071282",2016-08-24,"10.1016/j.jbiotec.2016.12.006","2016-12-06"
"10.1101/019356",2015-05-15,"10.1016/j.jbiotec.2016.12.006","2016-12-06"
"10.1101/049213",2016-05-24,"10.1016/j.jbiotec.2016.12.006","2016-12-06"
"10.1101/077651",2016-09-27,"10.1016/j.jbiotec.2016.12.006","2016-12-06"
"10.1101/017145",2015-03-26,"10.1016/j.jfda.2016.11.002","2016-12-05"
"10.1101/037267",2016-01-25,"10.1186/s12864-016-2502-z","2016-03-03"
"10.1101/030338",2015-10-30,"10.1186/s13053-016-0058-1","2016-07-20"
"10.1101/050575",2016-04-27,"10.1016/j.molmet.2016.11.006","2016-11-21"
"10.1101/054924",2016-05-24,"10.1371/journal.pgen.1006526","2016-12-20"
"10.1101/037689",2016-01-22,"10.1371/journal.ppat.1006114","2016-12-13"
"10.1101/064287",2016-07-16,"10.1016/j.bbr.2016.12.033","2016-12-26"
"10.1101/056994",2016-06-06,"10.1016/j.molbiopara.2016.11.005","2016-11-27"
"10.1101/055475",2016-05-25,"10.1073/pnas.1614303114","2016-12-20"
"10.1101/062109",2016-07-05,"10.1016/j.joi.2016.12.006","2017-01-05"
"10.1101/008425",2014-08-25,"10.1186/s12864-016-2592-7","2016-03-31"
"10.1101/049056",2016-04-20,"10.1016/j.ajhg.2016.11.010","2016-12-08"
"10.1101/044420",2016-03-17,"10.1371/journal.pgen.1006325","2016-12-01"
"10.1101/070581",2016-08-19,"10.12688/f1000research.10058.1","2016-12-05"
"10.1101/056044",2016-05-30,"10.1371/journal.pcbi.1005251","2017-01-09"
"10.1101/054643",2016-05-23,"10.1186/s12864-016-2819-7","2016-06-23"
"10.1101/007187",2014-07-16,"10.1371/journal.ppat.1006048","2016-12-07"
"10.1101/028290",2015-10-04,"10.1186/s12859-016-0966-0","2016-02-27"
"10.1101/063875",2016-07-14,"10.7717/peerj.2769","2016-12-22"
"10.1101/002824",2014-02-20,"10.1371/journal.pone.0166862","2017-01-09"
"10.1101/044305",2016-03-17,"10.1111/mec.13908","2016-11-15"
"10.1101/047308",2016-04-05,"10.1016/j.cpb.2016.12.001","2016-12-08"
"10.1101/003103",2014-02-28,"10.3389/fpls.2016.01848","2016-12-09"
"10.1101/064352",2016-07-18,"10.1111/nyas.13295","2016-12-20"
"10.1101/209924",2017-10-27,"10.1111/nyas.13295","2016-12-20"
"10.1101/081950",2016-10-19,"10.1111/nyas.13295","2016-12-20"
"10.1101/056861",2016-06-03,"10.1371/journal.pone.0169015","2017-01-09"
"10.1101/019281",2015-05-13,"10.1186/s13742-016-0140-7","2016-08-02"
"10.1101/030742",2015-11-06,"10.1186/s13742-016-0140-7","2016-08-02"
"10.1101/044545",2016-03-18,"10.1186/s13742-016-0140-7","2016-08-02"
"10.1101/071886",2016-08-27,"10.1002/ece3.2628","2016-12-20"
"10.1101/035642",2015-12-30,"10.1016/j.margen.2016.11.002","2016-11-30"
"10.1101/032458",2015-11-20,"10.1186/s12916-016-0566-x","2016-02-08"
"10.1101/060400",2016-06-23,"10.1002/ece3.2626","2016-12-20"
"10.1101/005165",2014-05-14,"10.3168/jds.2016-11586","2016-11-24"
"10.1101/007351",2014-07-22,"10.1128/genomea.01343-14","2015-01-16"
"10.1101/040238",2016-02-19,"10.1080/14789450.2017.1260450","2016-11-12"
"10.1101/043372",2016-03-16,"10.1128/cmr.00060-16","2016-12-01"
"10.1101/062109",2016-07-05,"10.1016/j.joi.2016.12.001","2016-12-23"
"10.1101/030338",2015-10-30,"10.1016/j.clim.2016.11.018","2016-12-05"
"10.1101/010199",2014-10-09,"10.1016/j.ympev.2016.12.023","2016-12-22"
"10.1101/071530",2016-08-25,"10.1016/j.tine.2016.11.002","2016-11-29"
"10.1101/054924",2016-05-24,"10.1186/s13059-016-1127-5","2016-12-20"
"10.1101/059980",2016-06-21,"10.1186/s13059-016-1127-5","2016-12-20"
"10.1101/039511",2016-02-11,"10.1186/s13059-016-1127-5","2016-12-20"
"10.1101/225359",2017-12-07,"10.1186/s13059-016-1127-5","2016-12-20"
"10.1101/020859",2015-06-15,"10.1186/s12859-016-1397-7","2016-12-20"
"10.1101/061606",2016-06-30,"10.1016/j.trsl.2016.10.009","2016-10-27"
"10.1101/017814",2015-04-09,"10.1021/acssynbio.6b00154","2016-07-31"
"10.1101/091520",2016-12-04,"10.1021/acssynbio.6b00154","2016-07-31"
"10.1101/050740",2016-04-29,"10.1007/s00239-016-9775-3","2016-12-19"
"10.1101/079509",2016-10-06,"10.1016/j.cell.2016.11.038","2016-12-15"
"10.1101/027953",2015-09-30,"10.1016/j.cell.2016.11.038","2016-12-15"
